		Total nat. gas (kBtu/h)	Dry-bulb temperature (°C)
			
Date	Time	18 Havelock-test-Newcastle.aps	NewcastleEWY.fwt
Sun, 01/Jan	24:00		
	09:00		4.10
	09:15	6.385	
	09:45	6.223	
	10:00		5.10
	10:15	6.025	
	10:45	5.615	
	11:00		6.70
	11:15	5.060	
	11:45	4.717	
	12:00		8.20
	12:15	4.688	
	12:45	4.688	
	13:00		8.20
	13:15	4.688	
	13:45	4.688	
	14:00		7.80
	14:15	4.688	
	14:45	4.688	
	15:00		6.90
	15:15	5.069	
	15:45	5.697	
	16:00		5.70
	16:15	6.107	
	16:45	6.452	
	17:00		3.90
	17:15	6.701	
	17:45	6.865	
	18:00		3.10
	18:15	6.377	
	18:45	6.346	
	19:00		3.60
	19:15	6.316	
	19:45	6.294	
	20:00		3.90
	20:15	6.292	
	20:45	6.321	
	21:00		3.90
	21:15	6.385	
	21:45	6.477	
	22:00		3.30
	22:15	7.353	
	22:45	7.250	
	23:00		3.80
	23:15	7.324	
	23:45	7.282	
Fri, 03/Nov	24:00		4.00
	00:15	7.356	
	00:45	7.322	
	01:00		4.30
	01:15	7.218	
	01:45	7.043	
	02:00		5.90
	02:15	6.894	
	02:45	6.773	
	03:00		6.90
	03:15	6.700	
	03:45	6.677	
	04:00		7.00
	04:15	6.663	
	04:45	6.658	
	05:00		7.00
	05:15	6.638	
	05:45	6.601	
	06:00		7.30
	06:15	6.590	
	06:45	6.608	
	07:00		7.10
	07:15	6.602	
	07:45	6.565	
	08:00		7.30
	08:15	6.494	
	08:45	6.353	
	09:00		7.90
	09:15	5.588	
	09:45	5.391	
	10:00		9.00
	10:15	5.110	
	10:45	4.794	
	11:00		10.00
	11:15	4.688	
	11:45	4.688	
	12:00		9.60
	12:15	4.688	
	12:45	4.693	
	13:00		9.90
	13:15	4.752	
	13:45	4.688	
	14:00		10.70
	14:15	4.688	
	14:45	4.688	
	15:00		10.80
	15:15	4.688	
	15:45	4.896	
	16:00		9.60
	16:15	5.311	
	16:45	5.617	
	17:00		7.80
	17:15	5.742	
	17:45	5.699	
	18:00		8.70
	18:15	5.146	
	18:45	5.194	
	19:00		8.20
	19:15	5.263	
	19:45	5.361	
	20:00		7.30
	20:15	5.436	
	20:45	5.500	
	21:00		7.00
	21:15	5.608	
	21:45	5.756	
	22:00		5.90
	22:15	6.682	
	22:45	6.624	
	23:00		6.00
	23:15	6.764	
	23:45	6.812	
Sat, 04/Nov	24:00		5.40
	00:15	6.950	
	00:45	6.947	
	01:00		5.50
	01:15	6.985	
	01:45	7.067	
	02:00		4.80
	02:15	7.186	
	02:45	7.340	
	03:00		3.50
	03:15	7.467	
	03:45	7.564	
	04:00		2.80
	04:15	7.588	
	04:45	7.537	
	05:00		3.40
	05:15	7.431	
	05:45	7.271	
	06:00		4.90
	06:15	7.174	
	06:45	7.143	
	07:00		5.10
	07:15	7.165	
	07:45	7.238	
	08:00		4.30
	08:15	7.174	
	08:45	6.923	
	09:00		5.90
	09:15	6.092	
	09:45	5.924	
	10:00		7.10
	10:15	5.719	
	10:45	5.390	
	11:00		9.20
	11:15	5.008	
	11:45	4.716	
	12:00		10.60
	12:15	4.688	
	12:45	4.688	
	13:00		11.10
	13:15	4.688	
	13:45	4.688	
	14:00		10.60
	14:15	4.688	
	14:45	4.794	
	15:00		9.60
	15:15	5.151	
	15:45	5.334	
	16:00		9.20
	16:15	5.477	
	16:45	5.600	
	17:00		8.60
	17:15	5.693	
	17:45	5.757	
	18:00		8.30
	18:15	5.236	
	18:45	5.231	
	19:00		8.30
	19:15	5.210	
	19:45	5.181	
	20:00		8.50
	20:15	5.172	
	20:45	5.198	
	21:00		8.40
	21:15	5.235	
	21:45	5.275	
	22:00		8.20
	22:15	6.144	
	22:45	6.080	
	23:00		8.20
	23:15	6.170	
	23:45	6.122	
Sun, 05/Nov	24:00		8.40
	00:15	6.187	
	00:45	6.137	
	01:00		8.80
	01:15	6.098	
	01:45	6.069	
	02:00		9.00
	02:15	6.019	
	02:45	5.947	
	03:00		9.60
	03:15	5.900	
	03:45	5.879	
	04:00		9.70
	04:15	5.855	
	04:45	5.825	
	05:00		9.90
	05:15	5.816	
	05:45	5.830	
	06:00		9.70
	06:15	5.815	
	06:45	5.767	
	07:00		10.10
	07:15	5.717	
	07:45	5.662	
	08:00		10.40
	08:15	5.595	
	08:45	5.474	
	09:00		10.60
	09:15	4.769	
	09:45	4.735	
	10:00		10.90
	10:15	4.709	
	10:45	4.688	
	11:00		11.60
	11:15	4.688	
	11:45	4.688	
	12:00		12.00
	12:15	4.688	
	12:45	4.688	
	13:00		13.60
	13:15	4.688	
	13:45	4.688	
	14:00		14.20
	14:15	4.688	
	14:45	4.688	
	15:00		13.60
	15:15	4.688	
	15:45	4.688	
	16:00		12.30
	16:15	4.688	
	16:45	4.688	
	17:00		9.90
	17:15	4.727	
	17:45	5.064	
	18:00		9.10
	18:15	4.721	
	18:45	4.871	
	19:00		8.10
	19:15	4.992	
	19:45	5.092	
	20:00		7.40
	20:15	5.166	
	20:45	5.229	
	21:00		7.20
	21:15	5.317	
	21:45	5.429	
	22:00		6.50
	22:15	6.397	
	22:45	6.461	
	23:00		5.50
	23:15	6.654	
	23:45	6.681	
Mon, 06/Nov	24:00		5.20
	00:15	6.788	
	00:45	6.747	
	01:00		5.70
	01:15	6.782	
	01:45	6.898	
	02:00		4.70
	02:15	6.938	
	02:45	6.898	
	03:00		5.20
	03:15	6.922	
	03:45	7.016	
	04:00		4.40
	04:15	7.070	
	04:45	7.085	
	05:00		4.40
	05:15	7.065	
	05:45	7.010	
	06:00		5.00
	06:15	6.944	
	06:45	6.867	
	07:00		5.70
	07:15	6.765	
	07:45	6.628	
	08:00		6.70
	08:15	6.507	
	08:45	6.377	
	09:00		7.00
	09:15	5.555	
	09:45	5.246	
	10:00		9.20
	10:15	5.029	
	10:45	4.840	
	11:00		9.00
	11:15	4.688	
	11:45	4.688	
	12:00		9.00
	12:15	4.688	
	12:45	4.688	
	13:00		8.80
	13:15	4.753	
	13:45	4.688	
	14:00		10.00
	14:15	4.688	
	14:45	4.736	
	15:00		9.50
	15:15	5.032	
	15:45	5.310	
	16:00		8.40
	16:15	5.476	
	16:45	5.547	
	17:00		8.40
	17:15	5.646	
	17:45	5.777	
	18:00		7.50
	18:15	5.299	
	18:45	5.312	
	19:00		7.40
	19:15	5.335	
	19:45	5.377	
	20:00		7.00
	20:15	5.384	
	20:45	5.365	
	21:00		7.40
	21:15	5.514	
	21:45	5.830	
	22:00		4.70
	22:15	6.817	
	22:45	6.704	
	23:00		5.40
	23:15	6.724	
	23:45	6.584	
Tue, 07/Nov	24:00		6.50
	00:15	6.660	
	00:45	6.728	
	01:00		5.80
	01:15	6.697	
	01:45	6.561	
	02:00		7.10
	02:15	6.444	
	02:45	6.349	
	03:00		7.90
	03:15	6.311	
	03:45	6.332	
	04:00		7.60
	04:15	6.270	
	04:45	6.124	
	05:00		8.90
	05:15	6.016	
	05:45	5.947	
	06:00		9.40
	06:15	5.875	
	06:45	5.796	
	07:00		10.00
	07:15	5.691	
	07:45	5.547	
	08:00		10.90
	08:15	5.392	
	08:45	5.199	
	09:00		11.60
	09:15	4.688	
	09:45	4.688	
	10:00		12.50
	10:15	4.688	
	10:45	4.688	
	11:00		12.80
	11:15	4.688	
	11:45	4.688	
	12:00		13.70
	12:15	4.688	
	12:45	4.688	
	13:00		13.70
	13:15	4.688	
	13:45	4.688	
	14:00		14.00
	14:15	4.688	
	14:45	4.688	
	15:00		13.60
	15:15	4.688	
	15:45	4.688	
	16:00		13.30
	16:15	4.688	
	16:45	4.688	
	17:00		12.90
	17:15	4.688	
	17:45	4.688	
	18:00		13.10
	18:15	4.688	
	18:45	4.688	
	19:00		12.70
	19:15	4.688	
	19:45	4.688	
	20:00		12.60
	20:15	4.688	
	20:45	4.688	
	21:00		11.90
	21:15	4.688	
	21:45	4.688	
	22:00		11.60
	22:15	4.688	
	22:45	4.688	
	23:00		11.60
	23:15	4.688	
	23:45	4.688	
Wed, 08/Nov	24:00		11.80
	00:15	4.961	
	00:45	5.598	
	01:00		7.00
	01:15	5.958	
	01:45	6.079	
	02:00		6.50
	02:15	6.163	
	02:45	6.221	
	03:00		6.30
	03:15	6.277	
	03:45	6.333	
	04:00		6.00
	04:15	6.420	
	04:45	6.541	
	05:00		5.10
	05:15	6.617	
	05:45	6.642	
	06:00		5.10
	06:15	6.690	
	06:45	6.765	
	07:00		4.60
	07:15	6.883	
	07:45	7.044	
	08:00		3.30
	08:15	7.076	
	08:45	6.921	
	09:00		4.00
	09:15	6.159	
	09:45	6.029	
	10:00		4.90
	10:15	5.803	
	10:45	5.469	
	11:00		6.20
	11:15	5.134	
	11:45	4.801	
	12:00		7.00
	12:15	4.688	
	12:45	4.688	
	13:00		7.40
	13:15	4.688	
	13:45	4.688	
	14:00		7.50
	14:15	4.688	
	14:45	4.688	
	15:00		7.10
	15:15	4.688	
	15:45	5.063	
	16:00		6.30
	16:15	5.584	
	16:45	5.818	
	17:00		5.80
	17:15	5.919	
	17:45	5.924	
	18:00		6.40
	18:15	5.382	
	18:45	5.403	
	19:00		6.30
	19:15	5.407	
	19:45	5.402	
	20:00		6.40
	20:15	5.383	
	20:45	5.364	
	21:00		6.80
	21:15	5.378	
	21:45	5.422	
	22:00		6.60
	22:15	6.240	
	22:45	6.063	
	23:00		7.70
	23:15	6.109	
	23:45	6.091	
Thu, 09/Nov	24:00		7.60
	00:15	6.192	
	00:45	6.179	
	01:00		7.70
	01:15	6.157	
	01:45	6.124	
	02:00		8.00
	02:15	6.173	
	02:45	6.307	
	03:00		6.80
	03:15	6.372	
	03:45	6.360	
	04:00		7.00
	04:15	6.381	
	04:45	6.440	
	05:00		6.50
	05:15	6.449	
	05:45	6.404	
	06:00		7.00
	06:15	6.386	
	06:45	6.399	
	07:00		6.90
	07:15	6.412	
	07:45	6.414	
	08:00		6.70
	08:15	6.365	
	08:45	6.230	
	09:00		7.20
	09:15	5.496	
	09:45	5.415	
	10:00		8.10
	10:15	5.349	
	10:45	5.234	
	11:00		9.00
	11:15	5.153	
	11:45	5.154	
	12:00		9.20
	12:15	5.126	
	12:45	5.057	
	13:00		10.40
	13:15	5.046	
	13:45	5.080	
	14:00		10.30
	14:15	5.102	
	14:45	5.118	
	15:00		10.30
	15:15	5.133	
	15:45	5.149	
	16:00		10.30
	16:15	5.165	
	16:45	5.178	
	17:00		10.30
	17:15	5.194	
	17:45	5.214	
	18:00		10.20
	18:15	4.688	
	18:45	4.688	
	19:00		10.80
	19:15	4.688	
	19:45	4.688	
	20:00		11.00
	20:15	4.688	
	20:45	4.688	
	21:00		11.50
	21:15	4.688	
	21:45	4.688	
	22:00		11.70
	22:15	4.761	
	22:45	4.972	
	23:00		11.40
	23:15	5.162	
	23:45	5.198	
Fri, 10/Nov	24:00		11.00
	00:15	5.354	
	00:45	5.409	
	01:00		10.50
	01:15	5.444	
	01:45	5.460	
	02:00		10.40
	02:15	5.497	
	02:45	5.555	
	03:00		9.90
	03:15	5.538	
	03:45	5.443	
	04:00		10.80
	04:15	5.416	
	04:45	5.463	
	05:00		10.30
	05:15	5.505	
	05:45	5.541	
	06:00		10.00
	06:15	5.562	
	06:45	5.565	
	07:00		10.00
	07:15	5.563	
	07:45	5.552	
	08:00		10.00
	08:15	5.465	
	08:45	5.249	
	09:00		11.00
	09:15	4.688	
	09:45	4.688	
	10:00		11.60
	10:15	4.688	
	10:45	4.688	
	11:00		11.70
	11:15	4.688	
	11:45	4.688	
	12:00		12.00
	12:15	4.688	
	12:45	4.688	
	13:00		11.00
	13:15	4.688	
	13:45	4.688	
	14:00		11.00
	14:15	4.688	
	14:45	4.688	
	15:00		10.90
	15:15	4.688	
	15:45	4.688	
	16:00		10.00
	16:15	4.688	
	16:45	4.688	
	17:00		9.50
	17:15	4.688	
	17:45	4.688	
	18:00		9.50
	18:15	4.688	
	18:45	4.688	
	19:00		9.60
	19:15	4.688	
	19:45	4.688	
	20:00		9.60
	20:15	4.688	
	20:45	4.688	
	21:00		9.70
	21:15	4.688	
	21:45	4.688	
	22:00		9.70
	22:15	4.881	
	22:45	5.216	
	23:00		8.80
	23:15	5.464	
	23:45	5.525	
Sat, 11/Nov	24:00		8.40
	00:15	5.679	
	00:45	5.706	
	01:00		8.30
	01:15	5.730	
	01:45	5.754	
	02:00		8.20
	02:15	5.765	
	02:45	5.763	
	03:00		8.30
	03:15	5.763	
	03:45	5.769	
	04:00		8.30
	04:15	5.840	
	04:45	5.977	
	05:00		7.10
	05:15	6.070	
	05:45	6.117	
	06:00		6.80
	06:15	6.161	
	06:45	6.205	
	07:00		6.50
	07:15	6.219	
	07:45	6.198	
	08:00		6.70
	08:15	6.160	
	08:45	6.069	
	09:00		7.00
	09:15	5.416	
	09:45	5.436	
	10:00		6.80
	10:15	5.503	
	10:45	5.592	
	11:00		6.20
	11:15	5.607	
	11:45	5.501	
	12:00		6.50
	12:15	5.373	
	12:45	5.305	
	13:00		6.80
	13:15	5.140	
	13:45	4.790	
	14:00		8.30
	14:15	4.688	
	14:45	4.688	
	15:00		8.60
	15:15	4.688	
	15:45	5.074	
	16:00		7.10
	16:15	5.514	
	16:45	5.728	
	17:00		6.50
	17:15	5.886	
	17:45	6.019	
	18:00		5.80
	18:15	5.555	
	18:45	5.601	
	19:00		5.50
	19:15	5.603	
	19:45	5.569	
	20:00		5.90
	20:15	5.612	
	20:45	5.749	
	21:00		4.90
	21:15	5.862	
	21:45	5.943	
	22:00		4.50
	22:15	6.864	
	22:45	6.864	
	23:00		4.10
	23:15	7.038	
	23:45	7.095	
Sun, 12/Nov	24:00		3.50
	00:15	7.244	
	00:45	7.256	
	01:00		3.50
	01:15	7.267	
	01:45	7.278	
	02:00		3.50
	02:15	7.289	
	02:45	7.303	
	03:00		3.50
	03:15	7.350	
	03:45	7.430	
	04:00		2.90
	04:15	7.447	
	04:45	7.396	
	05:00		3.50
	05:15	7.370	
	05:45	7.376	
	06:00		3.50
	06:15	7.352	
	06:45	7.292	
	07:00		4.10
	07:15	7.256	
	07:45	7.243	
	08:00		4.10
	08:15	7.213	
	08:45	7.126	
	09:00		4.20
	09:15	6.420	
	09:45	6.350	
	10:00		5.10
	10:15	6.322	
	10:45	6.287	
	11:00		5.70
	11:15	6.171	
	11:45	5.976	
	12:00		7.50
	12:15	5.787	
	12:45	5.497	
	13:00		7.60
	13:15	5.206	
	13:45	5.124	
	14:00		7.70
	14:15	5.215	
	14:45	5.432	
	15:00		7.80
	15:15	5.645	
	15:45	5.850	
	16:00		7.30
	16:15	5.996	
	16:45	6.095	
	17:00		6.90
	17:15	6.137	
	17:45	6.132	
	18:00		7.20
	18:15	5.588	
	18:45	5.611	
	19:00		6.90
	19:15	5.602	
	19:45	5.564	
	20:00		7.20
	20:15	5.533	
	20:45	5.527	
	21:00		7.40
	21:15	5.535	
	21:45	5.552	
	22:00		7.40
	22:15	6.409	
	22:45	6.344	
	23:00		7.40
	23:15	6.391	
	23:45	6.253	
Mon, 13/Nov	24:00		8.40
	00:15	6.283	
	00:45	6.258	
	01:00		8.50
	01:15	6.232	
	01:45	6.203	
	02:00		8.70
	02:15	6.173	
	02:45	6.144	
	03:00		8.90
	03:15	6.125	
	03:45	6.119	
	04:00		8.90
	04:15	6.098	
	04:45	6.060	
	05:00		9.20
	05:15	6.015	
	05:45	5.963	
	06:00		9.60
	06:15	5.921	
	06:45	5.889	
	07:00		9.80
	07:15	5.862	
	07:45	5.835	
	08:00		9.90
	08:15	5.796	
	08:45	5.706	
	09:00		10.10
	09:15	5.017	
	09:45	4.962	
	10:00		10.60
	10:15	4.975	
	10:45	5.028	
	11:00		10.10
	11:15	5.061	
	11:45	5.081	
	12:00		10.00
	12:15	5.082	
	12:45	5.064	
	13:00		10.30
	13:15	5.041	
	13:45	5.017	
	14:00		10.70
	14:15	5.036	
	14:45	5.102	
	15:00		10.30
	15:15	5.210	
	15:45	5.363	
	16:00		9.30
	16:15	5.493	
	16:45	5.588	
	17:00		8.70
	17:15	5.663	
	17:45	5.725	
	18:00		8.30
	18:15	5.200	
	18:45	5.190	
	19:00		8.30
	19:15	5.178	
	19:45	5.169	
	20:00		8.30
	20:15	5.150	
	20:45	5.134	
	21:00		8.60
	21:15	5.162	
	21:45	5.230	
	22:00		8.10
	22:15	6.120	
	22:45	6.068	
	23:00		8.00
	23:15	6.199	
	23:45	6.220	
Tue, 14/Nov	24:00		7.60
	00:15	6.344	
	00:45	6.344	
	01:00		7.60
	01:15	6.343	
	01:45	6.345	
	02:00		7.60
	02:15	6.347	
	02:45	6.347	
	03:00		7.60
	03:15	6.347	
	03:45	6.346	
	04:00		7.60
	04:15	6.356	
	04:45	6.377	
	05:00		7.40
	05:15	6.426	
	05:45	6.507	
	06:00		6.70
	06:15	6.599	
	06:45	6.698	
	07:00		5.90
	07:15	6.795	
	07:45	6.886	
	08:00		5.10
	08:15	6.913	
	08:45	6.820	
	09:00		5.10
	09:15	6.048	
	09:45	5.851	
	10:00		6.60
	10:15	5.718	
	10:45	5.631	
	11:00		7.70
	11:15	5.549	
	11:45	5.458	
	12:00		8.80
	12:15	5.416	
	12:45	5.421	
	13:00		8.90
	13:15	5.420	
	13:45	5.416	
	14:00		9.10
	14:15	5.404	
	14:45	5.382	
	15:00		9.30
	15:15	5.385	
	15:45	5.431	
	16:00		9.40
	16:15	5.464	
	16:45	5.467	
	17:00		9.60
	17:15	5.470	
	17:45	5.480	
	18:00		9.60
	18:15	4.915	
	18:45	4.874	
	19:00		9.80
	19:15	4.830	
	19:45	4.790	
	20:00		10.00
	20:15	4.762	
	20:45	4.759	
	21:00		10.10
	21:15	4.761	
	21:45	4.760	
	22:00		10.20
	22:15	5.625	
	22:45	5.596	
	23:00		9.80
	23:15	5.753	
	23:45	5.803	
Wed, 15/Nov	24:00		9.10
	00:15	5.987	
	00:45	6.077	
	01:00		8.30
	01:15	6.160	
	01:45	6.231	
	02:00		7.70
	02:15	6.318	
	02:45	6.422	
	03:00		6.80
	03:15	6.420	
	03:45	6.312	
	04:00		7.90
	04:15	6.313	
	04:45	6.432	
	05:00		6.80
	05:15	6.526	
	05:45	6.593	
	06:00		6.30
	06:15	6.621	
	06:45	6.611	
	07:00		6.50
	07:15	6.677	
	07:45	6.826	
	08:00		5.20
	08:15	6.805	
	08:45	6.555	
	09:00		6.80
	09:15	5.717	
	09:45	5.524	
	10:00		8.10
	10:15	5.280	
	10:45	4.941	
	11:00		8.90
	11:15	4.688	
	11:45	4.688	
	12:00		9.30
	12:15	4.688	
	12:45	4.688	
	13:00		9.80
	13:15	4.688	
	13:45	4.688	
	14:00		9.30
	14:15	4.688	
	14:45	4.688	
	15:00		8.80
	15:15	4.688	
	15:45	4.696	
	16:00		7.10
	16:15	5.352	
	16:45	5.724	
	17:00		6.00
	17:15	5.939	
	17:45	6.063	
	18:00		5.70
	18:15	5.588	
	18:45	5.622	
	19:00		5.60
	19:15	5.651	
	19:45	5.684	
	20:00		5.40
	20:15	5.727	
	20:45	5.794	
	21:00		5.10
	21:15	5.767	
	21:45	5.635	
	22:00		6.60
	22:15	6.337	
	22:45	6.116	
	23:00		8.00
	23:15	6.132	
	23:45	6.097	
Thu, 16/Nov	24:00		8.00
	00:15	6.219	
	00:45	6.269	
	01:00		7.50
	01:15	6.276	
	01:45	6.234	
	02:00		7.90
	02:15	6.190	
	02:45	6.144	
	03:00		8.30
	03:15	6.103	
	03:45	6.066	
	04:00		8.60
	04:15	6.029	
	04:45	5.991	
	05:00		8.90
	05:15	5.942	
	05:45	5.882	
	06:00		9.40
	06:15	5.855	
	06:45	5.858	
	07:00		9.30
	07:15	5.872	
	07:45	5.895	
	08:00		9.00
	08:15	5.845	
	08:45	5.683	
	09:00		9.90
	09:15	4.954	
	09:45	4.902	
	10:00		10.40
	10:15	4.863	
	10:45	4.796	
	11:00		10.90
	11:15	4.706	
	11:45	4.688	
	12:00		11.70
	12:15	4.688	
	12:45	4.688	
	13:00		10.90
	13:15	4.688	
	13:45	4.688	
	14:00		10.90
	14:15	4.688	
	14:45	4.688	
	15:00		10.90
	15:15	4.754	
	15:45	5.034	
	16:00		9.60
	16:15	5.259	
	16:45	5.427	
	17:00		8.60
	17:15	5.567	
	17:45	5.690	
	18:00		7.80
	18:15	5.295	
	18:45	5.484	
	19:00		6.10
	19:15	5.601	
	19:45	5.648	
	20:00		5.80
	20:15	5.690	
	20:45	5.744	
	21:00		5.60
	21:15	5.811	
	21:45	5.882	
	22:00		5.20
	22:15	6.835	
	22:45	6.914	
	23:00		4.00
	23:15	7.160	
	23:45	7.276	
Fri, 17/Nov	24:00		2.90
	00:15	7.513	
	00:45	7.641	
	01:00		1.90
	01:15	7.733	
	01:45	7.784	
	02:00		1.60
	02:15	7.848	
	02:45	7.932	
	03:00		1.00
	03:15	7.977	
	03:45	7.980	
	04:00		1.20
	04:15	7.968	
	04:45	7.940	
	05:00		1.60
	05:15	7.951	
	05:45	8.006	
	06:00		1.20
	06:15	8.043	
	06:45	8.060	
	07:00		1.20
	07:15	8.041	
	07:45	7.982	
	08:00		1.80
	08:15	7.909	
	08:45	7.781	
	09:00		2.30
	09:15	6.988	
	09:45	6.745	
	10:00		3.90
	10:15	6.565	
	10:45	6.484	
	11:00		4.50
	11:15	6.437	
	11:45	6.386	
	12:00		5.20
	12:15	6.345	
	12:45	6.334	
	13:00		5.90
	13:15	6.309	
	13:45	6.215	
	14:00		6.50
	14:15	6.175	
	14:45	6.243	
	15:00		6.30
	15:15	6.390	
	15:45	6.619	
	16:00		4.90
	16:15	6.814	
	16:45	6.962	
	17:00		4.00
	17:15	7.128	
	17:45	7.316	
	18:00		2.60
	18:15	6.845	
	18:45	6.810	
	19:00		3.00
	19:15	6.824	
	19:45	6.896	
	20:00		2.30
	20:15	6.912	
	20:45	6.888	
	21:00		2.80
	21:15	6.894	
	21:45	6.921	
	22:00		2.80
	22:15	7.808	
	22:45	7.795	
	23:00		2.40
	23:15	7.943	
	23:45	7.959	
Sat, 18/Nov	24:00		2.10
	00:15	8.039	
	00:45	7.957	
	01:00		2.90
	01:15	7.941	
	01:45	7.995	
	02:00		2.40
	02:15	7.983	
	02:45	7.900	
	03:00		3.20
	03:15	7.861	
	03:45	7.869	
	04:00		3.10
	04:15	7.898	
	04:45	7.949	
	05:00		2.70
	05:15	8.020	
	05:45	8.108	
	06:00		2.00
	06:15	8.137	
	06:45	8.108	
	07:00		2.40
	07:15	8.068	
	07:45	8.013	
	08:00		2.90
	08:15	7.997	
	08:45	7.972	
	09:00		2.30
	09:15	7.266	
	09:45	7.115	
	10:00		3.40
	10:15	6.957	
	10:45	6.740	
	11:00		4.40
	11:15	6.420	
	11:45	5.933	
	12:00		5.30
	12:15	5.503	
	12:45	5.445	
	13:00		6.10
	13:15	5.564	
	13:45	5.634	
	14:00		6.10
	14:15	5.886	
	14:45	6.366	
	15:00		4.70
	15:15	6.706	
	15:45	6.879	
	16:00		4.50
	16:15	7.001	
	16:45	7.088	
	17:00		4.20
	17:15	7.125	
	17:45	7.122	
	18:00		4.50
	18:15	6.545	
	18:45	6.495	
	19:00		4.90
	19:15	6.489	
	19:45	6.536	
	20:00		4.40
	20:15	6.632	
	20:45	6.789	
	21:00		3.20
	21:15	6.834	
	21:45	6.756	
	22:00		4.20
	22:15	7.473	
	22:45	7.229	
	23:00		5.80
	23:15	7.198	
	23:45	7.090	
Sun, 19/Nov	24:00		6.40
	00:15	7.142	
	00:45	7.126	
	01:00		6.40
	01:15	7.110	
	01:45	7.091	
	02:00		6.50
	02:15	7.085	
	02:45	7.091	
	03:00		6.40
	03:15	7.125	
	03:45	7.187	
	04:00		5.80
	04:15	7.262	
	04:45	7.353	
	05:00		5.00
	05:15	7.421	
	05:45	7.463	
	06:00		4.70
	06:15	7.499	
	06:45	7.527	
	07:00		4.50
	07:15	7.544	
	07:45	7.549	
	08:00		4.50
	08:15	7.569	
	08:45	7.560	
	09:00		4.00
	09:15	6.893	
	09:45	6.801	
	10:00		4.80
	10:15	6.652	
	10:45	6.222	
	11:00		6.10
	11:15	5.717	
	11:45	5.574	
	12:00		6.00
	12:15	5.499	
	12:45	5.205	
	13:00		6.80
	13:15	4.931	
	13:45	4.799	
	14:00		6.90
	14:15	4.978	
	14:45	5.522	
	15:00		6.00
	15:15	6.098	
	15:45	6.670	
	16:00		3.70
	16:15	7.054	
	16:45	7.307	
	17:00		2.40
	17:15	7.433	
	17:45	7.448	
	18:00		2.80
	18:15	6.927	
	18:45	6.977	
	19:00		2.40
	19:15	6.949	
	19:45	6.845	
	20:00		3.40
	20:15	6.745	
	20:45	6.664	
	21:00		4.30
	21:15	6.649	
	21:45	6.698	
	22:00		4.00
	22:15	7.601	
	22:45	7.597	
	23:00		3.50
	23:15	7.712	
	23:45	7.649	
Mon, 20/Nov	24:00		3.90
	00:15	7.723	
	00:45	7.709	
	01:00		4.00
	01:15	7.703	
	01:45	7.703	
	02:00		4.00
	02:15	7.721	
	02:45	7.757	
	03:00		3.70
	03:15	7.790	
	03:45	7.817	
	04:00		3.50
	04:15	7.850	
	04:45	7.891	
	05:00		3.20
	05:15	7.955	
	05:45	8.042	
	06:00		2.50
	06:15	8.104	
	06:45	8.139	
	07:00		2.30
	07:15	8.198	
	07:45	8.278	
	08:00		1.60
	08:15	8.269	
	08:45	8.118	
	09:00		2.30
	09:15	7.276	
	09:45	6.964	
	10:00		4.70
	10:15	6.678	
	10:45	6.361	
	11:00		5.10
	11:15	5.969	
	11:45	5.673	
	12:00		6.10
	12:15	5.482	
	12:45	5.245	
	13:00		5.90
	13:15	5.089	
	13:45	5.165	
	14:00		5.40
	14:15	5.436	
	14:45	5.843	
	15:00		5.30
	15:15	6.326	
	15:45	6.903	
	16:00		3.00
	16:15	7.293	
	16:45	7.549	
	17:00		1.70
	17:15	7.687	
	17:45	7.725	
	18:00		1.90
	18:15	7.212	
	18:45	7.252	
	19:00		1.60
	19:15	7.340	
	19:45	7.485	
	20:00		0.30
	20:15	7.575	
	20:45	7.624	
	21:00		0.20
	21:15	7.643	
	21:45	7.621	
	22:00		0.70
	22:15	8.453	
	22:45	8.386	
	23:00		0.80
	23:15	8.430	
	23:45	8.241	
Tue, 21/Nov	24:00		2.50
	00:15	8.326	
	00:45	8.469	
	01:00		1.20
	01:15	8.501	
	01:45	8.417	
	02:00		2.20
	02:15	8.408	
	02:45	8.479	
	03:00		1.70
	03:15	8.537	
	03:45	8.578	
	04:00		1.50
	04:15	8.599	
	04:45	8.604	
	05:00		1.60
	05:15	8.624	
	05:45	8.659	
	06:00		1.40
	06:15	8.685	
	06:45	8.699	
	07:00		1.40
	07:15	8.711	
	07:45	8.722	
	08:00		1.40
	08:15	8.709	
	08:45	8.620	
	09:00		1.60
	09:15	7.898	
	09:45	7.774	
	10:00		2.30
	10:15	7.610	
	10:45	7.248	
	11:00		3.40
	11:15	6.721	
	11:45	6.211	
	12:00		4.40
	12:15	5.843	
	12:45	5.735	
	13:00		4.60
	13:15	5.631	
	13:45	5.250	
	14:00		5.20
	14:15	5.287	
	14:45	6.070	
	15:00		3.10
	15:15	6.761	
	15:45	7.227	
	16:00		2.30
	16:15	7.459	
	16:45	7.515	
	17:00		3.10
	17:15	7.517	
	17:45	7.490	
	18:00		4.00
	18:15	6.825	
	18:45	6.624	
	19:00		6.00
	19:15	6.485	
	19:45	6.420	
	20:00		6.50
	20:15	6.382	
	20:45	6.384	
	21:00		6.60
	21:15	6.466	
	21:45	6.623	
	22:00		5.30
	22:15	7.519	
	22:45	7.383	
	23:00		6.00
	23:15	7.467	
	23:45	7.483	
Wed, 22/Nov	24:00		5.40
	00:15	7.615	
	00:45	7.634	
	01:00		5.10
	01:15	7.690	
