Date,Time,Total nat. gas (kBtu/h),Dry-bulb temperature (°C)
04-16,00:45,4.688,9.80
04-16,01:15,4.810,9.00
04-16,01:45,4.996,9.00
04-16,02:15,5.228,6.50
04-16,02:45,5.542,6.50
04-16,03:15,5.752,6.00
04-16,03:45,5.855,6.00
04-16,04:15,5.923,6.00
04-16,04:45,5.959,6.00
04-16,05:15,5.974,6.30
04-16,05:45,5.967,6.30
04-16,06:15,6.018,5.30
04-16,06:45,6.120,5.30
04-16,07:15,6.082,6.60
04-16,07:45,5.898,6.60
04-16,08:15,5.690,8.00
04-16,08:45,5.435,8.00
04-16,09:15,4.694,7.50
04-16,09:45,4.688,7.50
04-16,10:15,4.688,8.90
04-16,10:45,4.688,8.90
04-16,11:15,4.688,8.80
04-16,11:45,4.688,8.80
04-16,12:15,4.688,8.40
04-16,12:45,4.688,8.40
04-16,13:15,4.688,8.60
04-16,13:45,4.688,8.60
04-16,14:15,4.688,7.70
04-16,14:45,4.688,7.70
04-16,15:15,4.688,8.10
04-16,15:45,4.688,8.10
04-16,16:15,4.688,7.10
04-16,16:45,4.688,7.10
04-16,17:15,4.688,7.20
04-16,17:45,4.688,7.20
04-16,18:15,4.688,6.80
04-16,18:45,4.688,6.80
04-16,19:15,4.688,6.00
04-16,19:45,4.688,6.00
04-16,20:15,4.688,4.80
04-16,20:45,4.969,4.80
04-16,21:15,5.244,4.20
04-16,21:45,5.407,4.20
04-16,22:15,6.374,3.80
04-16,22:45,6.399,3.80
04-16,23:15,6.567,3.70
04-16,23:45,6.587,3.70
04-17,00:15,6.723,3.70
04-17,00:45,6.748,3.70
04-17,01:15,6.740,4.30
04-17,01:45,6.697,4.30
04-17,02:15,6.768,2.70
04-17,02:45,6.956,2.70
04-17,03:15,7.077,2.50
04-17,03:45,7.127,2.50
04-17,04:15,7.110,3.50
04-17,04:45,7.022,3.50
04-17,05:15,7.028,2.60
04-17,05:45,7.134,2.60
04-17,06:15,7.090,4.30
04-17,06:45,6.867,4.30
04-17,07:15,6.645,5.30
04-17,07:45,6.431,5.30
04-17,08:15,6.103,8.10
04-17,08:45,5.633,8.10
04-17,09:15,4.715,8.60
04-17,09:45,4.688,8.60
04-17,10:15,4.688,9.10
04-17,10:45,4.688,9.10
04-17,11:15,4.688,9.40
04-17,11:45,4.688,9.40
04-17,12:15,4.688,8.10
04-17,12:45,4.688,8.10
04-17,13:15,4.688,6.70
04-17,13:45,4.688,6.70
04-17,14:15,4.688,7.20
04-17,14:45,4.688,7.20
04-17,15:15,4.688,6.20
04-17,15:45,4.688,6.20
04-17,16:15,4.688,6.70
04-17,16:45,4.688,6.70
04-17,17:15,4.688,8.10
04-17,17:45,4.688,8.10
04-17,18:15,4.688,8.40
04-17,18:45,4.688,8.40
04-17,19:15,4.688,7.70
04-17,19:45,4.688,7.70
04-17,20:15,4.688,6.90
04-17,20:45,4.688,6.90
04-17,21:15,4.688,6.60
04-17,21:45,4.688,6.60
04-17,22:15,5.289,6.70
04-17,22:45,5.527,6.70
04-17,23:15,5.720,6.70
04-17,23:45,5.754,6.70
04-18,00:15,5.968,5.40
04-18,00:45,6.144,5.40
04-18,01:15,6.182,6.70
04-18,01:45,6.073,6.70
04-18,02:15,5.973,7.60
04-18,02:45,5.885,7.60
04-18,03:15,5.756,9.20
04-18,03:45,5.586,9.20
04-18,04:15,5.415,10.70
04-18,04:45,5.242,10.70
04-18,05:15,5.118,11.20
04-18,05:45,5.046,11.20
04-18,06:15,5.012,10.80
04-18,06:45,5.000,10.80
04-18,07:15,4.875,12.10
04-18,07:45,4.697,12.10
04-18,08:15,4.688,13.60
04-18,08:45,4.688,13.60
04-18,09:15,4.688,13.80
04-18,09:45,4.688,13.80
04-18,10:15,4.688,12.70
04-18,10:45,4.688,12.70
04-18,11:15,4.688,12.10
04-18,11:45,4.688,12.10
04-18,12:15,4.688,11.20
04-18,12:45,4.688,11.20
04-18,13:15,4.688,11.50
04-18,13:45,4.688,11.50
04-18,14:15,4.688,10.70
04-18,14:45,4.688,10.70
04-18,15:15,4.688,14.50
04-18,15:45,4.688,14.50
04-18,16:15,4.688,16.60
04-18,16:45,4.688,16.60
04-18,17:15,4.688,15.80
04-18,17:45,4.688,15.80
04-18,18:15,4.688,14.50
04-18,18:45,4.688,14.50
04-18,19:15,4.688,13.70
04-18,19:45,4.688,13.70
04-18,20:15,4.688,10.90
04-18,20:45,4.688,10.90
04-18,21:15,4.688,9.50
04-18,21:45,4.688,9.50
04-18,22:15,4.688,9.40
04-18,22:45,4.688,9.40
04-18,23:15,4.688,9.40
04-18,23:45,4.688,9.40
04-19,00:15,4.688,8.20
04-19,00:45,4.688,8.20
04-19,01:15,4.857,9.30
04-19,01:45,4.863,9.30
04-19,02:15,4.964,7.50
04-19,02:45,5.202,7.50
04-19,03:15,5.265,9.00
04-19,03:45,5.146,9.00
04-19,04:15,5.091,9.00
04-19,04:45,5.105,9.00
04-19,05:15,4.995,11.30
04-19,05:45,4.760,11.30
04-19,06:15,4.688,11.20
04-19,06:45,4.688,11.20
04-19,07:15,4.688,10.90
04-19,07:45,4.688,10.90
04-19,08:15,4.688,11.60
04-19,08:45,4.688,11.60
04-19,09:15,4.688,12.40
04-19,09:45,4.688,12.40
04-19,10:15,4.688,12.50
04-19,10:45,4.688,12.50
04-19,11:15,4.688,13.00
04-19,11:45,4.688,13.00
04-19,12:15,4.688,13.80
04-19,12:45,4.688,13.80
04-19,13:15,4.688,14.10
04-19,13:45,4.688,14.10
04-19,14:15,4.688,13.40
04-19,14:45,4.688,13.40
04-19,15:15,4.688,13.00
04-19,15:45,4.688,13.00
04-19,16:15,4.688,12.30
04-19,16:45,4.688,12.30
04-19,17:15,4.688,11.50
04-19,17:45,4.688,11.50
04-19,18:15,4.688,11.10
04-19,18:45,4.688,11.10
04-19,19:15,4.688,10.50
04-19,19:45,4.688,10.50
04-19,20:15,4.688,10.10
04-19,20:45,4.688,10.10
04-19,21:15,4.688,9.80
04-19,21:45,4.688,9.80
04-19,22:15,4.688,9.40
04-19,22:45,4.688,9.40
04-19,23:15,4.688,9.60
04-19,23:45,4.688,9.60
04-20,00:15,4.688,9.60
04-20,00:45,4.688,9.60
04-20,01:15,4.688,9.60
04-20,01:45,4.688,9.60
04-20,02:15,4.688,9.10
04-20,02:45,4.688,9.10
04-20,03:15,4.688,7.90
04-20,03:45,4.812,7.90
04-20,04:15,4.980,8.20
04-20,04:45,5.012,8.20
04-20,05:15,5.026,8.50
04-20,05:45,5.031,8.50
04-20,06:15,5.066,8.00
04-20,06:45,5.126,8.00
04-20,07:15,5.136,8.10
04-20,07:45,5.081,8.10
04-20,08:15,4.981,8.70
04-20,08:45,4.819,8.70
04-20,09:15,4.688,9.60
04-20,09:45,4.688,9.60
04-20,10:15,4.688,10.40
04-20,10:45,4.688,10.40
04-20,11:15,4.688,10.60
04-20,11:45,4.688,10.60
04-20,12:15,4.688,11.60
04-20,12:45,4.688,11.60
04-20,13:15,4.688,11.20
04-20,13:45,4.688,11.20
04-20,14:15,4.688,11.20
04-20,14:45,4.688,11.20
04-20,15:15,4.688,11.80
04-20,15:45,4.688,11.80
04-20,16:15,4.688,11.80
04-20,16:45,4.688,11.80
04-20,17:15,4.688,11.20
04-20,17:45,4.688,11.20
04-20,18:15,4.688,10.60
04-20,18:45,4.688,10.60
04-20,19:15,4.688,9.80
04-20,19:45,4.688,9.80
04-20,20:15,4.688,9.20
04-20,20:45,4.688,9.20
04-20,21:15,4.688,8.20
04-20,21:45,4.688,8.20
04-20,22:15,4.688,8.10
04-20,22:45,4.688,8.10
04-20,23:15,4.688,7.80
04-20,23:45,4.688,7.80
04-21,00:15,4.688,7.70
04-21,00:45,4.887,7.70
04-21,01:15,4.966,8.30
04-21,01:45,4.969,8.30
04-21,02:15,4.967,8.60
04-21,02:45,4.971,8.60
04-21,03:15,4.951,9.20
04-21,03:45,4.909,9.20
04-21,04:15,4.894,9.20
04-21,04:45,4.910,9.20
04-21,05:15,4.894,9.70
04-21,05:45,4.838,9.70
04-21,06:15,4.834,9.00
04-21,06:45,4.883,9.00
04-21,07:15,4.806,10.50
04-21,07:45,4.688,10.50
04-21,08:15,4.688,11.70
04-21,08:45,4.688,11.70
04-21,09:15,4.688,13.60
04-21,09:45,4.688,13.60
04-21,10:15,4.688,14.10
04-21,10:45,4.688,14.10
04-21,11:15,4.688,14.80
04-21,11:45,4.688,14.80
04-21,12:15,4.688,16.00
04-21,12:45,4.688,16.00
04-21,13:15,4.688,15.40
04-21,13:45,4.688,15.40
04-21,14:15,4.688,16.00
04-21,14:45,4.688,16.00
04-21,15:15,4.688,12.60
04-21,15:45,4.688,12.60
04-21,16:15,4.688,13.20
04-21,16:45,4.688,13.20
04-21,17:15,4.688,14.80
04-21,17:45,4.688,14.80
04-21,18:15,4.688,14.20
04-21,18:45,4.688,14.20
04-21,19:15,4.688,11.90
04-21,19:45,4.688,11.90
04-21,20:15,4.688,11.00
04-21,20:45,4.688,11.00
04-21,21:15,4.688,9.40
04-21,21:45,4.688,9.40
04-21,22:15,4.688,7.90
04-21,22:45,4.688,7.90
04-21,23:15,4.688,6.50
04-21,23:45,4.688,6.50
04-22,00:15,4.688,7.00
04-22,00:45,4.711,7.00
04-22,01:15,5.009,5.10
04-22,01:45,5.336,5.10
04-22,02:15,5.532,5.10
04-22,02:45,5.610,5.10
04-22,03:15,5.739,3.90
04-22,03:45,5.922,3.90
04-22,04:15,6.060,3.50
04-22,04:45,6.155,3.50
04-22,05:15,6.178,4.20
04-22,05:45,6.116,4.20
04-22,06:15,5.947,6.50
04-22,06:45,5.672,6.50
04-22,07:15,5.466,7.20
04-22,07:45,5.349,7.20
04-22,08:15,5.199,7.90
04-22,08:45,4.929,7.90
04-22,09:15,4.688,7.80
04-22,09:45,4.688,7.80
04-22,10:15,4.688,9.40
04-22,10:45,4.688,9.40
04-22,11:15,4.688,9.40
04-22,11:45,4.688,9.40
04-22,12:15,4.688,10.20
04-22,12:45,4.688,10.20
04-22,13:15,4.688,10.50
04-22,13:45,4.688,10.50
04-22,14:15,4.688,9.30
04-22,14:45,4.688,9.30
04-22,15:15,4.688,9.00
04-22,15:45,4.688,9.00
04-22,16:15,4.688,8.50
04-22,16:45,4.688,8.50
04-22,17:15,4.688,9.00
04-22,17:45,4.688,9.00
04-22,18:15,4.688,8.80
04-22,18:45,4.688,8.80
04-22,19:15,4.688,8.30
04-22,19:45,4.688,8.30
04-22,20:15,4.688,7.90
04-22,20:45,4.688,7.90
04-22,21:15,4.688,7.90
04-22,21:45,4.688,7.90
04-22,22:15,4.712,8.10
04-22,22:45,4.961,8.10
04-22,23:15,5.184,7.70
04-22,23:45,5.260,7.70
04-23,00:15,5.432,7.50
04-23,00:45,5.481,7.50
04-23,01:15,5.523,7.40
04-23,01:45,5.555,7.40
04-23,02:15,5.574,7.50
04-23,02:45,5.579,7.50
04-23,03:15,5.549,8.20
04-23,03:45,5.487,8.20
04-23,04:15,5.466,8.10
04-23,04:45,5.484,8.10
04-23,05:15,5.531,7.40
04-23,05:45,5.601,7.40
04-23,06:15,5.565,8.50
04-23,06:45,5.417,8.50
04-23,07:15,5.297,8.40
04-23,07:45,5.181,8.40
04-23,08:15,4.940,10.40
04-23,08:45,4.693,10.40
04-23,09:15,4.688,10.10
04-23,09:45,4.688,10.10
04-23,10:15,4.688,11.80
04-23,10:45,4.688,11.80
04-23,11:15,4.688,12.60
04-23,11:45,4.688,12.60
04-23,12:15,4.688,12.70
04-23,12:45,4.688,12.70
04-23,13:15,4.688,11.50
04-23,13:45,4.688,11.50
04-23,14:15,4.688,11.10
04-23,14:45,4.688,11.10
04-23,15:15,4.688,11.00
04-23,15:45,4.688,11.00
04-23,16:15,4.688,9.80
04-23,16:45,4.688,9.80
04-23,17:15,4.688,9.70
04-23,17:45,4.688,9.70
04-23,18:15,4.688,9.50
04-23,18:45,4.688,9.50
04-23,19:15,4.688,8.20
04-23,19:45,4.688,8.20
04-23,20:15,4.688,7.90
04-23,20:45,4.688,7.90
04-23,21:15,4.688,7.10
04-23,21:45,4.688,7.10
04-23,22:15,4.688,6.30
04-23,22:45,4.688,6.30
04-23,23:15,4.703,6.20
04-23,23:45,5.015,6.20
04-24,00:15,5.245,6.90
04-24,00:45,5.267,6.90
04-24,01:15,5.350,5.90
04-24,01:45,5.511,5.90
04-24,02:15,5.637,5.50
04-24,02:45,5.728,5.50
04-24,03:15,5.783,5.70
04-24,03:45,5.799,5.70
04-24,04:15,5.830,5.50
04-24,04:45,5.880,5.50
04-24,05:15,5.933,5.10
04-24,05:45,5.977,5.10
04-24,06:15,5.954,5.70
04-24,06:45,5.862,5.70
04-24,07:15,5.642,8.10
04-24,07:45,5.290,8.10
04-24,08:15,4.890,10.50
04-24,08:45,4.688,10.50
04-24,09:15,4.688,11.20
04-24,09:45,4.688,11.20
04-24,10:15,4.688,11.00
04-24,10:45,4.688,11.00
04-24,11:15,4.688,11.70
04-24,11:45,4.688,11.70
04-24,12:15,4.688,11.90
04-24,12:45,4.688,11.90
04-24,13:15,4.688,12.90
04-24,13:45,4.688,12.90
04-24,14:15,4.688,12.30
04-24,14:45,4.688,12.30
04-24,15:15,4.688,12.20
04-24,15:45,4.688,12.20
04-24,16:15,4.688,11.70
04-24,16:45,4.688,11.70
04-24,17:15,4.688,11.00
04-24,17:45,4.688,11.00
04-24,18:15,4.688,10.10
04-24,18:45,4.688,10.10
04-24,19:15,4.688,8.90
04-24,19:45,4.688,8.90
04-24,20:15,4.688,8.10
04-24,20:45,4.688,8.10
04-24,21:15,4.688,7.40
04-24,21:45,4.688,7.40
04-24,22:15,4.688,7.70
04-24,22:45,4.688,7.70
04-24,23:15,4.688,6.50
04-24,23:45,4.688,6.50
04-25,00:15,4.688,6.30
04-25,00:45,4.864,6.30
04-25,01:15,5.049,6.70
04-25,01:45,5.108,6.70
04-25,02:15,5.234,5.30
04-25,02:45,5.443,5.30
04-25,03:15,5.633,4.20
04-25,03:45,5.807,4.20
04-25,04:15,5.952,3.60
04-25,04:45,6.069,3.60
04-25,05:15,6.157,3.30
04-25,05:45,6.202,3.30
04-25,06:15,6.167,4.10
04-25,06:45,6.049,4.10
04-25,07:15,5.824,6.70
04-25,07:45,5.494,6.70
04-25,08:15,5.171,8.30
04-25,08:45,4.833,8.30
04-25,09:15,4.688,9.10
04-25,09:45,4.688,9.10
04-25,10:15,4.688,9.80
04-25,10:45,4.688,9.80
04-25,11:15,4.688,10.40
04-25,11:45,4.688,10.40
04-25,12:15,4.688,10.40
04-25,12:45,4.688,10.40
04-25,13:15,4.688,10.90
04-25,13:45,4.688,10.90
04-25,14:15,4.688,10.40
04-25,14:45,4.688,10.40
04-25,15:15,4.688,10.40
04-25,15:45,4.688,10.40
04-25,16:15,4.688,10.30
04-25,16:45,4.688,10.30
04-25,17:15,4.688,9.80
04-25,17:45,4.688,9.80
04-25,18:15,4.688,9.10
04-25,18:45,4.688,9.10
04-25,19:15,4.688,8.10
04-25,19:45,4.688,8.10
04-25,20:15,4.688,6.90
04-25,20:45,4.688,6.90
04-25,21:15,4.688,5.70
04-25,21:45,4.688,5.70
04-25,22:15,4.688,5.30
04-25,22:45,4.688,5.30
04-25,23:15,4.688,5.00
04-25,23:45,5.007,5.00
04-26,00:15,5.364,4.40
04-26,00:45,5.549,4.40
04-26,01:15,5.698,3.90
04-26,01:45,5.828,3.90
04-26,02:15,5.916,4.00
04-26,02:45,5.964,4.00
04-26,03:15,6.004,4.10
04-26,03:45,6.037,4.10
04-26,04:15,6.081,3.90
04-26,04:45,6.138,3.90
04-26,05:15,6.189,3.60
04-26,05:45,6.222,3.60
04-26,06:15,6.105,5.70
04-26,06:45,5.838,5.70
04-26,07:15,5.618,6.40
04-26,07:45,5.441,6.40
04-26,08:15,5.252,6.80
04-26,08:45,5.025,6.80
04-26,09:15,4.688,8.10
04-26,09:45,4.688,8.10
04-26,10:15,4.688,9.20
04-26,10:45,4.688,9.20
04-26,11:15,4.688,10.10
04-26,11:45,4.688,10.10
04-26,12:15,4.688,10.80
04-26,12:45,4.688,10.80
04-26,13:15,4.688,10.80
04-26,13:45,4.688,10.80
04-26,14:15,4.688,11.50
04-26,14:45,4.688,11.50
04-26,15:15,4.688,11.20
04-26,15:45,4.688,11.20
04-26,16:15,4.688,10.60
04-26,16:45,4.688,10.60
04-26,17:15,4.688,10.80
04-26,17:45,4.688,10.80
04-26,18:15,4.688,10.10
04-26,18:45,4.688,10.10
04-26,19:15,4.688,8.90
04-26,19:45,4.688,8.90
04-26,20:15,4.688,8.00
04-26,20:45,4.688,8.00
04-26,21:15,4.688,8.00
04-26,21:45,4.688,8.00
04-26,22:15,4.688,8.10
04-26,22:45,4.688,8.10
04-26,23:15,4.688,10.10
04-26,23:45,4.688,10.10
04-27,00:15,4.688,10.70
04-27,00:45,4.688,10.70
04-27,01:15,4.688,11.50
04-27,01:45,4.688,11.50
04-27,02:15,4.688,10.70
04-27,02:45,4.688,10.70
04-27,03:15,4.688,9.10
04-27,03:45,4.688,9.10
04-27,04:15,4.688,9.10
04-27,04:45,4.688,9.10
04-27,05:15,4.771,9.20
04-27,05:45,4.811,9.20
04-27,06:15,4.848,8.40
04-27,06:45,4.873,8.40
04-27,07:15,4.727,11.20
04-27,07:45,4.688,11.20
04-27,08:15,4.688,13.10
04-27,08:45,4.688,13.10
04-27,09:15,4.688,16.10
04-27,09:45,4.688,16.10
04-27,10:15,4.688,18.20
04-27,10:45,4.688,18.20
04-27,11:15,4.688,17.40
04-27,11:45,4.688,17.40
04-27,12:15,4.688,15.10
04-27,12:45,4.688,15.10
04-27,13:15,4.688,15.80
04-27,13:45,4.688,15.80
04-27,14:15,4.688,14.60
04-27,14:45,4.688,14.60
04-27,15:15,4.688,13.00
04-27,15:45,4.688,13.00
04-27,16:15,4.688,12.00
04-27,16:45,4.688,12.00
04-27,17:15,4.688,11.70
04-27,17:45,4.688,11.70
04-27,18:15,4.688,12.80
04-27,18:45,4.688,12.80
04-27,19:15,4.688,12.80
04-27,19:45,4.688,12.80
04-27,20:15,4.688,12.60
04-27,20:45,4.688,12.60
04-27,21:15,4.688,13.00
04-27,21:45,4.688,13.00
04-27,22:15,4.688,13.30
04-27,22:45,4.688,13.30
04-27,23:15,4.688,11.00
04-27,23:45,4.688,11.00
04-28,00:15,4.688,10.60
04-28,00:45,4.688,10.60
04-28,01:15,4.688,10.40
04-28,01:45,4.688,10.40
04-28,02:15,4.688,9.80
04-28,02:45,4.688,9.80
04-28,03:15,4.688,8.20
04-28,03:45,4.688,8.20
04-28,04:15,4.688,7.20
04-28,04:45,4.688,7.20
04-28,05:15,4.688,7.20
04-28,05:45,4.688,7.20
04-28,06:15,4.688,7.90
04-28,06:45,4.688,7.90
04-28,07:15,4.688,10.10
04-28,07:45,4.688,10.10
04-28,08:15,4.688,12.00
04-28,08:45,4.688,12.00
04-28,09:15,4.688,11.80
04-28,09:45,4.688,11.80
04-28,10:15,4.688,12.00
04-28,10:45,4.688,12.00
04-28,11:15,4.688,11.70
04-28,11:45,4.688,11.70
04-28,12:15,4.688,11.70
04-28,12:45,4.688,11.70
04-28,13:15,4.688,12.00
04-28,13:45,4.688,12.00
04-28,14:15,4.688,12.00
04-28,14:45,4.688,12.00
04-28,15:15,4.688,11.50
04-28,15:45,4.688,11.50
04-28,16:15,4.688,11.40
04-28,16:45,4.688,11.40
04-28,17:15,4.688,10.80
04-28,17:45,4.688,10.80
04-28,18:15,4.688,10.20
04-28,18:45,4.688,10.20
04-28,19:15,4.688,8.90
04-28,19:45,4.688,8.90
04-28,20:15,4.688,7.90
04-28,20:45,4.688,7.90
04-28,21:15,4.688,7.70
04-28,21:45,4.688,7.70
04-28,22:15,4.688,7.10
04-28,22:45,4.688,7.10
04-28,23:15,4.688,6.10
04-28,23:45,4.688,6.10
04-29,00:15,4.688,5.90
04-29,00:45,4.688,5.90
04-29,01:15,4.688,5.30
04-29,01:45,4.688,5.30
04-29,02:15,4.784,6.60
04-29,02:45,4.803,6.60
04-29,03:15,4.871,5.60
04-29,03:45,5.039,5.60
04-29,04:15,5.171,5.20
04-29,04:45,5.275,5.20
04-29,05:15,5.315,5.80
04-29,05:45,5.280,5.80
04-29,06:15,5.204,6.70
04-29,06:45,5.086,6.70
04-29,07:15,4.934,7.70
04-29,07:45,4.744,7.70
04-29,08:15,4.688,10.00
04-29,08:45,4.688,10.00
04-29,09:15,4.688,10.00
04-29,09:45,4.688,10.00
04-29,10:15,4.688,11.70
04-29,10:45,4.688,11.70
04-29,11:15,4.688,13.20
04-29,11:45,4.688,13.20
04-29,12:15,4.688,14.20
04-29,12:45,4.688,14.20
04-29,13:15,4.688,12.20
04-29,13:45,4.688,12.20
04-29,14:15,4.688,15.20
04-29,14:45,4.688,15.20
04-29,15:15,4.688,18.40
04-29,15:45,4.688,18.40
04-29,16:15,4.688,17.20
04-29,16:45,4.688,17.20
04-29,17:15,4.688,17.20
04-29,17:45,4.688,17.20
04-29,18:15,4.688,17.50
04-29,18:45,4.688,17.50
04-29,19:15,4.688,15.00
04-29,19:45,4.688,15.00
04-29,20:15,4.688,11.60
04-29,20:45,4.688,11.60
04-29,21:15,4.688,11.80
04-29,21:45,4.688,11.80
04-29,22:15,4.688,10.80
04-29,22:45,4.688,10.80
04-29,23:15,4.688,10.70
04-29,23:45,4.688,10.70
04-30,00:15,4.688,12.80
04-30,00:45,4.688,12.80
04-30,01:15,4.688,12.20
04-30,01:45,4.688,12.20
04-30,02:15,4.688,10.00
04-30,02:45,4.688,10.00
04-30,03:15,4.688,9.30
04-30,03:45,4.688,9.30
04-30,04:15,4.688,8.60
04-30,04:45,4.688,8.60
04-30,05:15,4.688,9.90
04-30,05:45,4.688,9.90
04-30,06:15,4.688,11.00
04-30,06:45,4.688,11.00
04-30,07:15,4.688,10.40
04-30,07:45,4.688,10.40
04-30,08:15,4.688,10.30
04-30,08:45,4.688,10.30
04-30,09:15,4.688,12.90
04-30,09:45,4.688,12.90
04-30,10:15,4.688,13.50
04-30,10:45,4.688,13.50
04-30,11:15,4.688,13.60
04-30,11:45,4.688,13.60
04-30,12:15,4.688,15.00
04-30,12:45,4.688,15.00
04-30,13:15,4.688,13.50
04-30,13:45,4.688,13.50
04-30,14:15,4.688,11.60
04-30,14:45,4.688,11.60
04-30,15:15,4.688,11.80
04-30,15:45,4.688,11.80
04-30,16:15,4.688,10.70
04-30,16:45,4.688,10.70
04-30,17:15,4.688,15.70
04-30,17:45,4.688,15.70
04-30,18:15,4.688,15.50
04-30,18:45,4.688,15.50
04-30,19:15,4.688,13.30
04-30,19:45,4.688,13.30
04-30,20:15,4.688,11.50
04-30,20:45,4.688,11.50
04-30,21:15,4.688,10.30
04-30,21:45,4.688,10.30
04-30,22:15,4.688,10.30
04-30,22:45,4.688,10.30
04-30,23:15,4.688,9.00
04-30,23:45,4.688,9.00
05-01,00:15,4.688,8.80
05-01,00:45,4.688,8.80
05-01,01:15,4.688,9.10
05-01,01:45,4.688,9.10
05-01,02:15,4.688,8.70
05-01,02:45,4.688,8.70
05-01,03:15,4.688,8.80
05-01,03:45,4.688,8.80
05-01,04:15,4.688,9.10
05-01,04:45,4.688,9.10
05-01,05:15,4.688,7.00
05-01,05:45,4.688,7.00
05-01,06:15,4.688,5.70
05-01,06:45,4.877,5.70
05-01,07:15,5.103,5.20
05-01,07:45,5.212,5.20
05-01,08:15,5.258,5.20
05-01,08:45,5.207,5.20
05-01,09:15,4.688,5.80
05-01,09:45,4.688,5.80
05-01,10:15,4.688,6.10
05-01,10:45,4.688,6.10
05-01,11:15,4.688,6.60
05-01,11:45,4.688,6.60
05-01,12:15,4.688,7.30
05-01,12:45,4.688,7.30
05-01,13:15,4.688,7.80
05-01,13:45,4.688,7.80
05-01,14:15,4.688,8.40
05-01,14:45,4.688,8.40
05-01,15:15,4.688,7.80
05-01,15:45,4.688,7.80
05-01,16:15,4.688,7.30
05-01,16:45,4.688,7.30
05-01,17:15,4.688,7.10
05-01,17:45,4.688,7.10
05-01,18:15,4.688,7.10
05-01,18:45,4.688,7.10
05-01,19:15,4.688,7.30
05-01,19:45,4.688,7.30
05-01,20:15,4.688,4.30
05-01,20:45,4.688,4.30
05-01,21:15,4.688,6.20
05-01,21:45,4.688,6.20
05-01,22:15,4.688,6.50
05-01,22:45,4.688,6.50
05-01,23:15,5.012,6.50
05-01,23:45,5.132,6.50
05-02,00:15,5.338,6.10
05-02,00:45,5.437,6.10
05-02,01:15,5.625,3.90
05-02,01:45,5.912,3.90
05-02,02:15,6.111,3.50
05-02,02:45,6.216,3.50
05-02,03:15,6.307,3.20
05-02,03:45,6.387,3.20
05-02,04:15,6.487,2.50
05-02,04:45,6.607,2.50
05-02,05:15,6.692,2.20
05-02,05:45,6.722,2.20
05-02,06:15,6.651,3.30
05-02,06:45,6.484,3.30
05-02,07:15,6.324,4.10
05-02,07:45,6.180,4.10
05-02,08:15,6.043,4.90
05-02,08:45,5.894,4.90
05-02,09:15,5.179,5.50
05-02,09:45,5.112,5.50
05-02,10:15,5.084,5.70
05-02,10:45,5.060,5.70
05-02,11:15,4.905,7.90
05-02,11:45,4.694,7.90
05-02,12:15,4.688,8.50
05-02,12:45,4.688,8.50
05-02,13:15,4.688,9.00
05-02,13:45,4.688,9.00
05-02,14:15,4.688,8.80
05-02,14:45,4.688,8.80
05-02,15:15,4.688,7.30
05-02,15:45,4.688,7.30
05-02,16:15,4.688,6.70
05-02,16:45,4.688,6.70
05-02,17:15,4.688,6.60
05-02,17:45,4.688,6.60
05-02,18:15,4.688,7.00
05-02,18:45,4.688,7.00
05-02,19:15,4.688,5.90
05-02,19:45,4.688,5.90
05-02,20:15,4.688,5.60
05-02,20:45,4.688,5.60
05-02,21:15,4.836,5.90
05-02,21:45,4.976,5.90
05-02,22:15,5.889,5.90
05-02,22:45,5.871,5.90
05-02,23:15,6.039,5.30
05-02,23:45,6.108,5.30
05-03,00:15,6.297,4.80
05-03,00:45,6.376,4.80
05-03,01:15,6.439,4.60
05-03,01:45,6.488,4.60
05-03,02:15,6.503,5.00
05-03,02:45,6.483,5.00
05-03,03:15,6.480,5.00
05-03,03:45,6.494,5.00
05-03,04:15,6.529,4.60
05-03,04:45,6.586,4.60
05-03,05:15,6.587,5.20
05-03,05:45,6.528,5.20
05-03,06:15,6.515,4.60
05-03,06:45,6.527,4.60
05-03,07:15,6.449,5.30
05-03,07:45,6.305,5.30
05-03,08:15,6.211,5.50
05-03,08:45,6.145,5.50
05-03,09:15,5.473,5.60
05-03,09:45,5.383,5.60
05-03,10:15,5.286,6.40
05-03,10:45,5.215,6.40
05-03,11:15,5.212,6.30
05-03,11:45,5.240,6.30
05-03,12:15,5.220,5.00
05-03,12:45,5.128,5.00
05-03,13:15,4.841,6.90
05-03,13:45,4.688,6.90
05-03,14:15,4.688,7.20
05-03,14:45,4.688,7.20
05-03,15:15,4.688,6.90
05-03,15:45,4.688,6.90
05-03,16:15,4.688,7.30
05-03,16:45,4.688,7.30
05-03,17:15,4.688,6.00
05-03,17:45,4.688,6.00
05-03,18:15,4.688,6.20
05-03,18:45,4.688,6.20
05-03,19:15,4.688,5.40
05-03,19:45,4.688,5.40
05-03,20:15,4.688,4.90
05-03,20:45,4.688,4.90
05-03,21:15,4.688,4.50
05-03,21:45,4.739,4.50
05-03,22:15,5.979,4.00
05-03,22:45,6.136,4.00
05-03,23:15,6.399,3.40
05-03,23:45,6.515,3.40
05-04,00:15,6.707,3.50
05-04,00:45,6.748,3.50
05-04,01:15,6.837,2.60
05-04,01:45,6.973,2.60
05-04,02:15,7.088,2.10
05-04,02:45,7.181,2.10
05-04,03:15,7.286,1.30
05-04,03:45,7.406,1.30
05-04,04:15,7.495,1.10
