DateTime,Ap Sys boilers energy (kBtu/h),Ap Sys boilers space cond'g load (kW),Solar azimuth (deg.),Ap Sys boilers DHW load (kW),Ap Sys boilers space cond'g energy (kBtu/h),Cloud cover (oktas),Ap Sys boilers DHW energy (kBtu/h),Atmospheric pressure (Pa),External relative humidity (%),External moisture content (kg/kg),System grid disp. elec. PV CE (kgCO2/h)
01-06 07:15,8.388,0.9651,124.4,1.2229,3.700,7.00,4.688,101010,61.0,0.00283,0.0
01-06 07:45,8.382,0.9635,124.4,1.2229,3.694,7.00,4.688,101010,61.0,0.00283,0.0
01-06 08:15,8.371,0.9606,136.7,1.2229,3.683,7.00,4.688,101150,61.0,0.00283,-0.0
01-06 08:45,8.313,0.9455,136.7,1.2229,3.625,7.00,4.688,101150,61.0,0.00283,-0.0
01-06 09:15,7.620,0.7646,149.6,1.2229,2.932,6.00,4.688,101300,63.6,0.00309,-0.0
01-06 09:45,7.519,0.7382,149.6,1.2229,2.830,6.00,4.688,101300,63.6,0.00309,-0.0
01-06 10:15,7.448,0.7198,163.2,1.2229,2.760,6.99,4.688,101420,65.4,0.00322,-0.0
01-06 10:45,7.406,0.7088,163.2,1.2229,2.717,6.99,4.688,101420,65.4,0.00322,-0.0
01-06 11:15,7.383,0.7028,177.3,1.2229,2.694,6.99,4.688,101520,67.2,0.00338,-0.0
01-06 11:45,7.349,0.6940,177.3,1.2229,2.661,6.99,4.688,101520,67.2,0.00338,-0.0
01-06 12:15,7.345,0.6931,191.4,1.2229,2.657,7.00,4.688,101640,70.0,0.00349,-0.0
01-06 12:45,7.393,0.7055,191.4,1.2229,2.705,7.00,4.688,101640,70.0,0.00349,-0.0
01-06 13:15,7.475,0.7269,205.2,1.2229,2.787,7.00,4.688,101710,76.8,0.00370,-0.0
01-06 13:45,7.581,0.7544,205.2,1.2229,2.892,7.00,4.688,101710,76.8,0.00370,-0.0
01-06 14:15,7.682,0.7808,218.4,1.2229,2.993,7.99,4.688,101820,84.2,0.00394,-0.0
01-06 14:45,7.774,0.8049,218.4,1.2229,3.086,7.99,4.688,101820,84.2,0.00394,-0.0
01-06 15:15,7.881,0.8327,230.9,1.2229,3.192,8.00,4.688,101950,88.6,0.00396,-0.0
01-06 15:45,8.002,0.8643,230.9,1.2229,3.314,8.00,4.688,101950,88.6,0.00396,-0.0
01-06 16:15,8.052,0.8774,242.9,1.2229,3.364,8.00,4.688,102050,84.1,0.00393,0.0
01-06 16:45,8.029,0.8713,242.9,1.2229,3.340,8.00,4.688,102050,84.1,0.00393,0.0
01-06 17:15,7.996,0.8626,254.6,1.2229,3.307,7.99,4.688,102120,81.5,0.00397,0.0
01-06 17:45,7.957,0.8525,254.6,1.2229,3.268,7.99,4.688,102120,81.5,0.00397,0.0
01-06 18:15,7.417,0.7116,266.4,1.2229,2.728,7.00,4.688,102210,84.1,0.00392,0.0
01-06 18:45,7.477,0.7274,266.4,1.2229,2.789,7.00,4.688,102210,84.1,0.00392,0.0
01-06 19:15,7.503,0.7340,279.0,1.2229,2.814,5.00,4.688,102350,84.2,0.00394,0.0
01-06 19:45,7.496,0.7323,279.0,1.2229,2.807,5.00,4.688,102350,84.2,0.00394,0.0
01-06 20:15,7.497,0.7327,293.2,1.2229,2.809,7.99,4.688,102470,88.9,0.00416,0.0
01-06 20:45,7.520,0.7385,293.2,1.2229,2.831,7.99,4.688,102470,88.9,0.00416,0.0
01-06 21:15,7.576,0.7532,310.1,1.2229,2.888,8.00,4.688,102560,95.1,0.00426,0.0
01-06 21:45,7.663,0.7758,310.1,1.2229,2.974,8.00,4.688,102560,95.1,0.00426,0.0
01-06 22:15,8.586,1.0166,330.8,1.2229,3.898,8.00,4.688,102650,96.6,0.00418,0.0
01-06 22:45,8.583,1.0159,330.8,1.2229,3.895,8.00,4.688,102650,96.6,0.00418,0.0
01-06 23:15,8.603,1.0211,355.1,1.2229,3.915,8.00,4.688,102690,87.8,0.00437,0.0
01-06 23:45,8.348,0.9546,355.1,1.2229,3.660,8.00,4.688,102690,87.8,0.00437,0.0
01-07 00:15,8.321,0.9475,20.0,1.2229,3.633,4.00,4.688,102760,81.7,0.00403,0.0
01-07 00:45,8.306,0.9436,20.0,1.2229,3.618,4.00,4.688,102760,81.7,0.00403,0.0
01-07 01:15,8.309,0.9443,42.2,1.2229,3.620,1.99,4.688,102830,74.0,0.00360,0.0
01-07 01:45,8.323,0.9480,42.2,1.2229,3.634,1.99,4.688,102830,74.0,0.00360,0.0
01-07 02:15,8.351,0.9553,60.5,1.2229,3.662,0.00,4.688,102880,79.6,0.00376,0.0
01-07 02:45,8.391,0.9657,60.5,1.2229,3.702,0.00,4.688,102880,79.6,0.00376,0.0
01-07 03:15,8.426,0.9750,75.6,1.2229,3.738,2.00,4.688,102940,77.8,0.00360,0.0
01-07 03:45,8.458,0.9831,75.6,1.2229,3.769,2.00,4.688,102940,77.8,0.00360,0.0
01-07 04:15,8.511,0.9971,88.7,1.2229,3.823,2.00,4.688,102990,81.9,0.00360,0.0
01-07 04:45,8.588,1.0171,88.7,1.2229,3.900,2.00,4.688,102990,81.9,0.00360,0.0
01-07 05:15,8.641,1.0311,100.8,1.2229,3.953,0.00,4.688,103010,83.4,0.00361,0.0
01-07 05:45,8.671,1.0387,100.8,1.2229,3.982,0.00,4.688,103010,83.4,0.00361,0.0
01-07 06:15,8.693,1.0446,112.4,1.2229,4.005,6.00,4.688,103100,83.3,0.00358,0.0
01-07 06:45,8.706,1.0480,112.4,1.2229,4.018,6.00,4.688,103100,83.3,0.00358,0.0
01-07 07:15,8.701,1.0467,124.2,1.2229,4.013,5.99,4.688,103130,81.8,0.00357,0.0
01-07 07:45,8.681,1.0415,124.2,1.2229,3.993,5.99,4.688,103130,81.8,0.00357,0.0
01-07 08:15,8.705,1.0477,136.5,1.2229,4.017,6.00,4.688,103190,84.6,0.00348,-0.0
01-07 08:45,8.729,1.0539,136.5,1.2229,4.040,6.00,4.688,103190,84.6,0.00348,-0.0
01-07 09:15,8.098,0.8895,149.5,1.2229,3.410,5.99,4.688,103220,79.8,0.00335,-0.0
01-07 09:45,8.044,0.8752,149.5,1.2229,3.355,5.99,4.688,103220,79.8,0.00335,-0.0
01-07 10:15,7.956,0.8522,163.1,1.2229,3.267,7.00,4.688,103250,76.1,0.00348,-0.0
01-07 10:45,7.825,0.8182,163.1,1.2229,3.137,7.00,4.688,103250,76.1,0.00348,-0.0
01-07 11:15,7.729,0.7931,177.2,1.2229,3.041,5.99,4.688,103220,76.0,0.00345,-0.0
01-07 11:45,7.555,0.7477,177.2,1.2229,2.867,5.99,4.688,103220,76.0,0.00345,-0.0
01-07 12:15,7.248,0.6677,191.3,1.2229,2.560,3.00,4.688,103200,71.8,0.00336,-0.0
01-07 12:45,6.901,0.5772,191.3,1.2229,2.213,3.00,4.688,103200,71.8,0.00336,-0.0
01-07 13:15,6.586,0.4950,205.2,1.2229,1.898,4.00,4.688,103210,73.9,0.00358,-0.0
01-07 13:45,6.391,0.4440,205.2,1.2229,1.702,4.00,4.688,103210,73.9,0.00358,-0.0
01-07 14:15,6.433,0.4550,218.4,1.2229,1.744,2.99,4.688,103230,77.6,0.00353,-0.0
01-07 14:45,6.690,0.5220,218.4,1.2229,2.001,2.99,4.688,103230,77.6,0.00353,-0.0
01-07 15:15,7.085,0.6251,230.9,1.2229,2.397,1.99,4.688,103230,79.7,0.00332,-0.0
01-07 15:45,7.629,0.7672,230.9,1.2229,2.941,1.99,4.688,103230,79.7,0.00332,-0.0
01-07 16:15,7.997,0.8631,242.9,1.2229,3.309,0.99,4.688,103230,80.9,0.00325,0.0
01-07 16:45,8.209,0.9183,242.9,1.2229,3.521,0.99,4.688,103230,80.9,0.00325,0.0
01-07 17:15,8.330,0.9499,254.5,1.2229,3.642,1.00,4.688,103260,77.3,0.00313,0.0
01-07 17:45,8.394,0.9666,254.5,1.2229,3.706,1.00,4.688,103260,77.3,0.00313,0.0
01-07 18:15,7.893,0.8359,266.4,1.2229,3.205,1.00,4.688,103290,77.1,0.00310,0.0
01-07 18:45,7.931,0.8458,266.4,1.2229,3.242,1.00,4.688,103290,77.1,0.00310,0.0
01-07 19:15,7.973,0.8568,279.0,1.2229,3.285,1.00,4.688,103260,78.2,0.00308,0.0
01-07 19:45,8.027,0.8710,279.0,1.2229,3.339,1.00,4.688,103260,78.2,0.00308,0.0
01-07 20:15,8.092,0.8878,293.2,1.2229,3.404,0.00,4.688,103270,77.5,0.00296,0.0
01-07 20:45,8.183,0.9115,293.2,1.2229,3.494,0.00,4.688,103270,77.5,0.00296,0.0
01-07 21:15,8.267,0.9335,310.0,1.2229,3.579,0.00,4.688,103240,80.6,0.00304,0.0
01-07 21:45,8.337,0.9516,310.0,1.2229,3.648,0.00,4.688,103240,80.6,0.00304,0.0
01-07 22:15,9.281,1.1980,330.7,1.2229,4.593,0.00,4.688,103220,83.2,0.00292,0.0
01-07 22:45,9.342,1.2138,330.7,1.2229,4.654,0.00,4.688,103220,83.2,0.00292,0.0
01-07 23:15,9.486,1.2515,354.9,1.2229,4.798,0.00,4.688,103180,78.3,0.00286,0.0
01-07 23:45,9.419,1.2340,354.9,1.2229,4.731,0.00,4.688,103180,78.3,0.00286,0.0
01-08 00:15,9.499,1.2549,19.8,1.2229,4.811,0.00,4.688,103160,78.3,0.00286,0.0
01-08 00:45,9.502,1.2557,19.8,1.2229,4.814,0.00,4.688,103160,78.3,0.00286,0.0
01-08 01:15,9.520,1.2601,42.0,1.2229,4.831,0.00,4.688,103100,76.3,0.00274,0.0
01-08 01:45,9.551,1.2684,42.0,1.2229,4.863,0.00,4.688,103100,76.3,0.00274,0.0
01-08 02:15,9.591,1.2788,60.3,1.2229,4.903,0.00,4.688,103050,79.6,0.00279,0.0
01-08 02:45,9.640,1.2914,60.3,1.2229,4.951,0.00,4.688,103050,79.6,0.00279,0.0
01-08 03:15,9.690,1.3047,75.4,1.2229,5.002,0.00,4.688,102990,75.6,0.00259,0.0
01-08 03:45,9.742,1.3182,75.4,1.2229,5.054,0.00,4.688,102990,75.6,0.00259,0.0
01-08 04:15,9.777,1.3274,88.5,1.2229,5.089,0.00,4.688,102950,75.6,0.00259,0.0
01-08 04:45,9.796,1.3322,88.5,1.2229,5.108,0.00,4.688,102950,75.6,0.00259,0.0
01-08 05:15,9.824,1.3396,100.6,1.2229,5.136,0.00,4.688,102910,75.4,0.00254,0.0
01-08 05:45,9.862,1.3495,100.6,1.2229,5.174,0.00,4.688,102910,75.4,0.00254,0.0
01-08 06:15,9.890,1.3567,112.3,1.2229,5.201,0.00,4.688,102870,75.4,0.00254,0.0
01-08 06:45,9.908,1.3613,112.3,1.2229,5.219,0.00,4.688,102870,75.4,0.00254,0.0
01-08 07:15,9.974,1.3786,124.1,1.2229,5.286,0.99,4.688,102830,82.0,0.00257,0.0
01-08 07:45,10.088,1.4084,124.1,1.2229,5.400,0.99,4.688,102830,82.0,0.00257,0.0
01-08 08:15,10.139,1.4218,136.4,1.2229,5.451,1.00,4.688,102790,80.2,0.00253,-0.0
01-08 08:45,10.081,1.4067,136.4,1.2229,5.393,1.00,4.688,102790,80.2,0.00253,-0.0
01-08 09:15,9.324,1.2091,149.3,1.2229,4.636,1.00,4.688,102750,74.8,0.00274,-0.0
01-08 09:45,9.093,1.1488,149.3,1.2229,4.404,1.00,4.688,102750,74.8,0.00274,-0.0
01-08 10:15,8.920,1.1038,163.0,1.2229,4.232,0.99,4.688,102680,77.9,0.00304,-0.0
01-08 10:45,8.763,1.0627,163.0,1.2229,4.074,0.99,4.688,102680,77.9,0.00304,-0.0
01-08 11:15,8.518,0.9989,177.1,1.2229,3.830,1.00,4.688,102600,73.5,0.00315,-0.0
01-08 11:45,8.261,0.9318,177.1,1.2229,3.573,1.00,4.688,102600,73.5,0.00315,-0.0
01-08 12:15,8.057,0.8786,191.2,1.2229,3.368,0.99,4.688,102520,75.7,0.00337,-0.0
01-08 12:45,7.887,0.8343,191.2,1.2229,3.199,0.99,4.688,102520,75.7,0.00337,-0.0
01-08 13:15,7.736,0.7950,205.1,1.2229,3.048,0.99,4.688,102430,74.1,0.00330,-0.0
01-08 13:45,7.600,0.7596,205.1,1.2229,2.912,0.99,4.688,102430,74.1,0.00330,-0.0
01-08 14:15,7.651,0.7729,218.3,1.2229,2.963,0.99,4.688,102370,81.2,0.00334,-0.0
01-08 14:45,7.970,0.8560,218.3,1.2229,3.282,0.99,4.688,102370,81.2,0.00334,-0.0
01-08 15:15,8.382,0.9634,230.9,1.2229,3.694,1.99,4.688,102320,90.7,0.00323,-0.0
01-08 15:45,8.841,1.0832,230.9,1.2229,4.153,1.99,4.688,102320,90.7,0.00323,-0.0
01-08 16:15,9.144,1.1621,242.9,1.2229,4.455,3.00,4.688,102250,90.6,0.00315,0.0
01-08 16:45,9.298,1.2023,242.9,1.2229,4.610,3.00,4.688,102250,90.6,0.00315,0.0
01-08 17:15,9.417,1.2334,254.5,1.2229,4.729,2.00,4.688,102200,90.4,0.00307,0.0
01-08 17:45,9.519,1.2599,254.5,1.2229,4.830,2.00,4.688,102200,90.4,0.00307,0.0
01-08 18:15,9.071,1.1432,266.4,1.2229,4.383,1.00,4.688,102140,90.1,0.00289,0.0
01-08 18:45,9.177,1.1709,266.4,1.2229,4.489,1.00,4.688,102140,90.1,0.00289,0.0
01-08 19:15,9.265,1.1938,279.0,1.2229,4.577,0.00,4.688,102090,93.9,0.00291,0.0
01-08 19:45,9.339,1.2130,279.0,1.2229,4.650,0.00,4.688,102090,93.9,0.00291,0.0
01-08 20:15,9.378,1.2233,293.1,1.2229,4.690,0.00,4.688,102030,92.0,0.00293,0.0
01-08 20:45,9.399,1.2286,293.1,1.2229,4.710,0.00,4.688,102030,92.0,0.00293,0.0
01-08 21:15,9.419,1.2339,310.0,1.2229,4.731,0.00,4.688,101970,92.2,0.00301,0.0
01-08 21:45,9.432,1.2373,310.0,1.2229,4.744,0.00,4.688,101970,92.2,0.00301,0.0
01-08 22:15,10.312,1.4668,330.6,1.2229,5.623,1.00,4.688,101890,92.0,0.00293,0.0
01-08 22:45,10.300,1.4636,330.6,1.2229,5.611,1.00,4.688,101890,92.0,0.00293,0.0
01-08 23:15,10.423,1.4959,354.8,1.2229,5.735,1.00,4.688,101830,90.1,0.00290,0.0
01-08 23:45,10.388,1.4867,354.8,1.2229,5.700,1.00,4.688,101830,90.1,0.00290,0.0
01-09 00:15,10.509,1.5182,19.5,1.2229,5.820,1.00,4.688,101740,91.9,0.00283,0.0
01-09 00:45,10.564,1.5325,19.5,1.2229,5.875,1.00,4.688,101740,91.9,0.00283,0.0
01-09 01:15,10.556,1.5306,41.8,1.2229,5.868,0.99,4.688,101670,86.4,0.00285,0.0
01-09 01:45,10.482,1.5111,41.8,1.2229,5.793,0.99,4.688,101670,86.4,0.00285,0.0
01-09 02:15,10.522,1.5215,60.1,1.2229,5.833,1.00,4.688,101580,91.6,0.00269,0.0
01-09 02:45,10.675,1.5616,60.1,1.2229,5.987,1.00,4.688,101580,91.6,0.00269,0.0
01-09 03:15,10.805,1.5955,75.2,1.2229,6.117,2.00,4.688,101490,91.2,0.00248,0.0
01-09 03:45,10.913,1.6237,75.2,1.2229,6.225,2.00,4.688,101490,91.2,0.00248,0.0
01-09 04:15,10.976,1.6401,88.4,1.2229,6.288,3.00,4.688,101410,93.4,0.00255,0.0
01-09 04:45,11.035,1.6554,88.4,1.2229,6.347,3.00,4.688,101410,93.4,0.00255,0.0
01-09 05:15,11.115,1.6763,100.4,1.2229,6.427,4.00,4.688,101340,93.2,0.00246,0.0
01-09 05:45,11.212,1.7015,100.4,1.2229,6.523,4.00,4.688,101340,93.2,0.00246,0.0
01-09 06:15,11.243,1.7098,112.1,1.2229,6.555,5.00,4.688,101290,93.4,0.00255,0.0
01-09 06:45,11.217,1.7030,112.1,1.2229,6.529,5.00,4.688,101290,93.4,0.00255,0.0
01-09 07:15,11.181,1.6936,124.0,1.2229,6.493,6.99,4.688,101270,91.4,0.00261,0.0
01-09 07:45,11.134,1.6812,124.0,1.2229,6.445,6.99,4.688,101270,91.4,0.00261,0.0
01-09 08:15,10.999,1.6461,136.2,1.2229,6.311,7.00,4.688,101210,91.5,0.00261,-0.0
01-09 08:45,10.951,1.6334,136.2,1.2229,6.262,7.00,4.688,101210,91.5,0.00261,-0.0
01-09 09:15,10.284,1.4596,149.2,1.2229,5.596,7.00,4.688,101160,91.6,0.00270,-0.0
01-09 09:45,10.231,1.4458,149.2,1.2229,5.543,7.00,4.688,101160,91.6,0.00270,-0.0
01-09 10:15,10.145,1.4232,162.8,1.2229,5.456,6.99,4.688,101120,88.4,0.00293,-0.0
01-09 10:45,9.999,1.3851,162.8,1.2229,5.310,6.99,4.688,101120,88.4,0.00293,-0.0
01-09 11:15,9.890,1.3568,177.0,1.2229,5.202,7.00,4.688,101060,92.3,0.00315,-0.0
01-09 11:45,9.809,1.3356,177.0,1.2229,5.120,7.00,4.688,101060,92.3,0.00315,-0.0
01-09 12:15,9.756,1.3217,191.2,1.2229,5.067,7.00,4.688,101000,92.3,0.00309,-0.0
01-09 12:45,9.766,1.3245,191.2,1.2229,5.078,7.00,4.688,101000,92.3,0.00309,-0.0
01-09 13:15,9.722,1.3130,205.0,1.2229,5.034,7.00,4.688,100950,90.9,0.00334,-0.0
01-09 13:45,9.615,1.2849,205.0,1.2229,4.926,7.00,4.688,100950,90.9,0.00334,-0.0
01-09 14:15,9.600,1.2811,218.3,1.2229,4.911,6.99,4.688,100920,90.9,0.00334,-0.0
01-09 14:45,9.697,1.3065,218.3,1.2229,5.009,6.99,4.688,100920,90.9,0.00334,-0.0
01-09 15:15,9.823,1.3392,230.9,1.2229,5.134,7.00,4.688,100910,92.5,0.00329,-0.0
01-09 15:45,9.953,1.3732,230.9,1.2229,5.265,7.00,4.688,100910,92.5,0.00329,-0.0
01-09 16:15,10.086,1.4080,242.8,1.2229,5.398,7.00,4.688,100930,96.1,0.00320,0.0
01-09 16:45,10.220,1.4427,242.8,1.2229,5.531,7.00,4.688,100930,96.1,0.00320,0.0
01-09 17:15,10.284,1.4595,254.5,1.2229,5.596,8.00,4.688,100940,94.3,0.00321,0.0
01-09 17:45,10.286,1.4600,254.5,1.2229,5.597,8.00,4.688,100940,94.3,0.00321,0.0
01-09 18:15,9.683,1.3027,266.4,1.2229,4.994,8.00,4.688,100950,94.5,0.00350,0.0
01-09 18:45,9.574,1.2744,266.4,1.2229,4.886,8.00,4.688,100950,94.5,0.00350,0.0
01-09 19:15,9.452,1.2426,279.0,1.2229,4.764,8.00,4.688,100960,86.0,0.00346,0.0
01-09 19:45,9.325,1.2093,279.0,1.2229,4.636,8.00,4.688,100960,86.0,0.00346,0.0
01-09 20:15,9.264,1.1934,293.1,1.2229,4.576,7.99,4.688,100970,86.8,0.00347,0.0
01-09 20:45,9.285,1.1990,293.1,1.2229,4.597,7.99,4.688,100970,86.8,0.00347,0.0
01-09 21:15,9.356,1.2175,309.9,1.2229,4.668,8.00,4.688,101000,87.4,0.00326,0.0
01-09 21:45,9.467,1.2464,309.9,1.2229,4.779,8.00,4.688,101000,87.4,0.00326,0.0
01-09 22:15,10.369,1.4816,330.5,1.2229,5.680,8.00,4.688,101040,87.4,0.00326,0.0
01-09 22:45,10.301,1.4641,330.5,1.2229,5.613,8.00,4.688,101040,87.4,0.00326,0.0
01-09 23:15,10.363,1.4803,354.6,1.2229,5.675,8.00,4.688,101080,87.9,0.00341,0.0
01-09 23:45,10.261,1.4536,354.6,1.2229,5.573,8.00,4.688,101080,87.9,0.00341,0.0
01-10 00:15,10.293,1.4620,19.3,1.2229,5.605,7.99,4.688,101120,86.6,0.00343,0.0
01-10 00:45,10.236,1.4470,19.3,1.2229,5.548,7.99,4.688,101120,86.6,0.00343,0.0
01-10 01:15,10.198,1.4372,41.5,1.2229,5.510,8.00,4.688,101190,89.4,0.00354,0.0
01-10 01:45,10.178,1.4319,41.5,1.2229,5.490,8.00,4.688,101190,89.4,0.00354,0.0
01-10 02:15,10.107,1.4135,59.9,1.2229,5.419,7.99,4.688,101220,94.9,0.00404,0.0
01-10 02:45,9.993,1.3835,59.9,1.2229,5.304,7.99,4.688,101220,94.9,0.00404,0.0
01-10 03:15,9.916,1.3637,75.0,1.2229,5.228,8.00,4.688,101280,86.7,0.00377,0.0
01-10 03:45,9.877,1.3535,75.0,1.2229,5.189,8.00,4.688,101280,86.7,0.00377,0.0
01-10 04:15,9.875,1.3529,88.2,1.2229,5.187,7.99,4.688,101370,84.8,0.00358,0.0
01-10 04:45,9.908,1.3613,88.2,1.2229,5.219,7.99,4.688,101370,84.8,0.00358,0.0
01-10 05:15,9.925,1.3658,100.3,1.2229,5.236,7.99,4.688,101470,81.4,0.00340,0.0
01-10 05:45,9.926,1.3660,100.3,1.2229,5.237,7.99,4.688,101470,81.4,0.00340,0.0
01-10 06:15,9.975,1.3789,112.0,1.2229,5.286,7.99,4.688,101620,94.6,0.00368,0.0
01-10 06:45,10.074,1.4047,112.0,1.2229,5.385,7.99,4.688,101620,94.6,0.00368,0.0
01-10 07:15,10.118,1.4163,123.8,1.2229,5.430,8.00,4.688,101750,89.9,0.00351,0.0
01-10 07:45,10.107,1.4134,123.8,1.2229,5.419,8.00,4.688,101750,89.9,0.00351,0.0
01-10 08:15,10.076,1.4052,136.1,1.2229,5.387,8.00,4.688,101850,75.0,0.00299,-0.0
01-10 08:45,9.982,1.3807,136.1,1.2229,5.293,8.00,4.688,101850,75.0,0.00299,-0.0
01-10 09:15,9.318,1.2076,149.1,1.2229,4.630,8.00,4.688,101910,81.4,0.00320,-0.0
01-10 09:45,9.314,1.2066,149.1,1.2229,4.626,8.00,4.688,101910,81.4,0.00320,-0.0
01-10 10:15,9.340,1.2132,162.7,1.2229,4.651,7.00,4.688,102000,85.8,0.00325,-0.0
01-10 10:45,9.356,1.2174,162.7,1.2229,4.667,7.00,4.688,102000,85.8,0.00325,-0.0
01-10 11:15,9.351,1.2161,176.9,1.2229,4.662,7.00,4.688,102060,82.3,0.00311,-0.0
01-10 11:45,9.375,1.2225,176.9,1.2229,4.687,7.00,4.688,102060,82.3,0.00311,-0.0
01-10 12:15,9.429,1.2365,191.1,1.2229,4.741,7.00,4.688,102100,87.4,0.00325,-0.0
01-10 12:45,9.484,1.2509,191.1,1.2229,4.796,7.00,4.688,102100,87.4,0.00325,-0.0
01-10 13:15,9.535,1.2643,205.0,1.2229,4.847,7.00,4.688,102150,83.5,0.00301,-0.0
01-10 13:45,9.566,1.2724,205.0,1.2229,4.878,7.00,4.688,102150,83.5,0.00301,-0.0
01-10 14:15,9.617,1.2855,218.3,1.2229,4.928,6.99,4.688,102220,88.6,0.00303,-0.0
01-10 14:45,9.726,1.3139,218.3,1.2229,5.037,6.99,4.688,102220,88.6,0.00303,-0.0
01-10 15:15,9.825,1.3398,230.9,1.2229,5.136,8.00,4.688,102330,79.5,0.00276,-0.0
01-10 15:45,9.904,1.3603,230.9,1.2229,5.215,8.00,4.688,102330,79.5,0.00276,-0.0
01-10 16:15,9.980,1.3802,242.8,1.2229,5.292,7.00,4.688,102360,81.1,0.00277,0.0
01-10 16:45,10.052,1.3991,242.8,1.2229,5.364,7.00,4.688,102360,81.1,0.00277,0.0
01-10 17:15,10.099,1.4114,254.6,1.2229,5.411,7.00,4.688,102440,83.0,0.00286,0.0
01-10 17:45,10.125,1.4181,254.6,1.2229,5.437,7.00,4.688,102440,83.0,0.00286,0.0
01-10 18:15,9.596,1.2800,266.4,1.2229,4.907,6.99,4.688,102530,84.8,0.00289,0.0
01-10 18:45,9.610,1.2838,266.4,1.2229,4.922,6.99,4.688,102530,84.8,0.00289,0.0
01-10 19:15,9.644,1.2925,279.0,1.2229,4.955,7.99,4.688,102630,94.1,0.00308,0.0
01-10 19:45,9.701,1.3075,279.0,1.2229,5.013,7.99,4.688,102630,94.1,0.00308,0.0
01-10 20:15,9.744,1.3188,293.1,1.2229,5.056,7.00,4.688,102700,94.1,0.00305,0.0
01-10 20:45,9.788,1.3301,293.1,1.2229,5.099,7.00,4.688,102700,94.1,0.00305,0.0
01-10 21:15,9.856,1.3479,309.9,1.2229,5.168,8.00,4.688,102750,93.9,0.00292,0.0
01-10 21:45,9.942,1.3705,309.9,1.2229,5.254,8.00,4.688,102750,93.9,0.00292,0.0
01-10 22:15,10.846,1.6062,330.4,1.2229,6.158,8.00,4.688,102800,93.9,0.00289,0.0
01-10 22:45,10.809,1.5965,330.4,1.2229,6.121,8.00,4.688,102800,93.9,0.00289,0.0
01-10 23:15,10.908,1.6223,354.4,1.2229,6.220,8.00,4.688,102860,80.2,0.00253,0.0
01-10 23:45,10.843,1.6054,354.4,1.2229,6.155,8.00,4.688,102860,80.2,0.00253,0.0
01-11 00:15,10.921,1.6257,19.1,1.2229,6.233,7.00,4.688,102900,78.1,0.00244,0.0
01-11 00:45,10.927,1.6272,19.1,1.2229,6.238,7.00,4.688,102900,78.1,0.00244,0.0
01-11 01:15,11.005,1.6476,41.3,1.2229,6.317,6.99,4.688,102970,83.5,0.00250,0.0
01-11 01:45,11.103,1.6731,41.3,1.2229,6.414,6.99,4.688,102970,83.5,0.00250,0.0
01-11 02:15,11.160,1.6880,59.6,1.2229,6.471,7.00,4.688,103010,83.5,0.00250,0.0
01-11 02:45,11.176,1.6923,59.6,1.2229,6.488,7.00,4.688,103010,83.5,0.00250,0.0
01-11 03:15,11.188,1.6953,74.8,1.2229,6.500,6.99,4.688,103030,67.5,0.00202,0.0
01-11 03:45,11.198,1.6979,74.8,1.2229,6.510,6.99,4.688,103030,67.5,0.00202,0.0
01-11 04:15,11.236,1.7078,88.0,1.2229,6.547,7.00,4.688,103050,68.8,0.00199,0.0
01-11 04:45,11.298,1.7240,88.0,1.2229,6.609,7.00,4.688,103050,68.8,0.00199,0.0
01-11 05:15,11.329,1.7322,100.1,1.2229,6.641,6.99,4.688,103080,68.8,0.00199,0.0
01-11 05:45,11.339,1.7348,100.1,1.2229,6.651,6.99,4.688,103080,68.8,0.00199,0.0
01-11 06:15,11.404,1.7518,111.8,1.2229,6.716,7.99,4.688,103130,78.2,0.00213,0.0
01-11 06:45,11.520,1.7818,111.8,1.2229,6.831,7.99,4.688,103130,78.2,0.00213,0.0
01-11 07:15,11.660,1.8184,123.6,1.2229,6.971,6.99,4.688,103230,86.1,0.00215,0.0
01-11 07:45,11.828,1.8622,123.6,1.2229,7.139,6.99,4.688,103230,86.1,0.00215,0.0
01-11 08:15,11.507,1.7786,136.0,1.2229,6.819,7.00,4.688,103240,72.4,0.00204,-0.0
01-11 08:45,11.316,1.7286,136.0,1.2229,6.627,7.00,4.688,103240,72.4,0.00204,-0.0
01-11 09:15,10.574,1.5352,148.9,1.2229,5.886,7.00,4.688,103300,75.0,0.00218,-0.0
01-11 09:45,10.515,1.5197,148.9,1.2229,5.826,7.00,4.688,103300,75.0,0.00218,-0.0
01-11 10:15,10.503,1.5165,162.6,1.2229,5.814,5.00,4.688,103350,80.9,0.00229,-0.0
01-11 10:45,10.477,1.5100,162.6,1.2229,5.789,5.00,4.688,103350,80.9,0.00229,-0.0
01-11 11:15,10.402,1.4903,176.8,1.2229,5.714,7.00,4.688,103350,70.6,0.00202,-0.0
01-11 11:45,10.451,1.5031,176.8,1.2229,5.763,7.00,4.688,103350,70.6,0.00202,-0.0
01-11 12:15,10.631,1.5500,191.0,1.2229,5.943,6.00,4.688,103350,84.7,0.00230,-0.0
01-11 12:45,10.809,1.5966,191.0,1.2229,6.121,6.00,4.688,103350,84.7,0.00230,-0.0
01-11 13:15,10.768,1.5857,204.9,1.2229,6.079,5.00,4.688,103350,74.2,0.00205,-0.0
01-11 13:45,10.382,1.4851,204.9,1.2229,5.694,5.00,4.688,103350,74.2,0.00205,-0.0
