		Dry-bulb temperature (°C)	Total system energy (kBtu/h)	System natural gas (kBtu/h)	System electricity (kBtu/h)	Total lights energy (kBtu/h)	Lights electricity (kBtu/h)	Total equip energy (kBtu/h)	Equip electricity (kBtu/h)	Total CE ex equip (kgCO2/h)	Total system CE (kgCO2/h)	System nat. gas CE (kgCO2/h)
												
Date	Time	NewcastleEWY.fwt	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
Sun, 01/Jan	24:00											
	10:00	13.20										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	13.20										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	13.40										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	12.40										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	12.30										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	11.50										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	10.90										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	9.80										
	17:15		4.934	4.799	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		5.121	4.985	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	9.40										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	8.90										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	8.50										
	20:15		4.887	4.751	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.987	4.852	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	8.00										
	21:15		5.064	4.929	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		5.117	4.981	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	7.80										
	22:15		6.021	5.886	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		6.023	5.887	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	7.30										
	23:15		6.165	6.030	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		6.151	6.016	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Sun, 26/Nov	24:00	7.30										
	00:15		6.314	6.179	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		6.428	6.293	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	6.30										
	01:15		6.531	6.395	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:45		6.622	6.487	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:00	5.60										
	02:15		6.638	6.503	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:45		6.577	6.442	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:00	6.30										
	03:15		6.548	6.412	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:45		6.554	6.419	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:00	6.30										
	04:15		6.649	6.514	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:45		6.838	6.703	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	4.70										
	05:15		6.971	6.836	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		7.042	6.906	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:00	4.30										
	06:15		7.123	6.988	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:45		7.218	7.083	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:00	3.60										
	07:15		7.287	7.151	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:45		7.329	7.194	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	08:00	3.40										
	08:15		7.313	7.178	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	08:45		7.186	7.051	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	09:00	4.00										
	09:15		6.403	6.268	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	09:45		6.191	6.056	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:00	5.50										
	10:15		6.004	5.868	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:45		5.825	5.690	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	11:00	6.30										
	11:15		5.667	5.531	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		5.578	5.443	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	6.90										
	12:15		5.514	5.379	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		5.380	5.245	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	7.10										
	13:15		5.301	5.165	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		5.421	5.286	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	7.00										
	14:15		5.544	5.409	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		5.575	5.439	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	7.70										
	15:15		5.673	5.538	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		5.870	5.734	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	16:00	7.20										
	16:15		6.014	5.879	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	16:45		6.113	5.977	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	17:00	6.80										
	17:15		6.221	6.086	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	17:45		6.350	6.215	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	18:00	5.90										
	18:15		5.921	5.786	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	18:45		6.035	5.899	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	19:00	4.90										
	19:15		6.099	5.964	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	19:45		6.119	5.984	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	20:00	4.80										
	20:15		6.125	5.990	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	20:45		6.131	5.996	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:00	5.00										
	21:15		6.154	6.019	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:45		6.189	6.054	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	22:00	4.90										
	22:15		7.038	6.903	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		6.938	6.802	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	5.30										
	23:15		7.021	6.886	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		6.998	6.862	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Mon, 27/Nov	24:00	5.30										
	00:15		7.073	6.938	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		7.016	6.881	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	5.80										
	01:15		6.957	6.821	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:45		6.898	6.763	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:00	6.30										
	02:15		6.850	6.715	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:45		6.815	6.679	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:00	6.60										
	03:15		6.757	6.622	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:45		6.675	6.540	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:00	7.30										
	04:15		6.606	6.471	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:45		6.552	6.416	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	7.70										
	05:15		6.493	6.357	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		6.429	6.294	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:00	8.20										
	06:15		6.338	6.203	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:45		6.219	6.083	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:00	9.20										
	07:15		6.134	5.999	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:45		6.087	5.952	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	08:00	9.50										
	08:15		6.026	5.890	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	08:45		5.896	5.760	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	09:00	9.80										
	09:15		5.178	5.043	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		5.109	4.973	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	10.00										
	10:15		5.032	4.897	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.931	4.796	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	10.40										
	11:15		4.860	4.724	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.849	4.713	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	10.40										
	12:15		4.870	4.734	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.918	4.783	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	10.50										
	13:15		4.955	4.820	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.954	4.819	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	11.00										
	14:15		4.989	4.854	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		5.067	4.932	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	10.70										
	15:15		5.131	4.996	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		5.181	5.046	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	10.70										
	16:15		5.219	5.084	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		5.242	5.107	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	10.70										
	17:15		5.252	5.116	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		5.252	5.117	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	10.80										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	10.60										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	11.20										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	10.80										
	21:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	10.80										
	22:15		5.251	5.115	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	22:45		5.371	5.236	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	23:00	10.80										
	23:15		5.495	5.360	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
	23:45		5.476	5.341	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
Tue, 28/Nov	24:00	10.80										
	00:15		5.588	5.452	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	00:45		5.605	5.470	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:00	10.60										
	01:15		5.613	5.478	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:45		5.610	5.475	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:00	10.60										
	02:15		5.623	5.488	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:45		5.653	5.518	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:00	10.30										
	03:15		5.668	5.533	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:45		5.667	5.532	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:00	10.30										
	04:15		5.638	5.503	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:45		5.580	5.444	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:00	10.80										
	05:15		5.566	5.431	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:45		5.602	5.467	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:00	10.40										
	06:15		5.620	5.485	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:45		5.618	5.483	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:00	10.40										
	07:15		5.622	5.486	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:45		5.631	5.496	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	08:00	10.30										
	08:15		5.650	5.515	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	08:45		5.633	5.497	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	09:00	9.80										
	09:15		4.999	4.864	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.984	4.849	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	9.80										
	10:15		4.963	4.827	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.914	4.779	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	10.20										
	11:15		4.876	4.741	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.855	4.720	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	10.50										
	12:15		4.856	4.721	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.881	4.746	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	10.50										
	13:15		4.927	4.791	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.991	4.856	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	10.30										
	14:15		5.041	4.906	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		5.073	4.937	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	10.50										
	15:15		5.164	5.029	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		5.313	5.177	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	9.40										
	16:15		5.406	5.270	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		5.442	5.306	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	9.30										
	17:15		5.424	5.288	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		5.353	5.217	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	10.10										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	9.60										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	9.50										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.825	4.690	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	9.60										
	21:15		4.825	4.690	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	9.90										
	22:15		5.624	5.489	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	22:45		5.564	5.429	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	23:00	9.90										
	23:15		5.656	5.521	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
	23:45		5.615	5.480	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
Wed, 29/Nov	24:00	10.00										
	00:15		5.699	5.564	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	00:45		5.679	5.544	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:00	10.10										
	01:15		5.693	5.558	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:45		5.741	5.606	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	02:00	9.60										
	02:15		5.766	5.631	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	02:45		5.767	5.631	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	03:00	9.60										
	03:15		5.782	5.647	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	03:45		5.814	5.679	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	04:00	9.30										
	04:15		5.831	5.695	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:45		5.832	5.697	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	9.30										
	05:15		5.864	5.729	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		5.929	5.794	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:00	8.70										
	06:15		5.965	5.829	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:45		5.972	5.837	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:00	8.70										
	07:15		5.967	5.832	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:45		5.949	5.814	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	08:00	8.90										
	08:15		5.932	5.797	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	08:45		5.870	5.735	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	09:00	8.80										
	09:15		5.138	5.003	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.940	4.805	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	10.10										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	10.90										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	10.50										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	10.20										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	10.20										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	9.90										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	10.00										
	16:15		5.012	4.876	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		5.205	5.070	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	9.20										
	17:15		5.325	5.190	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		5.400	5.265	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	8.90										
	18:15		4.952	4.817	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		5.086	4.950	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	7.70										
	19:15		5.227	5.091	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		5.380	5.244	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	6.40										
	20:15		5.574	5.438	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		5.823	5.687	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:00	4.50										
	21:15		5.912	5.776	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:45		5.827	5.692	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	22:00	5.70										
	22:15		6.599	6.464	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		6.472	6.336	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	6.30										
	23:15		6.507	6.372	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		6.415	6.280	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Thu, 30/Nov	24:00	6.90										
	00:15		6.448	6.313	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		6.377	6.241	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	7.50										
	01:15		6.289	6.154	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:45		6.188	6.052	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:00	8.40										
	02:15		6.128	5.993	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:45		6.110	5.975	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:00	8.50										
	03:15		6.159	6.023	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:45		6.275	6.139	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:00	7.40										
	04:15		6.285	6.149	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:45		6.183	6.048	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	8.40										
	05:15		6.122	5.987	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		6.105	5.969	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:00	8.50										
	06:15		6.083	5.948	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:45		6.059	5.924	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:00	8.70										
	07:15		6.046	5.910	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:45		6.043	5.908	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	08:00	8.70										
	08:15		6.032	5.896	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	08:45		5.962	5.827	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	09:00	8.60										
	09:15		5.278	5.142	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		5.192	5.057	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	8.90										
	10:15		5.078	4.943	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.889	4.753	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	8.50										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	9.30										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	10.00										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	9.20										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	9.00										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	7.90										
	16:15		5.201	5.066	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		5.459	5.324	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	7.70										
	17:15		5.592	5.457	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		5.681	5.546	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	7.50										
	18:15		5.188	5.053	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		5.223	5.088	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	7.30										
	19:15		5.247	5.112	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		5.266	5.131	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	7.20										
	20:15		5.294	5.159	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		5.349	5.214	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	7.00										
	21:15		5.477	5.342	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		5.672	5.536	0.135	0.105	0.105	4.829	4.829	0.4	0.3	0.3
	22:00	5.50										
	22:15		6.596	6.461	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		6.486	6.351	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	6.10										
	23:15		6.512	6.376	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		6.383	6.248	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Fri, 01/Dec	24:00	7.10										
	00:15		6.450	6.314	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		6.477	6.341	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	6.80										
	01:15		6.456	6.321	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
