		Dry-bulb temperature (°C)	Total system energy (kBtu/h)	System natural gas (kBtu/h)	System electricity (kBtu/h)	Total lights energy (kBtu/h)	Lights electricity (kBtu/h)	Total equip energy (kBtu/h)	Equip electricity (kBtu/h)	Total CE ex equip (kgCO2/h)	Total system CE (kgCO2/h)	System nat. gas CE (kgCO2/h)
												
Date	Time	NewcastleEWY.fwt	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
Sun, 01/Jan	24:00											
	15:45		8.137	8.002	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	16:00	2.40										
	16:15		8.188	8.052	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	16:45		8.164	8.029	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	17:00	3.00										
	17:15		8.131	7.996	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	17:45		8.092	7.957	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	18:00	3.60										
	18:15		7.552	7.417	0.135	0.105	0.105	5.678	5.678	0.5	0.5	0.5
	18:45		7.613	7.477	0.135	0.105	0.105	5.678	5.678	0.5	0.5	0.5
	19:00	3.00										
	19:15		7.638	7.503	0.135	0.105	0.105	5.678	5.678	0.5	0.5	0.5
	19:45		7.631	7.496	0.135	0.105	0.105	5.678	5.678	0.5	0.5	0.5
	20:00	3.10										
	20:15		7.633	7.497	0.135	0.105	0.105	4.829	4.829	0.5	0.5	0.5
	20:45		7.655	7.520	0.135	0.105	0.105	4.829	4.829	0.5	0.5	0.5
	21:00	3.10										
	21:15		7.711	7.576	0.135	0.105	0.105	4.829	4.829	0.5	0.5	0.5
	21:45		7.798	7.663	0.135	0.105	0.105	4.829	4.829	0.5	0.5	0.5
	22:00	2.50										
	22:15		8.721	8.586	0.135	0.105	0.105	5.409	5.409	0.5	0.5	0.5
	22:45		8.719	8.583	0.135	0.105	0.105	5.409	5.409	0.5	0.5	0.5
	23:00	2.00										
	23:15		8.738	8.603	0.135	0.000	0.000	2.999	2.999	0.5	0.5	0.5
	23:45		8.483	8.348	0.135	0.000	0.000	2.999	2.999	0.5	0.5	0.5
Sat, 07/Jan	24:00	4.00										
	00:15		8.456	8.321	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	00:45		8.441	8.306	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	01:00	3.90										
	01:15		8.444	8.309	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	01:45		8.458	8.323	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	02:00	3.70										
	02:15		8.486	8.351	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	02:45		8.526	8.391	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	03:00	3.30										
	03:15		8.562	8.426	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	03:45		8.593	8.458	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	04:00	3.00										
	04:15		8.646	8.511	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	04:45		8.723	8.588	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	05:00	2.30										
	05:15		8.777	8.641	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	05:45		8.806	8.671	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	06:00	2.10										
	06:15		8.828	8.693	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	06:45		8.842	8.706	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	07:00	2.00										
	07:15		8.837	8.701	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	07:45		8.817	8.681	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	08:00	2.20										
	08:15		8.841	8.705	0.135	0.000	0.000	4.932	4.932	0.5	0.5	0.5
	08:45		8.864	8.729	0.135	0.000	0.000	4.932	4.932	0.5	0.5	0.5
	09:00	1.40										
	09:15		8.234	8.098	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	09:45		8.179	8.044	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	10:00	1.70										
	10:15		8.091	7.956	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	10:45		7.960	7.825	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	11:00	2.90										
	11:15		7.864	7.729	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	11:45		7.690	7.555	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	12:00	2.80										
	12:15		7.384	7.248	0.135	0.000	0.000	4.132	4.132	0.4	0.5	0.4
	12:45		7.037	6.901	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	13:00	3.20										
	13:15		6.721	6.586	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	13:45		6.526	6.391	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	14:00	3.70										
	14:15		6.568	6.433	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	14:45		6.825	6.690	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	15:00	2.80										
	15:15		7.220	7.085	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	15:45		7.765	7.629	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	16:00	1.60										
	16:15		8.133	7.997	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	16:45		8.344	8.209	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	17:00	1.10										
	17:15		8.466	8.330	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	17:45		8.529	8.394	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	18:00	1.20										
	18:15		8.028	7.893	0.135	0.105	0.105	5.678	5.678	0.5	0.5	0.5
	18:45		8.066	7.931	0.135	0.105	0.105	5.678	5.678	0.5	0.5	0.5
	19:00	1.10										
	19:15		8.109	7.973	0.135	0.105	0.105	5.678	5.678	0.5	0.5	0.5
	19:45		8.163	8.027	0.135	0.105	0.105	5.678	5.678	0.5	0.5	0.5
	20:00	0.80										
	20:15		8.227	8.092	0.135	0.105	0.105	4.829	4.829	0.5	0.5	0.5
	20:45		8.318	8.183	0.135	0.105	0.105	4.829	4.829	0.5	0.5	0.5
	21:00	0.40										
	21:15		8.402	8.267	0.135	0.105	0.105	4.829	4.829	0.5	0.5	0.5
	21:45		8.472	8.337	0.135	0.105	0.105	4.829	4.829	0.5	0.5	0.5
	22:00	0.20										
	22:15		9.416	9.281	0.135	0.105	0.105	5.409	5.409	0.6	0.6	0.6
	22:45		9.477	9.342	0.135	0.105	0.105	5.409	5.409	0.6	0.6	0.6
	23:00	-0.70										
	23:15		9.622	9.486	0.135	0.000	0.000	2.999	2.999	0.6	0.6	0.6
	23:45		9.555	9.419	0.135	0.000	0.000	2.999	2.999	0.6	0.6	0.6
Sun, 08/Jan	24:00	-0.20										
	00:15		9.635	9.499	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	00:45		9.638	9.502	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	01:00	-0.20										
	01:15		9.655	9.520	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	01:45		9.686	9.551	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	02:00	-0.40										
	02:15		9.727	9.591	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	02:45		9.775	9.640	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	03:00	-0.70										
	03:15		9.826	9.690	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	03:45		9.877	9.742	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	04:00	-1.00										
	04:15		9.913	9.777	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	04:45		9.931	9.796	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	05:00	-1.00										
	05:15		9.959	9.824	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	05:45		9.998	9.862	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	06:00	-1.20										
	06:15		10.025	9.890	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	06:45		10.043	9.908	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	07:00	-1.20										
	07:15		10.109	9.974	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	07:45		10.223	10.088	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	08:00	-2.10										
	08:15		10.275	10.139	0.135	0.000	0.000	4.932	4.932	0.6	0.6	0.6
	08:45		10.217	10.081	0.135	0.000	0.000	4.932	4.932	0.6	0.6	0.6
	09:00	-2.00										
	09:15		9.459	9.324	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	09:45		9.228	9.093	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	10:00	-0.20										
	10:15		9.055	8.920	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.5
	10:45		8.898	8.763	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	11:00	0.60										
	11:15		8.653	8.518	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	11:45		8.396	8.261	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	12:00	1.90										
	12:15		8.192	8.057	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	12:45		8.022	7.887	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	13:00	2.40										
	13:15		7.872	7.736	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	13:45		7.736	7.600	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	14:00	2.40										
	14:15		7.787	7.651	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	14:45		8.105	7.970	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	15:00	1.30										
	15:15		8.517	8.382	0.135	0.000	0.000	4.132	4.132	0.5	0.5	0.5
	15:45		8.976	8.841	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.5
	16:00	-0.60										
	16:15		9.279	9.144	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	16:45		9.433	9.298	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	17:00	-0.90										
	17:15		9.552	9.417	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	17:45		9.654	9.519	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	18:00	-1.20										
	18:15		9.206	9.071	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	18:45		9.313	9.177	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	19:00	-1.90										
	19:15		9.400	9.265	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	19:45		9.474	9.339	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	20:00	-2.30										
	20:15		9.514	9.378	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	20:45		9.534	9.399	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	21:00	-2.00										
	21:15		9.554	9.419	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	21:45		9.567	9.432	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	22:00	-1.70										
	22:15		10.447	10.312	0.135	0.105	0.105	5.409	5.409	0.6	0.6	0.6
	22:45		10.435	10.300	0.135	0.105	0.105	5.409	5.409	0.6	0.6	0.6
	23:00	-2.00										
	23:15		10.559	10.423	0.135	0.000	0.000	2.999	2.999	0.6	0.6	0.6
	23:45		10.523	10.388	0.135	0.000	0.000	2.999	2.999	0.6	0.6	0.6
Mon, 09/Jan	24:00	-1.90										
	00:15		10.644	10.509	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.6
	00:45		10.699	10.564	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	01:00	-2.40										
	01:15		10.692	10.556	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	01:45		10.617	10.482	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.6
	02:00	-1.60										
	02:15		10.657	10.522	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.6
	02:45		10.811	10.675	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	03:00	-3.00										
	03:15		10.941	10.805	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	03:45		11.049	10.913	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	04:00	-3.90										
	04:15		11.111	10.976	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	04:45		11.170	11.035	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	05:00	-3.90										
	05:15		11.251	11.115	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	05:45		11.347	11.212	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	06:00	-4.30										
	06:15		11.379	11.243	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	06:45		11.353	11.217	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	07:00	-3.90										
	07:15		11.317	11.181	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	07:45		11.269	11.134	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	08:00	-3.40										
	08:15		11.135	10.999	0.135	0.000	0.000	4.932	4.932	0.7	0.7	0.7
	08:45		11.086	10.951	0.135	0.000	0.000	4.932	4.932	0.7	0.7	0.7
	09:00	-3.40										
	09:15		10.420	10.284	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	09:45		10.367	10.231	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	10:00	-3.00										
	10:15		10.280	10.145	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	10:45		10.134	9.999	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	11:00	-1.60										
	11:15		10.026	9.890	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	11:45		9.944	9.809	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	12:00	-1.30										
	12:15		9.891	9.756	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	12:45		9.902	9.766	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	13:00	-1.50										
	13:15		9.858	9.722	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	13:45		9.750	9.615	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	14:00	-0.40										
	14:15		9.735	9.600	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	14:45		9.833	9.697	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	15:00	-0.40										
	15:15		9.958	9.823	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	15:45		10.088	9.953	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	16:00	-0.80										
	16:15		10.222	10.086	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	16:45		10.355	10.220	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	17:00	-1.60										
	17:15		10.419	10.284	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	17:45		10.421	10.286	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	18:00	-1.30										
	18:15		9.818	9.683	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	18:45		9.709	9.574	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	19:00	-0.30										
	19:15		9.588	9.452	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	19:45		9.460	9.325	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	20:00	0.80										
	20:15		9.399	9.264	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	20:45		9.421	9.285	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	21:00	0.70										
	21:15		9.491	9.356	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	21:45		9.602	9.467	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	22:00	-0.20										
	22:15		10.504	10.369	0.135	0.105	0.105	5.409	5.409	0.7	0.6	0.6
	22:45		10.437	10.301	0.135	0.105	0.105	5.409	5.409	0.6	0.6	0.6
	23:00	-0.20										
	23:15		10.499	10.363	0.135	0.000	0.000	2.999	2.999	0.6	0.6	0.6
	23:45		10.396	10.261	0.135	0.000	0.000	2.999	2.999	0.6	0.6	0.6
Tue, 10/Jan	24:00	0.30										
	00:15		10.429	10.293	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	00:45		10.371	10.236	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	01:00	0.60										
	01:15		10.334	10.198	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	01:45		10.313	10.178	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	02:00	0.60										
	02:15		10.243	10.107	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	02:45		10.128	9.993	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	03:00	1.60										
	03:15		10.052	9.916	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	03:45		10.013	9.877	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	04:00	1.90										
	04:15		10.010	9.875	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	04:45		10.043	9.908	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	05:00	1.50										
	05:15		10.060	9.925	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	05:45		10.061	9.926	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	06:00	1.40										
	06:15		10.110	9.975	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	06:45		10.209	10.074	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	07:00	0.40										
	07:15		10.254	10.118	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	07:45		10.243	10.107	0.135	0.000	0.000	2.912	2.912	0.6	0.6	0.6
	08:00	0.50										
	08:15		10.211	10.076	0.135	0.000	0.000	4.932	4.932	0.6	0.6	0.6
	08:45		10.117	9.982	0.135	0.000	0.000	4.932	4.932	0.6	0.6	0.6
	09:00	0.80										
	09:15		9.454	9.318	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	09:45		9.450	9.314	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	10:00	0.60										
	10:15		9.475	9.340	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	10:45		9.491	9.356	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	11:00	0.10										
	11:15		9.486	9.351	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	11:45		9.510	9.375	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	12:00	0.10										
	12:15		9.564	9.429	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	12:45		9.619	9.484	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	13:00	-0.10										
	13:15		9.671	9.535	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	13:45		9.702	9.566	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	14:00	-0.50										
	14:15		9.752	9.617	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	14:45		9.861	9.726	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	15:00	-1.10										
	15:15		9.960	9.825	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	15:45		10.039	9.904	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	16:00	-0.90										
	16:15		10.115	9.980	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	16:45		10.187	10.052	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	17:00	-1.10										
	17:15		10.235	10.099	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	17:45		10.261	10.125	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	18:00	-1.00										
	18:15		9.731	9.596	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	18:45		9.746	9.610	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	19:00	-1.10										
	19:15		9.779	9.644	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	19:45		9.836	9.701	0.135	0.105	0.105	5.678	5.678	0.6	0.6	0.6
	20:00	-1.60										
	20:15		9.880	9.744	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	20:45		9.923	9.788	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	21:00	-1.70										
	21:15		9.991	9.856	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	21:45		10.078	9.942	0.135	0.105	0.105	4.829	4.829	0.6	0.6	0.6
	22:00	-2.20										
	22:15		10.982	10.846	0.135	0.105	0.105	5.409	5.409	0.7	0.7	0.7
	22:45		10.945	10.809	0.135	0.105	0.105	5.409	5.409	0.7	0.7	0.7
	23:00	-2.30										
	23:15		11.043	10.908	0.135	0.000	0.000	2.999	2.999	0.7	0.7	0.7
	23:45		10.979	10.843	0.135	0.000	0.000	2.999	2.999	0.7	0.7	0.7
Wed, 11/Jan	24:00	-2.00										
	00:15		11.056	10.921	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	00:45		11.062	10.927	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	01:00	-2.10										
	01:15		11.140	11.005	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	01:45		11.238	11.103	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	02:00	-2.60										
	02:15		11.295	11.160	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	02:45		11.312	11.176	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	03:00	-2.60										
	03:15		11.323	11.188	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	03:45		11.333	11.198	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	04:00	-2.60										
	04:15		11.371	11.236	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	04:45		11.433	11.298	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	05:00	-3.00										
	05:15		11.465	11.329	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	05:45		11.475	11.339	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	06:00	-3.00										
	06:15		11.540	11.404	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	06:45		11.655	11.520	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	07:00	-3.70										
	07:15		11.795	11.660	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	07:45		11.963	11.828	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	08:00	-4.70										
	08:15		11.642	11.507	0.135	0.000	0.000	4.932	4.932	0.7	0.7	0.7
	08:45		11.451	11.316	0.135	0.000	0.000	4.932	4.932	0.7	0.7	0.7
	09:00	-3.30										
	09:15		10.710	10.574	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	09:45		10.650	10.515	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.6
	10:00	-2.90										
	10:15		10.638	10.503	0.135	0.000	0.000	4.132	4.132	0.6	0.7	0.6
	10:45		10.613	10.477	0.135	0.000	0.000	4.132	4.132	0.6	0.7	0.6
	11:00	-3.20										
	11:15		10.537	10.402	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	11:45		10.586	10.451	0.135	0.000	0.000	4.132	4.132	0.6	0.7	0.6
	12:00	-3.10										
	12:15		10.766	10.631	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	12:45		10.945	10.809	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	13:00	-3.70										
	13:15		10.903	10.768	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	13:45		10.517	10.382	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	14:00	-3.50										
	14:15		10.375	10.240	0.135	0.000	0.000	4.132	4.132	0.6	0.6	0.6
	14:45		10.693	10.558	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	15:00	-4.90										
	15:15		11.008	10.873	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	15:45		11.209	11.074	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	16:00	-3.80										
	16:15		11.386	11.251	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	16:45		11.581	11.445	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	17:00	-4.30										
	17:15		11.711	11.576	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	17:45		11.797	11.662	0.135	0.000	0.000	4.132	4.132	0.7	0.7	0.7
	18:00	-4.40										
	18:15		11.178	11.043	0.135	0.105	0.105	5.678	5.678	0.7	0.7	0.7
	18:45		11.131	10.996	0.135	0.105	0.105	5.678	5.678	0.7	0.7	0.7
	19:00	-3.90										
	19:15		11.091	10.955	0.135	0.105	0.105	5.678	5.678	0.7	0.7	0.7
	19:45		11.065	10.929	0.135	0.105	0.105	5.678	5.678	0.7	0.7	0.7
	20:00	-3.60										
	20:15		11.005	10.869	0.135	0.105	0.105	4.829	4.829	0.7	0.7	0.7
	20:45		10.924	10.788	0.135	0.105	0.105	4.829	4.829	0.7	0.7	0.7
	21:00	-2.80										
	21:15		10.936	10.801	0.135	0.105	0.105	4.829	4.829	0.7	0.7	0.7
	21:45		11.040	10.905	0.135	0.105	0.105	4.829	4.829	0.7	0.7	0.7
	22:00	-3.30										
	22:15		11.730	11.594	0.135	0.105	0.105	5.409	5.409	0.7	0.7	0.7
	22:45		11.717	11.582	0.135	0.105	0.105	5.409	5.409	0.7	0.7	0.7
	23:00	-3.70										
	23:15		12.086	11.951	0.135	0.000	0.000	2.999	2.999	0.7	0.7	0.7
	23:45		12.031	11.895	0.135	0.000	0.000	2.999	2.999	0.7	0.7	0.7
Thu, 12/Jan	24:00	-3.10										
	00:15		12.103	11.967	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	00:45		12.124	11.989	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	01:00	-3.30										
	01:15		12.162	12.027	0.135	0.000	0.000	2.912	2.912	0.7	0.7	0.7
	01:45		12.218	12.083	0.135	0.000	0.000	2.912	2.912	0.8	0.8	0.7
	02:00	-3.70										
	02:15		12.285	12.149	0.135	0.000	0.000	2.912	2.912	0.8	0.8	0.7
	02:45		12.362	12.226	0.135	0.000	0.000	2.912	2.912	0.8	0.8	0.8
	03:00	-4.20										
	03:15		12.339	12.203	0.135	0.000	0.000	2.912	2.912	0.8	0.8	0.8
	03:45		12.214	12.079	0.135	0.000	0.000	2.912	2.912	0.8	0.8	0.7
	04:00	-3.30										
	04:15		12.231	12.095	0.135	0.000	0.000	2.912	2.912	0.8	0.8	0.7
	04:45		12.386	12.251	0.135	0.000	0.000	2.912	2.912	0.8	0.8	0.8
	05:00	-4.40										
	05:15		12.481	12.345	0.135	0.000	0.000	2.912	2.912	0.8	0.8	0.8
	05:45		12.519	12.384	0.135	0.000	0.000	2.912	2.912	0.8	0.8	0.8
	06:00	-4.60										
