DateTime,System elec. CE (kgCO2/h),Total lights CE (kgCO2/h),Lights elec. CE (kgCO2/h),Total equip CE (kgCO2/h),Equip elec. CE (kgCO2/h),Room heating plant sens. load (kW),Wet-bulb temperature (°C),External dew-point temp. (°C),Room hum. plant load (kW),Daily running mean temp. (°C),System air heating load (kW)
06-18 04:45,0.0,0.0,0.0,0.1,0.1,0.0949,6.90,5.99,0.0000,9.18,0.0000
06-18 05:15,0.0,0.0,0.0,0.1,0.1,0.1074,6.00,5.47,0.0000,9.18,0.0000
06-18 05:45,0.0,0.0,0.0,0.1,0.1,0.1347,6.00,5.47,0.0000,9.18,0.0000
06-18 06:15,0.0,0.0,0.0,0.1,0.1,0.1214,7.60,6.73,0.0000,9.18,0.0000
06-18 06:45,0.0,0.0,0.0,0.1,0.1,0.0668,7.60,6.73,0.0000,9.18,0.0000
06-18 07:15,0.0,0.0,0.0,0.1,0.1,0.0104,8.40,6.98,0.0000,9.18,0.0000
06-18 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.40,6.98,0.0000,9.18,0.0000
06-18 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.50,6.39,0.0000,9.18,0.0000
06-18 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.50,6.39,0.0000,9.18,0.0000
06-18 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.40,6.79,0.0000,9.18,0.0000
06-18 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.40,6.79,0.0000,9.18,0.0000
06-18 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.00,7.36,0.0000,9.18,0.0000
06-18 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.00,7.36,0.0000,9.18,0.0000
06-18 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.60,7.11,0.0000,9.18,0.0000
06-18 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.60,7.11,0.0000,9.18,0.0000
06-18 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.40,7.52,0.0000,9.18,0.0000
06-18 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.40,7.52,0.0000,9.18,0.0000
06-18 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.00,6.77,0.0000,9.18,0.0000
06-18 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.00,6.77,0.0000,9.18,0.0000
06-18 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.30,7.12,0.0000,9.18,0.0000
06-18 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.30,7.12,0.0000,9.18,0.0000
06-18 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,7.10,0.0000,9.18,0.0000
06-18 15:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,7.10,0.0000,9.18,0.0000
06-18 16:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,7.10,0.0000,9.18,0.0000
06-18 16:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,7.10,0.0000,9.18,0.0000
06-18 17:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,7.30,0.0000,9.18,0.0000
06-18 17:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,7.30,0.0000,9.18,0.0000
06-18 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.00,7.36,0.0000,9.18,0.0000
06-18 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.00,7.36,0.0000,9.18,0.0000
06-18 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.80,7.34,0.0000,9.18,0.0000
06-18 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.80,7.34,0.0000,9.18,0.0000
06-18 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.60,7.21,0.0000,9.18,0.0000
06-18 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.60,7.21,0.0000,9.18,0.0000
06-18 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.70,7.61,0.0000,9.18,0.0000
06-18 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.70,7.61,0.0000,9.18,0.0000
06-18 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.20,7.36,0.0000,9.18,0.0000
06-18 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.20,7.36,0.0000,9.18,0.0000
06-18 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.90,8.28,0.0000,9.18,0.0000
06-18 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.90,8.28,0.0000,9.18,0.0000
06-19 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.60,7.79,0.0000,9.28,0.0000
06-19 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.60,7.79,0.0000,9.28,0.0000
06-19 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.80,8.27,0.0000,9.28,0.0000
06-19 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.80,8.27,0.0000,9.28,0.0000
06-19 02:15,0.0,0.0,0.0,0.1,0.1,0.0000,6.60,6.19,0.0000,9.28,0.0000
06-19 02:45,0.0,0.0,0.0,0.1,0.1,0.0000,6.60,6.19,0.0000,9.28,0.0000
06-19 03:15,0.0,0.0,0.0,0.1,0.1,0.0314,5.90,5.69,0.0000,9.28,0.0000
06-19 03:45,0.0,0.0,0.0,0.1,0.1,0.1046,5.90,5.69,0.0000,9.28,0.0000
06-19 04:15,0.0,0.0,0.0,0.1,0.1,0.1161,7.60,7.32,0.0000,9.28,0.0000
06-19 04:45,0.0,0.0,0.0,0.1,0.1,0.0837,7.60,7.32,0.0000,9.28,0.0000
06-19 05:15,0.0,0.0,0.0,0.1,0.1,0.0570,8.20,7.83,0.0000,9.28,0.0000
06-19 05:45,0.0,0.0,0.0,0.1,0.1,0.0388,8.20,7.83,0.0000,9.28,0.0000
06-19 06:15,0.0,0.0,0.0,0.1,0.1,0.0105,8.60,7.31,0.0000,9.28,0.0000
06-19 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.60,7.31,0.0000,9.28,0.0000
06-19 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.11,0.0000,9.28,0.0000
06-19 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.11,0.0000,9.28,0.0000
06-19 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.90,7.26,0.0000,9.28,0.0000
06-19 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.90,7.26,0.0000,9.28,0.0000
06-19 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.80,6.66,0.0000,9.28,0.0000
06-19 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.80,6.66,0.0000,9.28,0.0000
06-19 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.80,8.16,0.0000,9.28,0.0000
06-19 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.80,8.16,0.0000,9.28,0.0000
06-19 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.30,7.13,0.0000,9.28,0.0000
06-19 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.30,7.13,0.0000,9.28,0.0000
06-19 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,8.03,0.0000,9.28,0.0000
06-19 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,8.03,0.0000,9.28,0.0000
06-19 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,8.77,0.0000,9.28,0.0000
06-19 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,8.77,0.0000,9.28,0.0000
06-19 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,8.09,0.0000,9.28,0.0000
06-19 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,8.09,0.0000,9.28,0.0000
06-19 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,7.62,0.0000,9.28,0.0000
06-19 15:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,7.62,0.0000,9.28,0.0000
06-19 16:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.70,8.44,0.0000,9.28,0.0000
06-19 16:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.70,8.44,0.0000,9.28,0.0000
06-19 17:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,8.33,0.0000,9.28,0.0000
06-19 17:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,8.33,0.0000,9.28,0.0000
06-19 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.80,8.33,0.0000,9.28,0.0000
06-19 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.80,8.33,0.0000,9.28,0.0000
06-19 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,8.08,0.0000,9.28,0.0000
06-19 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,8.08,0.0000,9.28,0.0000
06-19 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.50,8.72,0.0000,9.28,0.0000
06-19 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.50,8.72,0.0000,9.28,0.0000
06-19 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,9.00,0.0000,9.28,0.0000
06-19 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,9.00,0.0000,9.28,0.0000
06-19 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,8.88,0.0000,9.28,0.0000
06-19 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,8.88,0.0000,9.28,0.0000
06-19 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,8.41,0.0000,9.28,0.0000
06-19 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,8.41,0.0000,9.28,0.0000
06-20 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.58,0.0000,9.52,0.0000
06-20 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.58,0.0000,9.52,0.0000
06-20 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.80,8.27,0.0000,9.52,0.0000
06-20 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.80,8.27,0.0000,9.52,0.0000
06-20 02:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.68,0.0000,9.52,0.0000
06-20 02:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.68,0.0000,9.52,0.0000
06-20 03:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.60,7.97,0.0000,9.52,0.0000
06-20 03:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.60,7.97,0.0000,9.52,0.0000
06-20 04:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.58,0.0000,9.52,0.0000
06-20 04:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.58,0.0000,9.52,0.0000
06-20 05:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.20,7.07,0.0000,9.52,0.0000
06-20 05:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.20,7.07,0.0000,9.52,0.0000
06-20 06:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.60,7.50,0.0000,9.52,0.0000
06-20 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.60,7.50,0.0000,9.52,0.0000
06-20 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.40,6.69,0.0000,9.52,0.0000
06-20 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.40,6.69,0.0000,9.52,0.0000
06-20 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,6.19,0.0000,9.52,0.0000
06-20 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,6.19,0.0000,9.52,0.0000
06-20 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.90,7.24,0.0000,9.52,0.0000
06-20 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.90,7.24,0.0000,9.52,0.0000
06-20 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.00,7.16,0.0000,9.52,0.0000
06-20 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.00,7.16,0.0000,9.52,0.0000
06-20 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,8.04,0.0000,9.52,0.0000
06-20 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,8.04,0.0000,9.52,0.0000
06-20 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,8.03,0.0000,9.52,0.0000
06-20 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,8.03,0.0000,9.52,0.0000
06-20 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.50,7.53,0.0000,9.52,0.0000
06-20 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.50,7.53,0.0000,9.52,0.0000
06-20 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.40,7.03,0.0000,9.52,0.0000
06-20 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.40,7.03,0.0000,9.52,0.0000
06-20 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.60,7.45,0.0000,9.52,0.0000
06-20 15:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.60,7.45,0.0000,9.52,0.0000
06-20 16:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,6.70,0.0000,9.52,0.0000
06-20 16:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,6.70,0.0000,9.52,0.0000
06-20 17:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,6.90,0.0000,9.52,0.0000
06-20 17:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,6.90,0.0000,9.52,0.0000
06-20 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.20,7.29,0.0000,9.52,0.0000
06-20 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.20,7.29,0.0000,9.52,0.0000
06-20 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.20,7.38,0.0000,9.52,0.0000
06-20 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.20,7.38,0.0000,9.52,0.0000
06-20 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.20,7.66,0.0000,9.52,0.0000
06-20 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.20,7.66,0.0000,9.52,0.0000
06-20 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,8.15,0.0000,9.52,0.0000
06-20 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,8.15,0.0000,9.52,0.0000
06-20 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,8.53,0.0000,9.52,0.0000
06-20 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,8.53,0.0000,9.52,0.0000
06-20 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.60,9.09,0.0000,9.52,0.0000
06-20 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.60,9.09,0.0000,9.52,0.0000
06-21 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.60,9.09,0.0000,9.75,0.0000
06-21 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.60,9.09,0.0000,9.75,0.0000
06-21 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.30,8.69,0.0000,9.75,0.0000
06-21 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.30,8.69,0.0000,9.75,0.0000
06-21 02:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.30,7.93,0.0000,9.75,0.0000
06-21 02:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.30,7.93,0.0000,9.75,0.0000
06-21 03:15,0.0,0.0,0.0,0.1,0.1,0.0000,6.60,6.19,0.0000,9.75,0.0000
06-21 03:45,0.0,0.0,0.0,0.1,0.1,0.0000,6.60,6.19,0.0000,9.75,0.0000
06-21 04:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.00,8.73,0.0000,9.75,0.0000
06-21 04:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.00,8.73,0.0000,9.75,0.0000
06-21 05:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.60,9.00,0.0000,9.75,0.0000
06-21 05:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.60,9.00,0.0000,9.75,0.0000
06-21 06:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,9.14,0.0000,9.75,0.0000
06-21 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,9.14,0.0000,9.75,0.0000
06-21 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,9.15,0.0000,9.75,0.0000
06-21 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,9.15,0.0000,9.75,0.0000
06-21 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,8.93,0.0000,9.75,0.0000
06-21 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,8.93,0.0000,9.75,0.0000
06-21 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,8.98,0.0000,9.75,0.0000
06-21 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,8.98,0.0000,9.75,0.0000
06-21 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,8.98,0.0000,9.75,0.0000
06-21 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,8.98,0.0000,9.75,0.0000
06-21 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.50,9.00,0.0000,9.75,0.0000
06-21 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.50,9.00,0.0000,9.75,0.0000
06-21 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,10.03,0.0000,9.75,0.0000
06-21 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,10.03,0.0000,9.75,0.0000
06-21 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.80,9.83,0.0000,9.75,0.0000
06-21 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.80,9.83,0.0000,9.75,0.0000
06-21 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,10.04,0.0000,9.75,0.0000
06-21 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,10.04,0.0000,9.75,0.0000
06-21 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.40,10.54,0.0000,9.75,0.0000
06-21 15:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.40,10.54,0.0000,9.75,0.0000
06-21 16:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,10.39,0.0000,9.75,0.0000
06-21 16:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,10.39,0.0000,9.75,0.0000
06-21 17:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.90,10.27,0.0000,9.75,0.0000
06-21 17:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.90,10.27,0.0000,9.75,0.0000
06-21 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.50,9.68,0.0000,9.75,0.0000
06-21 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.50,9.68,0.0000,9.75,0.0000
06-21 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.40,9.66,0.0000,9.75,0.0000
06-21 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.40,9.66,0.0000,9.75,0.0000
06-21 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,10.20,0.0000,9.75,0.0000
06-21 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,10.20,0.0000,9.75,0.0000
06-21 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,10.28,0.0000,9.75,0.0000
06-21 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,10.28,0.0000,9.75,0.0000
06-21 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.10,9.69,0.0000,9.75,0.0000
06-21 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.10,9.69,0.0000,9.75,0.0000
06-21 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.77,0.0000,9.75,0.0000
06-21 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.77,0.0000,9.75,0.0000
06-22 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,9.95,0.0000,9.99,0.0000
06-22 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,9.95,0.0000,9.99,0.0000
06-22 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.77,0.0000,9.99,0.0000
06-22 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.77,0.0000,9.99,0.0000
06-22 02:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,10.14,0.0000,9.99,0.0000
06-22 02:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,10.14,0.0000,9.99,0.0000
06-22 03:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.50,10.34,0.0000,9.99,0.0000
06-22 03:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.50,10.34,0.0000,9.99,0.0000
06-22 04:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,10.04,0.0000,9.99,0.0000
06-22 04:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,10.04,0.0000,9.99,0.0000
06-22 05:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.60,10.44,0.0000,9.99,0.0000
06-22 05:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.60,10.44,0.0000,9.99,0.0000
06-22 06:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.90,10.74,0.0000,9.99,0.0000
06-22 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.90,10.74,0.0000,9.99,0.0000
06-22 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.00,10.68,0.0000,9.99,0.0000
06-22 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.00,10.68,0.0000,9.99,0.0000
06-22 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,10.48,0.0000,9.99,0.0000
06-22 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,10.48,0.0000,9.99,0.0000
06-22 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.80,10.33,0.0000,9.99,0.0000
06-22 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.80,10.33,0.0000,9.99,0.0000
06-22 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.50,10.26,0.0000,9.99,0.0000
06-22 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.50,10.26,0.0000,9.99,0.0000
06-22 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.80,10.48,0.0000,9.99,0.0000
06-22 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.80,10.48,0.0000,9.99,0.0000
06-22 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.70,11.40,0.0000,9.99,0.0000
06-22 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.70,11.40,0.0000,9.99,0.0000
06-22 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,10.88,0.0000,9.99,0.0000
06-22 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,10.88,0.0000,9.99,0.0000
06-22 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,10.31,0.0000,9.99,0.0000
06-22 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,10.31,0.0000,9.99,0.0000
06-22 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,10.89,0.0000,9.99,0.0000
06-22 15:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,10.89,0.0000,9.99,0.0000
06-22 16:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,10.65,0.0000,9.99,0.0000
06-22 16:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,10.65,0.0000,9.99,0.0000
06-22 17:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,10.31,0.0000,9.99,0.0000
06-22 17:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,10.31,0.0000,9.99,0.0000
06-22 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,10.31,0.0000,9.99,0.0000
06-22 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,10.31,0.0000,9.99,0.0000
06-22 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.70,9.89,0.0000,9.99,0.0000
06-22 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.70,9.89,0.0000,9.99,0.0000
06-22 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,10.24,0.0000,9.99,0.0000
06-22 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,10.24,0.0000,9.99,0.0000
06-22 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.50,10.10,0.0000,9.99,0.0000
06-22 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.50,10.10,0.0000,9.99,0.0000
06-22 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.40,9.99,0.0000,9.99,0.0000
06-22 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.40,9.99,0.0000,9.99,0.0000
06-22 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,9.81,0.0000,9.99,0.0000
06-22 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,9.81,0.0000,9.99,0.0000
06-23 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.40,9.91,0.0000,10.26,0.0000
06-23 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.40,9.91,0.0000,10.26,0.0000
06-23 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,9.89,0.0000,10.26,0.0000
06-23 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,9.89,0.0000,10.26,0.0000
06-23 02:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.60,0.0000,10.26,0.0000
06-23 02:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.60,0.0000,10.26,0.0000
06-23 03:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.60,0.0000,10.26,0.0000
06-23 03:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.60,0.0000,10.26,0.0000
06-23 04:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.60,0.0000,10.26,0.0000
06-23 04:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.60,0.0000,10.26,0.0000
06-23 05:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.52,0.0000,10.26,0.0000
06-23 05:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.52,0.0000,10.26,0.0000
06-23 06:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.40,9.83,0.0000,10.26,0.0000
06-23 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.40,9.83,0.0000,10.26,0.0000
06-23 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.60,10.03,0.0000,10.26,0.0000
06-23 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.60,10.03,0.0000,10.26,0.0000
06-23 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.30,10.68,0.0000,10.26,0.0000
06-23 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.30,10.68,0.0000,10.26,0.0000
06-23 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,12.00,11.10,0.0000,10.26,0.0000
06-23 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,12.00,11.10,0.0000,10.26,0.0000
