DateTime,System elec. CE (kgCO2/h),Total lights CE (kgCO2/h),Lights elec. CE (kgCO2/h),Total equip CE (kgCO2/h),Equip elec. CE (kgCO2/h),Room heating plant sens. load (kW),Wet-bulb temperature (°C),External dew-point temp. (°C),Room hum. plant load (kW),Daily running mean temp. (°C),System air heating load (kW)
10-10 05:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.10,8.49,0.0000,12.77,0.0000
10-10 06:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.80,8.18,0.0000,12.77,0.0000
10-10 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.80,8.18,0.0000,12.77,0.0000
10-10 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.00,8.20,0.0000,12.77,0.0000
10-10 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.00,8.20,0.0000,12.77,0.0000
10-10 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,9.00,0.0000,12.77,0.0000
10-10 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,9.00,0.0000,12.77,0.0000
10-10 09:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.20,9.37,0.0000,12.77,0.0000
10-10 09:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.20,9.37,0.0000,12.77,0.0000
10-10 10:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,9.29,0.0000,12.77,0.0000
10-10 10:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,9.29,0.0000,12.77,0.0000
10-10 11:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,8.94,0.0000,12.77,0.0000
10-10 11:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,8.94,0.0000,12.77,0.0000
10-10 12:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,8.86,0.0000,12.77,0.0000
10-10 12:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,8.86,0.0000,12.77,0.0000
10-10 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,8.64,0.0000,12.77,0.0000
10-10 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,8.64,0.0000,12.77,0.0000
10-10 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,8.19,0.0000,12.77,0.0000
10-10 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,8.19,0.0000,12.77,0.0000
10-10 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.90,7.93,0.0000,12.77,0.0000
10-10 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.90,7.93,0.0000,12.77,0.0000
10-10 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.50,7.74,0.0000,12.77,0.0000
10-10 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.50,7.74,0.0000,12.77,0.0000
10-10 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.30,8.61,0.0000,12.77,0.0000
10-10 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.30,8.61,0.0000,12.77,0.0000
10-10 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,8.15,0.0000,12.77,0.0000
10-10 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,8.15,0.0000,12.77,0.0000
10-10 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,7.66,0.0000,12.77,0.0000
10-10 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,7.66,0.0000,12.77,0.0000
10-10 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.10,7.54,0.0000,12.77,0.0000
10-10 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.10,7.54,0.0000,12.77,0.0000
10-10 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.30,6.71,0.0000,12.77,0.0000
10-10 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.30,6.71,0.0000,12.77,0.0000
10-10 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.80,6.83,0.0000,12.77,0.0000
10-10 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.80,6.83,0.0000,12.77,0.0000
10-10 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,6.40,5.78,0.0000,12.77,0.0000
10-10 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,6.40,5.78,0.0000,12.77,0.0000
10-11 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,6.00,5.14,0.0000,12.46,0.0000
10-11 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,6.00,5.14,0.0000,12.46,0.0000
10-11 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,5.40,4.85,0.0000,12.46,0.0000
10-11 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,5.40,4.85,0.0000,12.46,0.0000
10-11 02:15,0.0,0.0,0.0,0.1,0.1,0.0267,6.00,5.46,0.0000,12.46,0.0000
10-11 02:45,0.0,0.0,0.0,0.1,0.1,0.0482,6.00,5.46,0.0000,12.46,0.0000
10-11 03:15,0.0,0.0,0.0,0.1,0.1,0.0581,5.90,5.15,0.0000,12.46,0.0000
10-11 03:45,0.0,0.0,0.0,0.1,0.1,0.0694,5.90,5.15,0.0000,12.46,0.0000
10-11 04:15,0.0,0.0,0.0,0.1,0.1,0.0886,5.20,4.41,0.0000,12.46,0.0000
10-11 04:45,0.0,0.0,0.0,0.1,0.1,0.1172,5.20,4.41,0.0000,12.46,0.0000
10-11 05:15,0.0,0.0,0.0,0.1,0.1,0.1369,5.20,4.41,0.0000,12.46,0.0000
10-11 05:45,0.0,0.0,0.0,0.1,0.1,0.1473,5.20,4.41,0.0000,12.46,0.0000
10-11 06:15,0.0,0.0,0.0,0.1,0.1,0.1656,4.80,4.34,0.0000,12.46,0.0000
10-11 06:45,0.0,0.0,0.0,0.1,0.1,0.1921,4.80,4.34,0.0000,12.46,0.0000
10-11 07:15,0.0,0.0,0.0,0.1,0.1,0.1909,5.90,5.14,0.0000,12.46,0.0000
10-11 07:45,0.0,0.0,0.0,0.1,0.1,0.1586,5.90,5.14,0.0000,12.46,0.0000
10-11 08:15,0.0,0.0,0.0,0.2,0.2,0.1108,7.30,5.99,0.0000,12.46,0.0000
10-11 08:45,0.0,0.0,0.0,0.2,0.2,0.0393,7.30,5.99,0.0000,12.46,0.0000
10-11 09:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,6.57,0.0000,12.46,0.0000
10-11 09:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,6.57,0.0000,12.46,0.0000
10-11 10:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.50,7.02,0.0000,12.46,0.0000
10-11 10:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.50,7.02,0.0000,12.46,0.0000
10-11 11:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,6.55,0.0000,12.46,0.0000
10-11 11:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,6.55,0.0000,12.46,0.0000
10-11 12:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.10,7.52,0.0000,12.46,0.0000
10-11 12:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.10,7.52,0.0000,12.46,0.0000
10-11 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,6.91,0.0000,12.46,0.0000
10-11 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,6.91,0.0000,12.46,0.0000
10-11 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,6.29,0.0000,12.46,0.0000
10-11 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,6.29,0.0000,12.46,0.0000
10-11 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,5.69,0.0000,12.46,0.0000
10-11 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,5.69,0.0000,12.46,0.0000
10-11 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,6.44,0.0000,12.46,0.0000
10-11 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,6.44,0.0000,12.46,0.0000
10-11 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.50,5.95,0.0000,12.46,0.0000
10-11 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.50,5.95,0.0000,12.46,0.0000
10-11 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.30,5.66,0.0000,12.46,0.0000
10-11 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.30,5.66,0.0000,12.46,0.0000
10-11 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.10,4.56,0.0000,12.46,0.0000
10-11 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.10,4.56,0.0000,12.46,0.0000
10-11 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.80,4.57,0.0000,12.46,0.0000
10-11 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.80,4.57,0.0000,12.46,0.0000
10-11 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.00,4.07,0.0000,12.46,0.0000
10-11 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.00,4.07,0.0000,12.46,0.0000
10-11 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.00,4.31,0.0000,12.46,0.0000
10-11 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.00,4.31,0.0000,12.46,0.0000
10-11 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,5.20,4.52,0.0000,12.46,0.0000
10-11 23:45,0.0,0.0,0.0,0.1,0.1,0.0571,5.20,4.52,0.0000,12.46,0.0000
10-12 00:15,0.0,0.0,0.0,0.1,0.1,0.1145,4.90,3.97,0.0000,11.74,0.0000
10-12 00:45,0.0,0.0,0.0,0.1,0.1,0.1388,4.90,3.97,0.0000,11.74,0.0000
10-12 01:15,0.0,0.0,0.0,0.1,0.1,0.1693,4.20,3.60,0.0000,11.74,0.0000
10-12 01:45,0.0,0.0,0.0,0.1,0.1,0.2084,4.20,3.60,0.0000,11.74,0.0000
10-12 02:15,0.0,0.0,0.0,0.1,0.1,0.2238,4.80,3.98,0.0000,11.74,0.0000
10-12 02:45,0.0,0.0,0.0,0.1,0.1,0.2154,4.80,3.98,0.0000,11.74,0.0000
10-12 03:15,0.0,0.0,0.0,0.1,0.1,0.2300,3.80,3.19,0.0000,11.74,0.0000
10-12 03:45,0.0,0.0,0.0,0.1,0.1,0.2687,3.80,3.19,0.0000,11.74,0.0000
10-12 04:15,0.0,0.0,0.0,0.1,0.1,0.3033,3.30,3.05,0.0000,11.74,0.0000
10-12 04:45,0.0,0.0,0.0,0.1,0.1,0.3336,3.30,3.05,0.0000,11.74,0.0000
10-12 05:15,0.0,0.0,0.0,0.1,0.1,0.3438,3.80,3.18,0.0000,11.74,0.0000
10-12 05:45,0.0,0.0,0.0,0.1,0.1,0.3332,3.80,3.18,0.0000,11.74,0.0000
10-12 06:15,0.0,0.0,0.0,0.1,0.1,0.3319,3.70,3.08,0.0000,11.74,0.0000
10-12 06:45,0.0,0.0,0.0,0.1,0.1,0.3408,3.70,3.08,0.0000,11.74,0.0000
10-12 07:15,0.0,0.0,0.0,0.1,0.1,0.3458,3.90,3.41,0.0000,11.74,0.0000
10-12 07:45,0.0,0.0,0.0,0.1,0.1,0.3446,3.90,3.41,0.0000,11.74,0.0000
10-12 08:15,0.0,0.0,0.0,0.2,0.2,0.3111,5.60,4.59,0.0000,11.74,0.0000
10-12 08:45,0.0,0.0,0.0,0.2,0.2,0.2347,5.60,4.59,0.0000,11.74,0.0000
10-12 09:15,0.0,0.0,0.0,0.2,0.2,0.0268,6.60,5.33,0.0000,11.74,0.0000
10-12 09:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.60,5.33,0.0000,11.74,0.0000
10-12 10:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.10,7.34,0.0000,11.74,0.0000
10-12 10:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.10,7.34,0.0000,11.74,0.0000
10-12 11:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.40,7.78,0.0000,11.74,0.0000
10-12 11:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.40,7.78,0.0000,11.74,0.0000
10-12 12:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,7.24,0.0000,11.74,0.0000
10-12 12:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,7.24,0.0000,11.74,0.0000
10-12 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,8.92,0.0000,11.74,0.0000
10-12 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,8.92,0.0000,11.74,0.0000
10-12 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.20,9.41,0.0000,11.74,0.0000
10-12 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.20,9.41,0.0000,11.74,0.0000
10-12 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,9.53,0.0000,11.74,0.0000
10-12 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,9.53,0.0000,11.74,0.0000
10-12 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.70,9.46,0.0000,11.74,0.0000
10-12 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.70,9.46,0.0000,11.74,0.0000
10-12 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,8.53,0.0000,11.74,0.0000
10-12 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,8.53,0.0000,11.74,0.0000
10-12 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,8.82,0.0000,11.74,0.0000
10-12 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,8.82,0.0000,11.74,0.0000
10-12 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.40,5.78,0.0000,11.74,0.0000
10-12 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.40,5.78,0.0000,11.74,0.0000
10-12 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.20,6.09,0.0000,11.74,0.0000
10-12 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.20,6.09,0.0000,11.74,0.0000
10-12 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.10,5.57,0.0000,11.74,0.0000
10-12 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.10,5.57,0.0000,11.74,0.0000
10-12 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.10,5.78,0.0000,11.74,0.0000
10-12 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.10,5.78,0.0000,11.74,0.0000
10-12 23:15,0.0,0.0,0.0,0.1,0.1,0.0587,7.20,6.81,0.0000,11.74,0.0000
10-12 23:45,0.0,0.0,0.0,0.1,0.1,0.0710,7.20,6.81,0.0000,11.74,0.0000
10-13 00:15,0.0,0.0,0.0,0.1,0.1,0.0906,7.90,7.42,0.0000,11.07,0.0000
10-13 00:45,0.0,0.0,0.0,0.1,0.1,0.0816,7.90,7.42,0.0000,11.07,0.0000
10-13 01:15,0.0,0.0,0.0,0.1,0.1,0.0761,8.20,7.83,0.0000,11.07,0.0000
10-13 01:45,0.0,0.0,0.0,0.1,0.1,0.0767,8.20,7.83,0.0000,11.07,0.0000
10-13 02:15,0.0,0.0,0.0,0.1,0.1,0.0819,8.00,7.62,0.0000,11.07,0.0000
