DateTime,Aux vent heating load (kW),Max. adaptive temp. (°C),Wind speed (m/s),Wind direction[E of N] (deg.),Boilers load (kW),Direct radiation (W/m²),Ap Sys boilers load (kW),Boilers energy (kBtu/h),Diffuse radiation (W/m²),Global radiation (W/m²),Solar altitude (deg.)
11-23 01:45,0.0000,23.52,6.50,200.0,1.9123,0.000,1.9123,7.332,0.000,0.000,0.0
11-23 02:15,0.0000,23.52,7.60,190.0,1.9051,0.000,1.9051,7.304,0.000,0.000,0.0
11-23 02:45,0.0000,23.52,7.60,190.0,1.9039,0.000,1.9039,7.299,0.000,0.000,0.0
11-23 03:15,0.0000,23.52,7.10,190.0,1.9075,0.000,1.9075,7.313,0.000,0.000,0.0
11-23 03:45,0.0000,23.52,7.10,190.0,1.9159,0.000,1.9159,7.345,0.000,0.000,0.0
11-23 04:15,0.0000,23.52,6.00,190.0,1.9332,0.000,1.9332,7.411,0.000,0.000,0.0
11-23 04:45,0.0000,23.52,6.00,190.0,1.9591,0.000,1.9591,7.511,0.000,0.000,0.0
11-23 05:15,0.0000,23.52,6.00,200.0,1.9619,0.000,1.9619,7.522,0.000,0.000,0.0
11-23 05:45,0.0000,23.52,6.00,200.0,1.9411,0.000,1.9411,7.442,0.000,0.000,0.0
11-23 06:15,0.0000,23.52,4.50,160.0,1.9056,0.000,1.9056,7.306,0.000,0.000,0.0
11-23 06:45,0.0000,23.52,4.50,160.0,1.8551,0.000,1.8551,7.112,0.000,0.000,0.0
11-23 07:15,0.0000,23.52,5.50,240.0,1.8279,0.000,1.8279,7.008,0.000,0.000,0.0
11-23 07:45,0.0000,23.52,5.50,240.0,1.8263,0.000,1.8263,7.002,0.000,0.000,0.0
11-23 08:15,0.0000,23.52,6.50,250.0,1.8132,0.000,1.8132,6.952,28.000,28.000,5.9
11-23 08:45,0.0000,23.52,6.50,250.0,1.7751,0.000,1.7751,6.805,28.000,28.000,5.9
11-23 09:15,0.0000,23.52,7.60,260.0,1.5872,70.475,1.5872,6.085,48.000,61.000,10.6
11-23 09:45,0.0000,23.52,7.60,260.0,1.5728,70.475,1.5728,6.030,48.000,61.000,10.6
11-23 10:15,0.0000,23.52,8.60,270.0,1.5559,239.686,1.5559,5.965,96.000,152.000,13.5
11-23 10:45,0.0000,23.52,8.60,270.0,1.5169,239.686,1.5169,5.815,96.000,152.000,13.5
11-23 11:15,0.0000,23.52,9.10,270.0,1.4647,129.308,1.4647,5.616,118.000,150.000,14.3
11-23 11:45,0.0000,23.52,9.10,270.0,1.4284,129.308,1.4284,5.476,118.000,150.000,14.3
11-23 12:15,0.0000,23.52,11.60,270.0,1.4004,186.652,1.4004,5.369,73.000,115.000,13.0
11-23 12:45,0.0000,23.52,11.60,270.0,1.3647,186.652,1.3647,5.232,73.000,115.000,13.0
11-23 13:15,0.0000,23.52,10.60,270.0,1.3195,297.960,1.3195,5.059,52.000,102.000,9.7
11-23 13:45,0.0000,23.52,10.60,270.0,1.2584,297.960,1.2584,4.825,52.000,102.000,9.7
11-23 14:15,0.0000,23.52,9.10,270.0,1.2429,300.978,1.2429,4.765,34.000,58.000,4.6
11-23 14:45,0.0000,23.52,9.10,270.0,1.3041,300.978,1.3041,5.000,34.000,58.000,4.6
11-23 15:15,0.0000,23.52,10.60,280.0,1.3758,0.000,1.3758,5.275,0.000,0.000,0.0
11-23 15:45,0.0000,23.52,10.60,280.0,1.4559,0.000,1.4559,5.582,0.000,0.000,0.0
11-23 16:15,0.0000,23.52,9.60,270.0,1.5056,0.000,1.5056,5.772,0.000,0.000,0.0
11-23 16:45,0.0000,23.52,9.60,270.0,1.5372,0.000,1.5372,5.894,0.000,0.000,0.0
11-23 17:15,0.0000,23.52,9.60,270.0,1.5575,0.000,1.5575,5.971,0.000,0.000,0.0
11-23 17:45,0.0000,23.52,9.60,270.0,1.5706,0.000,1.5706,6.021,0.000,0.000,0.0
11-23 18:15,0.0000,23.52,9.60,280.0,1.4310,0.000,1.4310,5.486,0.000,0.000,0.0
11-23 18:45,0.0000,23.52,9.60,280.0,1.4261,0.000,1.4261,5.467,0.000,0.000,0.0
11-23 19:15,0.0000,23.52,9.60,280.0,1.4284,0.000,1.4284,5.476,0.000,0.000,0.0
11-23 19:45,0.0000,23.52,9.60,280.0,1.4399,0.000,1.4399,5.520,0.000,0.000,0.0
11-23 20:15,0.0000,23.52,9.10,260.0,1.4607,0.000,1.4607,5.600,0.000,0.000,0.0
11-23 20:45,0.0000,23.52,9.10,260.0,1.4942,0.000,1.4942,5.729,0.000,0.000,0.0
11-23 21:15,0.0000,23.52,8.60,260.0,1.5213,0.000,1.5213,5.832,0.000,0.000,0.0
11-23 21:45,0.0000,23.52,8.60,260.0,1.5396,0.000,1.5396,5.903,0.000,0.000,0.0
11-23 22:15,0.0000,23.52,9.10,270.0,1.7622,0.000,1.7622,6.756,0.000,0.000,0.0
11-23 22:45,0.0000,23.52,9.10,270.0,1.7296,0.000,1.7296,6.631,0.000,0.000,0.0
11-23 23:15,0.0000,23.52,5.00,260.0,1.7515,0.000,1.7515,6.715,0.000,0.000,0.0
11-23 23:45,0.0000,23.52,5.00,260.0,1.7520,0.000,1.7520,6.717,0.000,0.000,0.0
11-24 00:15,0.0000,23.65,6.00,250.0,1.7855,0.000,1.7855,6.846,0.000,0.000,0.0
11-24 00:45,0.0000,23.65,6.00,250.0,1.7932,0.000,1.7932,6.875,0.000,0.000,0.0
11-24 01:15,0.0000,23.65,7.60,250.0,1.8035,0.000,1.8035,6.914,0.000,0.000,0.0
11-24 01:45,0.0000,23.65,7.60,250.0,1.8159,0.000,1.8159,6.962,0.000,0.000,0.0
11-24 02:15,0.0000,23.65,8.60,240.0,1.8275,0.000,1.8275,7.006,0.000,0.000,0.0
11-24 02:45,0.0000,23.65,8.60,240.0,1.8378,0.000,1.8378,7.046,0.000,0.000,0.0
11-24 03:15,0.0000,23.65,7.10,240.0,1.8396,0.000,1.8396,7.053,0.000,0.000,0.0
11-24 03:45,0.0000,23.65,7.10,240.0,1.8320,0.000,1.8320,7.024,0.000,0.000,0.0
11-24 04:15,0.0000,23.65,4.50,210.0,1.8219,0.000,1.8219,6.985,0.000,0.000,0.0
11-24 04:45,0.0000,23.65,4.50,210.0,1.8092,0.000,1.8092,6.936,0.000,0.000,0.0
11-24 05:15,0.0000,23.65,4.50,150.0,1.8072,0.000,1.8072,6.928,0.000,0.000,0.0
11-24 05:45,0.0000,23.65,4.50,150.0,1.8170,0.000,1.8170,6.966,0.000,0.000,0.0
11-24 06:15,0.0000,23.65,3.50,210.0,1.8181,0.000,1.8181,6.970,0.000,0.000,0.0
11-24 06:45,0.0000,23.65,3.50,210.0,1.8095,0.000,1.8095,6.937,0.000,0.000,0.0
11-24 07:15,0.0000,23.65,4.00,220.0,1.7789,0.000,1.7789,6.820,0.000,0.000,0.0
11-24 07:45,0.0000,23.65,4.00,220.0,1.7265,0.000,1.7265,6.619,0.000,0.000,0.0
11-24 08:15,0.0000,23.65,7.10,240.0,1.6743,10.052,1.6743,6.419,21.000,22.000,5.7
11-24 08:45,0.0000,23.65,7.10,240.0,1.6115,10.052,1.6115,6.178,21.000,22.000,5.7
11-24 09:15,0.0000,23.65,6.50,250.0,1.4041,5.535,1.4041,5.383,25.000,26.000,10.4
11-24 09:45,0.0000,23.65,6.50,250.0,1.3766,5.535,1.3766,5.278,25.000,26.000,10.4
11-24 10:15,0.0000,23.65,8.10,250.0,1.3527,186.987,1.3527,5.186,89.000,132.000,13.3
11-24 10:45,0.0000,23.65,8.10,250.0,1.3088,186.987,1.3088,5.018,89.000,132.000,13.3
11-24 11:15,0.0000,23.65,10.10,260.0,1.2429,188.559,1.2429,4.765,85.000,131.000,14.1
11-24 11:45,0.0000,23.65,10.10,260.0,1.2229,188.559,1.2229,4.688,85.000,131.000,14.1
11-24 12:15,0.0000,23.65,12.10,260.0,1.2229,31.573,1.2229,4.688,80.000,87.000,12.8
11-24 12:45,0.0000,23.65,12.10,260.0,1.2229,31.573,1.2229,4.688,80.000,87.000,12.8
11-24 13:15,0.0000,23.65,10.60,260.0,1.2229,24.280,1.2229,4.688,44.000,48.000,9.5
11-24 13:45,0.0000,23.65,10.60,260.0,1.2229,24.280,1.2229,4.688,44.000,48.000,9.5
11-24 14:15,0.0000,23.65,10.60,260.0,1.2229,25.996,1.2229,4.688,16.000,18.000,4.4
11-24 14:45,0.0000,23.65,10.60,260.0,1.2229,25.996,1.2229,4.688,16.000,18.000,4.4
11-24 15:15,0.0000,23.65,9.10,250.0,1.2569,0.000,1.2569,4.819,0.000,0.000,0.0
11-24 15:45,0.0000,23.65,9.10,250.0,1.2903,0.000,1.2903,4.947,0.000,0.000,0.0
11-24 16:15,0.0000,23.65,7.60,240.0,1.3137,0.000,1.3137,5.037,0.000,0.000,0.0
11-24 16:45,0.0000,23.65,7.60,240.0,1.3323,0.000,1.3323,5.108,0.000,0.000,0.0
11-24 17:15,0.0000,23.65,6.00,210.0,1.3346,0.000,1.3346,5.117,0.000,0.000,0.0
11-24 17:45,0.0000,23.65,6.00,210.0,1.3211,0.000,1.3211,5.065,0.000,0.000,0.0
11-24 18:15,0.0000,23.65,10.10,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 18:45,0.0000,23.65,10.10,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 19:15,0.0000,23.65,11.60,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 19:45,0.0000,23.65,11.60,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 20:15,0.0000,23.65,12.10,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 20:45,0.0000,23.65,12.10,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 21:15,0.0000,23.65,13.10,260.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 21:45,0.0000,23.65,13.10,260.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 22:15,0.0000,23.65,12.10,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 22:45,0.0000,23.65,12.10,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 23:15,0.0000,23.65,9.60,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-24 23:45,0.0000,23.65,9.60,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-25 00:15,0.0000,23.96,9.60,240.0,1.2404,0.000,1.2404,4.756,0.000,0.000,0.0
11-25 00:45,0.0000,23.96,9.60,240.0,1.2449,0.000,1.2449,4.773,0.000,0.000,0.0
11-25 01:15,0.0000,23.96,10.10,240.0,1.2453,0.000,1.2453,4.774,0.000,0.000,0.0
11-25 01:45,0.0000,23.96,10.10,240.0,1.2474,0.000,1.2474,4.782,0.000,0.000,0.0
11-25 02:15,0.0000,23.96,9.60,220.0,1.2561,0.000,1.2561,4.816,0.000,0.000,0.0
11-25 02:45,0.0000,23.96,9.60,220.0,1.2720,0.000,1.2720,4.877,0.000,0.000,0.0
11-25 03:15,0.0000,23.96,8.60,220.0,1.2856,0.000,1.2856,4.929,0.000,0.000,0.0
11-25 03:45,0.0000,23.96,8.60,220.0,1.2966,0.000,1.2966,4.971,0.000,0.000,0.0
11-25 04:15,0.0000,23.96,6.50,220.0,1.2950,0.000,1.2950,4.965,0.000,0.000,0.0
11-25 04:45,0.0000,23.96,6.50,220.0,1.2805,0.000,1.2805,4.909,0.000,0.000,0.0
11-25 05:15,0.0000,23.96,7.10,220.0,1.2774,0.000,1.2774,4.897,0.000,0.000,0.0
11-25 05:45,0.0000,23.96,7.10,220.0,1.2862,0.000,1.2862,4.931,0.000,0.000,0.0
11-25 06:15,0.0000,23.96,8.10,220.0,1.2788,0.000,1.2788,4.903,0.000,0.000,0.0
11-25 06:45,0.0000,23.96,8.10,220.0,1.2545,0.000,1.2545,4.810,0.000,0.000,0.0
11-25 07:15,0.0000,23.96,8.10,220.0,1.2428,0.000,1.2428,4.765,0.000,0.000,0.0
11-25 07:45,0.0000,23.96,8.10,220.0,1.2446,0.000,1.2446,4.772,0.000,0.000,0.0
11-25 08:15,0.0000,23.96,7.60,220.0,1.2378,0.000,1.2378,4.746,36.000,36.000,5.5
11-25 08:45,0.0000,23.96,7.60,220.0,1.2229,0.000,1.2229,4.688,36.000,36.000,5.5
11-25 09:15,0.0000,23.96,7.60,220.0,1.2229,16.950,1.2229,4.688,56.000,59.000,10.2
11-25 09:45,0.0000,23.96,7.60,220.0,1.2229,16.950,1.2229,4.688,56.000,59.000,10.2
11-25 10:15,0.0000,23.96,7.60,210.0,1.2229,17.669,1.2229,4.688,76.000,80.000,13.1
11-25 10:45,0.0000,23.96,7.60,210.0,1.2229,17.669,1.2229,4.688,76.000,80.000,13.1
11-25 11:15,0.0000,23.96,8.60,220.0,1.2229,8.314,1.2229,4.688,49.000,51.000,13.9
11-25 11:45,0.0000,23.96,8.60,220.0,1.2229,8.314,1.2229,4.688,49.000,51.000,13.9
11-25 12:15,0.0000,23.96,7.60,220.0,1.2229,13.729,1.2229,4.688,67.000,70.000,12.6
11-25 12:45,0.0000,23.96,7.60,220.0,1.2229,13.729,1.2229,4.688,67.000,70.000,12.6
11-25 13:15,0.0000,23.96,10.60,240.0,1.2229,129.797,1.2229,4.688,57.000,78.000,9.3
11-25 13:45,0.0000,23.96,10.60,240.0,1.2229,129.797,1.2229,4.688,57.000,78.000,9.3
11-25 14:15,0.0000,23.96,8.10,240.0,1.2229,94.284,1.2229,4.688,33.000,40.000,4.3
11-25 14:45,0.0000,23.96,8.10,240.0,1.2229,94.284,1.2229,4.688,33.000,40.000,4.3
11-25 15:15,0.0000,23.96,7.10,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-25 15:45,0.0000,23.96,7.10,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-25 16:15,0.0000,23.96,6.00,240.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-25 16:45,0.0000,23.96,6.00,240.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-25 17:15,0.0000,23.96,5.50,240.0,1.2517,0.000,1.2517,4.799,0.000,0.000,0.0
11-25 17:45,0.0000,23.96,5.50,240.0,1.3004,0.000,1.3004,4.985,0.000,0.000,0.0
11-25 18:15,0.0000,23.96,5.00,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-25 18:45,0.0000,23.96,5.00,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-25 19:15,0.0000,23.96,4.00,240.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-25 19:45,0.0000,23.96,4.00,240.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-25 20:15,0.0000,23.96,4.50,250.0,1.2393,0.000,1.2393,4.751,0.000,0.000,0.0
11-25 20:45,0.0000,23.96,4.50,250.0,1.2656,0.000,1.2656,4.852,0.000,0.000,0.0
11-25 21:15,0.0000,23.96,3.00,230.0,1.2856,0.000,1.2856,4.929,0.000,0.000,0.0
11-25 21:45,0.0000,23.96,3.00,230.0,1.2993,0.000,1.2993,4.981,0.000,0.000,0.0
11-25 22:15,0.0000,23.96,3.00,210.0,1.5353,0.000,1.5353,5.886,0.000,0.000,0.0
11-25 22:45,0.0000,23.96,3.00,210.0,1.5356,0.000,1.5356,5.887,0.000,0.000,0.0
11-25 23:15,0.0000,23.96,3.00,190.0,1.5727,0.000,1.5727,6.030,0.000,0.000,0.0
11-25 23:45,0.0000,23.96,3.00,190.0,1.5692,0.000,1.5692,6.016,0.000,0.000,0.0
11-26 00:15,0.0000,24.27,2.00,200.0,1.6117,0.000,1.6117,6.179,0.000,0.000,0.0
11-26 00:45,0.0000,24.27,2.00,200.0,1.6413,0.000,1.6413,6.293,0.000,0.000,0.0
11-26 01:15,0.0000,24.27,1.50,200.0,1.6681,0.000,1.6681,6.395,0.000,0.000,0.0
11-26 01:45,0.0000,24.27,1.50,200.0,1.6919,0.000,1.6919,6.487,0.000,0.000,0.0
11-26 02:15,0.0000,24.27,2.50,220.0,1.6962,0.000,1.6962,6.503,0.000,0.000,0.0
11-26 02:45,0.0000,24.27,2.50,220.0,1.6803,0.000,1.6803,6.442,0.000,0.000,0.0
11-26 03:15,0.0000,24.27,4.00,230.0,1.6726,0.000,1.6726,6.412,0.000,0.000,0.0
11-26 03:45,0.0000,24.27,4.00,230.0,1.6742,0.000,1.6742,6.419,0.000,0.000,0.0
11-26 04:15,0.0000,24.27,4.00,240.0,1.6991,0.000,1.6991,6.514,0.000,0.000,0.0
11-26 04:45,0.0000,24.27,4.00,240.0,1.7483,0.000,1.7483,6.703,0.000,0.000,0.0
11-26 05:15,0.0000,24.27,3.00,230.0,1.7831,0.000,1.7831,6.836,0.000,0.000,0.0
11-26 05:45,0.0000,24.27,3.00,230.0,1.8014,0.000,1.8014,6.906,0.000,0.000,0.0
11-26 06:15,0.0000,24.27,3.00,220.0,1.8226,0.000,1.8226,6.988,0.000,0.000,0.0
11-26 06:45,0.0000,24.27,3.00,220.0,1.8474,0.000,1.8474,7.083,0.000,0.000,0.0
11-26 07:15,0.0000,24.27,4.50,240.0,1.8653,0.000,1.8653,7.151,0.000,0.000,0.0
11-26 07:45,0.0000,24.27,4.50,240.0,1.8764,0.000,1.8764,7.194,0.000,0.000,0.0
11-26 08:15,0.0000,24.27,4.00,210.0,1.8722,347.451,1.8722,7.178,28.000,60.000,5.3
11-26 08:45,0.0000,24.27,4.00,210.0,1.8391,347.451,1.8391,7.051,28.000,60.000,5.3
11-26 09:15,0.0000,24.27,6.00,180.0,1.6349,219.147,1.6349,6.268,82.000,120.000,10.0
11-26 09:45,0.0000,24.27,6.00,180.0,1.5796,219.147,1.5796,6.056,82.000,120.000,10.0
11-26 10:15,0.0000,24.27,4.50,180.0,1.5307,179.450,1.5307,5.868,112.000,152.000,12.9
11-26 10:45,0.0000,24.27,4.50,180.0,1.4841,179.450,1.4841,5.690,112.000,152.000,12.9
11-26 11:15,0.0000,24.27,6.00,230.0,1.4427,96.949,1.4427,5.531,107.000,130.000,13.7
11-26 11:45,0.0000,24.27,6.00,230.0,1.4197,96.949,1.4197,5.443,107.000,130.000,13.7
11-26 12:15,0.0000,24.27,5.50,250.0,1.4029,194.962,1.4029,5.379,95.000,137.000,12.4
11-26 12:45,0.0000,24.27,5.50,250.0,1.3679,194.962,1.3679,5.245,95.000,137.000,12.4
11-26 13:15,0.0000,24.27,6.00,250.0,1.3473,69.202,1.3473,5.165,54.000,65.000,9.1
11-26 13:45,0.0000,24.27,6.00,250.0,1.3787,69.202,1.3787,5.286,54.000,65.000,9.1
11-26 14:15,0.0000,24.27,6.50,260.0,1.4108,125.574,1.4108,5.409,34.000,43.000,4.1
11-26 14:45,0.0000,24.27,6.50,260.0,1.4188,125.574,1.4188,5.439,34.000,43.000,4.1
11-26 15:15,0.0000,24.27,8.60,280.0,1.4444,0.000,1.4444,5.538,0.000,0.000,0.0
11-26 15:45,0.0000,24.27,8.60,280.0,1.4957,0.000,1.4957,5.734,0.000,0.000,0.0
11-26 16:15,0.0000,24.27,8.10,280.0,1.5333,0.000,1.5333,5.879,0.000,0.000,0.0
11-26 16:45,0.0000,24.27,8.10,280.0,1.5591,0.000,1.5591,5.977,0.000,0.000,0.0
11-26 17:15,0.0000,24.27,7.60,270.0,1.5874,0.000,1.5874,6.086,0.000,0.000,0.0
11-26 17:45,0.0000,24.27,7.60,270.0,1.6210,0.000,1.6210,6.215,0.000,0.000,0.0
11-26 18:15,0.0000,24.27,5.50,260.0,1.5091,0.000,1.5091,5.786,0.000,0.000,0.0
11-26 18:45,0.0000,24.27,5.50,260.0,1.5387,0.000,1.5387,5.899,0.000,0.000,0.0
11-26 19:15,0.0000,24.27,6.00,260.0,1.5555,0.000,1.5555,5.964,0.000,0.000,0.0
11-26 19:45,0.0000,24.27,6.00,260.0,1.5608,0.000,1.5608,5.984,0.000,0.000,0.0
11-26 20:15,0.0000,24.27,6.00,260.0,1.5624,0.000,1.5624,5.990,0.000,0.000,0.0
11-26 20:45,0.0000,24.27,6.00,260.0,1.5640,0.000,1.5640,5.996,0.000,0.000,0.0
11-26 21:15,0.0000,24.27,7.60,260.0,1.5699,0.000,1.5699,6.019,0.000,0.000,0.0
11-26 21:45,0.0000,24.27,7.60,260.0,1.5791,0.000,1.5791,6.054,0.000,0.000,0.0
11-26 22:15,0.0000,24.27,6.50,260.0,1.8005,0.000,1.8005,6.903,0.000,0.000,0.0
11-26 22:45,0.0000,24.27,6.50,260.0,1.7743,0.000,1.7743,6.802,0.000,0.000,0.0
11-26 23:15,0.0000,24.27,6.00,250.0,1.7960,0.000,1.7960,6.886,0.000,0.000,0.0
11-26 23:45,0.0000,24.27,6.00,250.0,1.7899,0.000,1.7899,6.862,0.000,0.000,0.0
11-27 00:15,0.0000,24.15,4.50,270.0,1.8095,0.000,1.8095,6.938,0.000,0.000,0.0
11-27 00:45,0.0000,24.15,4.50,270.0,1.7947,0.000,1.7947,6.881,0.000,0.000,0.0
11-27 01:15,0.0000,24.15,3.00,260.0,1.7793,0.000,1.7793,6.821,0.000,0.000,0.0
11-27 01:45,0.0000,24.15,3.00,260.0,1.7639,0.000,1.7639,6.763,0.000,0.000,0.0
11-27 02:15,0.0000,24.15,5.50,250.0,1.7515,0.000,1.7515,6.715,0.000,0.000,0.0
11-27 02:45,0.0000,24.15,5.50,250.0,1.7422,0.000,1.7422,6.679,0.000,0.000,0.0
11-27 03:15,0.0000,24.15,6.50,250.0,1.7273,0.000,1.7273,6.622,0.000,0.000,0.0
11-27 03:45,0.0000,24.15,6.50,250.0,1.7059,0.000,1.7059,6.540,0.000,0.000,0.0
11-27 04:15,0.0000,24.15,5.50,250.0,1.6878,0.000,1.6878,6.471,0.000,0.000,0.0
11-27 04:45,0.0000,24.15,5.50,250.0,1.6736,0.000,1.6736,6.416,0.000,0.000,0.0
11-27 05:15,0.0000,24.15,6.00,230.0,1.6582,0.000,1.6582,6.357,0.000,0.000,0.0
11-27 05:45,0.0000,24.15,6.00,230.0,1.6416,0.000,1.6416,6.294,0.000,0.000,0.0
11-27 06:15,0.0000,24.15,6.50,230.0,1.6178,0.000,1.6178,6.203,0.000,0.000,0.0
11-27 06:45,0.0000,24.15,6.50,230.0,1.5867,0.000,1.5867,6.083,0.000,0.000,0.0
11-27 07:15,0.0000,24.15,6.50,230.0,1.5646,0.000,1.5646,5.999,0.000,0.000,0.0
11-27 07:45,0.0000,24.15,6.50,230.0,1.5524,0.000,1.5524,5.952,0.000,0.000,0.0
11-27 08:15,0.0000,24.15,6.00,210.0,1.5364,67.766,1.5364,5.890,46.000,52.000,5.1
11-27 08:45,0.0000,24.15,6.00,210.0,1.5025,67.766,1.5025,5.760,46.000,52.000,5.1
11-27 09:15,0.0000,24.15,6.00,210.0,1.3153,129.489,1.3153,5.043,85.000,107.000,9.8
11-27 09:45,0.0000,24.15,6.00,210.0,1.2972,129.489,1.2972,4.973,85.000,107.000,9.8
11-27 10:15,0.0000,24.15,5.00,210.0,1.2773,100.216,1.2773,4.897,115.000,137.000,12.7
11-27 10:45,0.0000,24.15,5.00,210.0,1.2510,100.216,1.2510,4.796,115.000,137.000,12.7
11-27 11:15,0.0000,24.15,5.50,240.0,1.2323,47.000,1.2323,4.724,117.000,128.000,13.5
11-27 11:45,0.0000,24.15,5.50,240.0,1.2294,47.000,1.2294,4.713,117.000,128.000,13.5
11-27 12:15,0.0000,24.15,6.50,230.0,1.2348,14.121,1.2348,4.734,81.000,84.000,12.3
11-27 12:45,0.0000,24.15,6.50,230.0,1.2475,14.121,1.2475,4.783,81.000,84.000,12.3
11-27 13:15,0.0000,24.15,4.50,220.0,1.2572,12.801,1.2572,4.820,47.000,49.000,9.0
11-27 13:45,0.0000,24.15,4.50,220.0,1.2570,12.801,1.2570,4.819,47.000,49.000,9.0
11-27 14:15,0.0000,24.15,5.00,240.0,1.2661,14.448,1.2661,4.854,22.000,23.000,4.0
11-27 14:45,0.0000,24.15,5.00,240.0,1.2863,14.448,1.2863,4.932,22.000,23.000,4.0
11-27 15:15,0.0000,24.15,6.50,230.0,1.3031,0.000,1.3031,4.996,0.000,0.000,0.0
11-27 15:45,0.0000,24.15,6.50,230.0,1.3162,0.000,1.3162,5.046,0.000,0.000,0.0
11-27 16:15,0.0000,24.15,7.60,220.0,1.3261,0.000,1.3261,5.084,0.000,0.000,0.0
11-27 16:45,0.0000,24.15,7.60,220.0,1.3320,0.000,1.3320,5.107,0.000,0.000,0.0
11-27 17:15,0.0000,24.15,6.50,220.0,1.3345,0.000,1.3345,5.116,0.000,0.000,0.0
11-27 17:45,0.0000,24.15,6.50,220.0,1.3346,0.000,1.3346,5.117,0.000,0.000,0.0
11-27 18:15,0.0000,24.15,6.00,210.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-27 18:45,0.0000,24.15,6.00,210.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-27 19:15,0.0000,24.15,8.10,220.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-27 19:45,0.0000,24.15,8.10,220.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-27 20:15,0.0000,24.15,8.60,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-27 20:45,0.0000,24.15,8.60,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-27 21:15,0.0000,24.15,7.10,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-27 21:45,0.0000,24.15,7.10,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-27 22:15,0.0000,24.15,7.10,240.0,1.3343,0.000,1.3343,5.115,0.000,0.000,0.0
11-27 22:45,0.0000,24.15,7.10,240.0,1.3657,0.000,1.3657,5.236,0.000,0.000,0.0
11-27 23:15,0.0000,24.15,7.10,240.0,1.3980,0.000,1.3980,5.360,0.000,0.000,0.0
11-27 23:45,0.0000,24.15,7.10,240.0,1.3931,0.000,1.3931,5.341,0.000,0.000,0.0
11-28 00:15,0.0000,24.31,8.10,250.0,1.4222,0.000,1.4222,5.452,0.000,0.000,0.0
11-28 00:45,0.0000,24.31,8.10,250.0,1.4267,0.000,1.4267,5.470,0.000,0.000,0.0
11-28 01:15,0.0000,24.31,8.10,260.0,1.4287,0.000,1.4287,5.478,0.000,0.000,0.0
11-28 01:45,0.0000,24.31,8.10,260.0,1.4281,0.000,1.4281,5.475,0.000,0.000,0.0
11-28 02:15,0.0000,24.31,7.10,250.0,1.4315,0.000,1.4315,5.488,0.000,0.000,0.0
11-28 02:45,0.0000,24.31,7.10,250.0,1.4392,0.000,1.4392,5.518,0.000,0.000,0.0
11-28 03:15,0.0000,24.31,8.10,250.0,1.4431,0.000,1.4431,5.533,0.000,0.000,0.0
11-28 03:45,0.0000,24.31,8.10,250.0,1.4429,0.000,1.4429,5.532,0.000,0.000,0.0
11-28 04:15,0.0000,24.31,8.10,250.0,1.4353,0.000,1.4353,5.503,0.000,0.000,0.0
11-28 04:45,0.0000,24.31,8.10,250.0,1.4201,0.000,1.4201,5.444,0.000,0.000,0.0
11-28 05:15,0.0000,24.31,6.50,240.0,1.4166,0.000,1.4166,5.431,0.000,0.000,0.0
11-28 05:45,0.0000,24.31,6.50,240.0,1.4259,0.000,1.4259,5.467,0.000,0.000,0.0
11-28 06:15,0.0000,24.31,6.00,240.0,1.4306,0.000,1.4306,5.485,0.000,0.000,0.0
11-28 06:45,0.0000,24.31,6.00,240.0,1.4302,0.000,1.4302,5.483,0.000,0.000,0.0
