		System grid displaced elec. PV (kBtu/h)	Total grid disp. elec. PV CE (kgCO2/h)	Total CE (kgCO2/h)	Electricity (mu)	Gas (mu)	Renewables (mu)	Total nat. gas (kBtu/h)	Total electricity (kBtu/h)	Total grid displaced elec. PV (kBtu/h)	Total energy (kBtu/h)	Transformer Losses (kBtu/h)
												
Date	Time	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
	15:45	-0.001	-0.0	0.7	0.10	0.03	0.00	8.002	4.267	-0.001	12.268	0.000
	16:15	0.000	0.0	0.7	0.10	0.03	0.00	8.052	4.267	0.000	12.320	0.000
	16:45	0.000	0.0	0.7	0.10	0.03	0.00	8.029	4.267	0.000	12.296	0.000
	17:15	0.000	0.0	0.7	0.10	0.03	0.00	7.996	4.267	0.000	12.263	0.000
	17:45	0.000	0.0	0.7	0.10	0.03	0.00	7.957	4.267	0.000	12.224	0.000
	18:15	0.000	0.0	0.7	0.10	0.03	0.00	7.417	5.919	0.000	13.336	0.000
	18:45	0.000	0.0	0.7	0.10	0.03	0.00	7.477	5.919	0.000	13.396	0.000
	19:15	0.000	0.0	0.7	0.10	0.03	0.00	7.503	5.919	0.000	13.421	0.000
	19:45	0.000	0.0	0.7	0.10	0.03	0.00	7.496	5.919	0.000	13.415	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	7.497	5.069	0.000	12.567	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	7.520	5.069	0.000	12.589	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	7.576	5.069	0.000	12.645	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	7.663	5.069	0.000	12.732	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	8.586	5.649	0.000	14.235	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	8.583	5.649	0.000	14.233	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.603	3.135	0.000	11.738	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.348	3.135	0.000	11.483	0.000
Sat, 07/Jan	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.321	3.048	0.000	11.368	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.306	3.048	0.000	11.354	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.309	3.048	0.000	11.356	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.323	3.048	0.000	11.370	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.351	3.048	0.000	11.398	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.391	3.048	0.000	11.438	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.426	3.048	0.000	11.474	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.458	3.048	0.000	11.505	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.511	3.048	0.000	11.559	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.588	3.048	0.000	11.636	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.641	3.048	0.000	11.689	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.671	3.048	0.000	11.718	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	8.693	3.048	0.000	11.741	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	8.706	3.048	0.000	11.754	0.000
	07:15	0.000	0.0	0.7	0.06	0.03	0.00	8.701	3.048	0.000	11.749	0.000
	07:45	0.000	0.0	0.7	0.06	0.03	0.00	8.681	3.048	0.000	11.729	0.000
	08:15	-0.003	-0.0	0.8	0.06	0.03	0.00	8.705	5.068	-0.003	13.769	0.000
	08:45	-0.011	-0.0	0.8	0.06	0.03	0.00	8.729	5.068	-0.011	13.785	0.000
	09:15	-0.024	-0.0	0.7	0.06	0.03	0.00	8.098	4.267	-0.024	12.342	0.000
	09:45	-0.042	-0.0	0.7	0.06	0.03	0.00	8.044	4.267	-0.042	12.269	0.000
	10:15	-0.047	-0.0	0.7	0.06	0.03	0.00	7.956	4.267	-0.047	12.176	0.000
	10:45	-0.037	-0.0	0.7	0.06	0.03	0.00	7.825	4.267	-0.037	12.055	0.000
	11:15	-0.056	-0.0	0.7	0.06	0.03	0.00	7.729	4.267	-0.056	11.941	0.000
	11:45	-0.107	-0.0	0.7	0.06	0.03	0.00	7.555	4.267	-0.107	11.716	0.000
	12:15	-0.144	-0.0	0.6	0.06	0.03	0.00	7.248	4.267	-0.144	11.372	0.000
	12:45	-0.166	-0.0	0.6	0.06	0.03	0.00	6.901	4.267	-0.166	11.003	0.000
	13:15	-0.162	-0.0	0.6	0.06	0.03	0.00	6.586	4.267	-0.162	10.691	0.000
	13:45	-0.136	-0.0	0.6	0.06	0.03	0.00	6.391	4.267	-0.136	10.522	0.000
	14:15	-0.117	-0.0	0.6	0.06	0.03	0.00	6.433	4.267	-0.117	10.583	0.000
	14:45	-0.103	-0.0	0.6	0.06	0.03	0.00	6.690	4.267	-0.103	10.854	0.000
	15:15	-0.067	-0.0	0.6	0.06	0.03	0.00	7.085	4.267	-0.067	11.286	0.000
	15:45	-0.018	-0.0	0.7	0.06	0.03	0.00	7.629	4.267	-0.018	11.879	0.000
	16:15	0.000	0.0	0.7	0.06	0.03	0.00	7.997	4.267	0.000	12.265	0.000
	16:45	0.000	0.0	0.7	0.06	0.03	0.00	8.209	4.267	0.000	12.476	0.000
	17:15	0.000	0.0	0.7	0.06	0.03	0.00	8.330	4.267	0.000	12.598	0.000
	17:45	0.000	0.0	0.7	0.06	0.03	0.00	8.394	4.267	0.000	12.662	0.000
	18:15	0.000	0.0	0.8	0.06	0.03	0.00	7.893	5.919	0.000	13.812	0.000
	18:45	0.000	0.0	0.8	0.06	0.03	0.00	7.931	5.919	0.000	13.850	0.000
	19:15	0.000	0.0	0.8	0.06	0.03	0.00	7.973	5.919	0.000	13.892	0.000
	19:45	0.000	0.0	0.8	0.06	0.03	0.00	8.027	5.919	0.000	13.946	0.000
	20:15	0.000	0.0	0.7	0.06	0.03	0.00	8.092	5.069	0.000	13.161	0.000
	20:45	0.000	0.0	0.7	0.06	0.03	0.00	8.183	5.069	0.000	13.252	0.000
	21:15	0.000	0.0	0.8	0.06	0.03	0.00	8.267	5.069	0.000	13.336	0.000
	21:45	0.000	0.0	0.8	0.06	0.03	0.00	8.337	5.069	0.000	13.406	0.000
	22:15	0.000	0.0	0.8	0.06	0.03	0.00	9.281	5.649	0.000	14.930	0.000
	22:45	0.000	0.0	0.8	0.06	0.03	0.00	9.342	5.649	0.000	14.991	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	9.486	3.135	0.000	12.621	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	9.419	3.135	0.000	12.554	0.000
Sun, 08/Jan	00:15	0.000	0.0	0.7	0.06	0.03	0.00	9.499	3.048	0.000	12.547	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	9.502	3.048	0.000	12.550	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	9.520	3.048	0.000	12.567	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	9.551	3.048	0.000	12.599	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	9.591	3.048	0.000	12.639	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	9.640	3.048	0.000	12.687	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	9.690	3.048	0.000	12.738	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	9.742	3.048	0.000	12.790	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	9.777	3.048	0.000	12.825	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	9.796	3.048	0.000	12.843	0.000
	05:15	0.000	0.0	0.8	0.06	0.03	0.00	9.824	3.048	0.000	12.872	0.000
	05:45	0.000	0.0	0.8	0.06	0.03	0.00	9.862	3.048	0.000	12.910	0.000
	06:15	0.000	0.0	0.8	0.06	0.03	0.00	9.890	3.048	0.000	12.937	0.000
	06:45	0.000	0.0	0.8	0.06	0.03	0.00	9.908	3.048	0.000	12.955	0.000
	07:15	0.000	0.0	0.8	0.06	0.03	0.00	9.974	3.048	0.000	13.021	0.000
	07:45	0.000	0.0	0.8	0.06	0.03	0.00	10.088	3.048	0.000	13.135	0.000
	08:15	-0.010	-0.0	0.9	0.06	0.03	0.00	10.139	5.068	-0.010	15.197	0.000
	08:45	-0.034	-0.0	0.9	0.06	0.03	0.00	10.081	5.068	-0.034	15.115	0.000
	09:15	-0.054	-0.0	0.8	0.06	0.03	0.00	9.324	4.267	-0.054	13.538	0.000
	09:45	-0.058	-0.0	0.8	0.06	0.03	0.00	9.093	4.267	-0.058	13.302	0.000
	10:15	-0.071	-0.0	0.7	0.06	0.03	0.00	8.920	4.267	-0.071	13.116	0.000
	10:45	-0.099	-0.0	0.7	0.06	0.03	0.00	8.763	4.267	-0.099	12.931	0.000
	11:15	-0.113	-0.0	0.7	0.06	0.03	0.00	8.518	4.267	-0.113	12.673	0.000
	11:45	-0.109	-0.0	0.7	0.06	0.03	0.00	8.261	4.267	-0.109	12.419	0.000
	12:15	-0.108	-0.0	0.7	0.06	0.03	0.00	8.057	4.267	-0.108	12.216	0.000
	12:45	-0.110	-0.0	0.7	0.06	0.03	0.00	7.887	4.267	-0.110	12.044	0.000
	13:15	-0.108	-0.0	0.7	0.06	0.03	0.00	7.736	4.267	-0.108	11.895	0.000
	13:45	-0.102	-0.0	0.7	0.06	0.03	0.00	7.600	4.267	-0.102	11.766	0.000
	14:15	-0.084	-0.0	0.7	0.06	0.03	0.00	7.651	4.267	-0.084	11.835	0.000
	14:45	-0.056	-0.0	0.7	0.06	0.03	0.00	7.970	4.267	-0.056	12.181	0.000
	15:15	-0.031	-0.0	0.7	0.06	0.03	0.00	8.382	4.267	-0.031	12.618	0.000
	15:45	-0.009	-0.0	0.7	0.06	0.03	0.00	8.841	4.267	-0.009	13.100	0.000
	16:15	0.000	0.0	0.8	0.06	0.03	0.00	9.144	4.267	0.000	13.411	0.000
	16:45	0.000	0.0	0.8	0.06	0.03	0.00	9.298	4.267	0.000	13.565	0.000
	17:15	0.000	0.0	0.8	0.06	0.03	0.00	9.417	4.267	0.000	13.685	0.000
	17:45	0.000	0.0	0.8	0.06	0.03	0.00	9.519	4.267	0.000	13.786	0.000
	18:15	0.000	0.0	0.8	0.06	0.03	0.00	9.071	5.919	0.000	14.990	0.000
	18:45	0.000	0.0	0.8	0.06	0.03	0.00	9.177	5.919	0.000	15.096	0.000
	19:15	0.000	0.0	0.9	0.06	0.03	0.00	9.265	5.919	0.000	15.184	0.000
	19:45	0.000	0.0	0.9	0.06	0.03	0.00	9.339	5.919	0.000	15.258	0.000
	20:15	0.000	0.0	0.8	0.06	0.03	0.00	9.378	5.069	0.000	14.448	0.000
	20:45	0.000	0.0	0.8	0.06	0.03	0.00	9.399	5.069	0.000	14.468	0.000
	21:15	0.000	0.0	0.8	0.06	0.03	0.00	9.419	5.069	0.000	14.488	0.000
	21:45	0.000	0.0	0.8	0.06	0.03	0.00	9.432	5.069	0.000	14.501	0.000
	22:15	0.000	0.0	0.9	0.06	0.03	0.00	10.312	5.649	0.000	15.961	0.000
	22:45	0.000	0.0	0.9	0.06	0.03	0.00	10.300	5.649	0.000	15.949	0.000
	23:15	0.000	0.0	0.8	0.06	0.03	0.00	10.423	3.135	0.000	13.558	0.000
	23:45	0.000	0.0	0.8	0.06	0.03	0.00	10.388	3.135	0.000	13.523	0.000
Mon, 09/Jan	00:15	0.000	0.0	0.8	0.06	0.03	0.00	10.509	3.048	0.000	13.556	0.000
	00:45	0.000	0.0	0.8	0.06	0.03	0.00	10.564	3.048	0.000	13.611	0.000
	01:15	0.000	0.0	0.8	0.06	0.03	0.00	10.556	3.048	0.000	13.604	0.000
	01:45	0.000	0.0	0.8	0.06	0.03	0.00	10.482	3.048	0.000	13.529	0.000
	02:15	0.000	0.0	0.8	0.06	0.03	0.00	10.522	3.048	0.000	13.569	0.000
	02:45	0.000	0.0	0.8	0.06	0.03	0.00	10.675	3.048	0.000	13.723	0.000
	03:15	0.000	0.0	0.8	0.06	0.03	0.00	10.805	3.048	0.000	13.853	0.000
	03:45	0.000	0.0	0.8	0.06	0.03	0.00	10.913	3.048	0.000	13.961	0.000
	04:15	0.000	0.0	0.8	0.06	0.03	0.00	10.976	3.048	0.000	14.024	0.000
	04:45	0.000	0.0	0.8	0.06	0.03	0.00	11.035	3.048	0.000	14.082	0.000
	05:15	0.000	0.0	0.8	0.06	0.03	0.00	11.115	3.048	0.000	14.163	0.000
	05:45	0.000	0.0	0.8	0.06	0.03	0.00	11.212	3.048	0.000	14.259	0.000
	06:15	0.000	0.0	0.8	0.06	0.03	0.00	11.243	3.048	0.000	14.291	0.000
	06:45	0.000	0.0	0.8	0.06	0.03	0.00	11.217	3.048	0.000	14.265	0.000
	07:15	0.000	0.0	0.8	0.10	0.03	0.00	11.181	3.048	0.000	14.229	0.000
	07:45	0.000	0.0	0.8	0.10	0.03	0.00	11.134	3.048	0.000	14.181	0.000
	08:15	-0.002	-0.0	0.9	0.10	0.03	0.00	10.999	5.068	-0.002	16.065	0.000
	08:45	-0.005	-0.0	0.9	0.10	0.03	0.00	10.951	5.068	-0.005	16.013	0.000
	09:15	-0.010	-0.0	0.8	0.10	0.03	0.00	10.284	4.267	-0.010	14.542	0.000
	09:45	-0.013	-0.0	0.8	0.10	0.03	0.00	10.231	4.267	-0.013	14.485	0.000
	10:15	-0.017	-0.0	0.8	0.10	0.03	0.00	10.145	4.267	-0.017	14.395	0.000
	10:45	-0.022	-0.0	0.8	0.10	0.03	0.00	9.999	4.267	-0.022	14.244	0.000
	11:15	-0.032	-0.0	0.8	0.10	0.03	0.00	9.890	4.267	-0.032	14.126	0.000
	11:45	-0.047	-0.0	0.8	0.10	0.03	0.00	9.809	4.267	-0.047	14.030	0.000
	12:15	-0.052	-0.0	0.8	0.10	0.03	0.00	9.756	4.267	-0.052	13.971	0.000
	12:45	-0.048	-0.0	0.8	0.10	0.03	0.00	9.766	4.267	-0.048	13.986	0.000
	13:15	-0.045	-0.0	0.8	0.10	0.03	0.00	9.722	4.267	-0.045	13.945	0.000
	13:45	-0.043	-0.0	0.8	0.10	0.03	0.00	9.615	4.267	-0.043	13.839	0.000
	14:15	-0.035	-0.0	0.8	0.10	0.03	0.00	9.600	4.267	-0.035	13.833	0.000
	14:45	-0.020	-0.0	0.8	0.10	0.03	0.00	9.697	4.267	-0.020	13.945	0.000
	15:15	-0.010	-0.0	0.8	0.10	0.03	0.00	9.823	4.267	-0.010	14.080	0.000
	15:45	-0.003	-0.0	0.8	0.10	0.03	0.00	9.953	4.267	-0.003	14.217	0.000
	16:15	0.000	0.0	0.8	0.10	0.03	0.00	10.086	4.267	0.000	14.354	0.000
	16:45	0.000	0.0	0.8	0.10	0.03	0.00	10.220	4.267	0.000	14.487	0.000
	17:15	0.000	0.0	0.8	0.10	0.03	0.00	10.284	4.267	0.000	14.551	0.000
	17:45	0.000	0.0	0.8	0.10	0.03	0.00	10.286	4.267	0.000	14.553	0.000
	18:15	0.000	0.0	0.9	0.10	0.03	0.00	9.683	5.919	0.000	15.602	0.000
	18:45	0.000	0.0	0.9	0.10	0.03	0.00	9.574	5.919	0.000	15.493	0.000
	19:15	0.000	0.0	0.9	0.10	0.03	0.00	9.452	5.919	0.000	15.371	0.000
	19:45	0.000	0.0	0.9	0.10	0.03	0.00	9.325	5.919	0.000	15.244	0.000
	20:15	0.000	0.0	0.8	0.10	0.03	0.00	9.264	5.069	0.000	14.333	0.000
	20:45	0.000	0.0	0.8	0.10	0.03	0.00	9.285	5.069	0.000	14.355	0.000
	21:15	0.000	0.0	0.8	0.10	0.03	0.00	9.356	5.069	0.000	14.425	0.000
	21:45	0.000	0.0	0.8	0.10	0.03	0.00	9.467	5.069	0.000	14.536	0.000
	22:15	0.000	0.0	0.9	0.10	0.03	0.00	10.369	5.649	0.000	16.018	0.000
	22:45	0.000	0.0	0.9	0.10	0.03	0.00	10.301	5.649	0.000	15.951	0.000
	23:15	0.000	0.0	0.8	0.06	0.03	0.00	10.363	3.135	0.000	13.498	0.000
	23:45	0.000	0.0	0.8	0.06	0.03	0.00	10.261	3.135	0.000	13.396	0.000
Tue, 10/Jan	00:15	0.000	0.0	0.8	0.06	0.03	0.00	10.293	3.048	0.000	13.341	0.000
	00:45	0.000	0.0	0.8	0.06	0.03	0.00	10.236	3.048	0.000	13.284	0.000
	01:15	0.000	0.0	0.8	0.06	0.03	0.00	10.198	3.048	0.000	13.246	0.000
	01:45	0.000	0.0	0.8	0.06	0.03	0.00	10.178	3.048	0.000	13.226	0.000
	02:15	0.000	0.0	0.8	0.06	0.03	0.00	10.107	3.048	0.000	13.155	0.000
	02:45	0.000	0.0	0.8	0.06	0.03	0.00	9.993	3.048	0.000	13.040	0.000
	03:15	0.000	0.0	0.8	0.06	0.03	0.00	9.916	3.048	0.000	12.964	0.000
	03:45	0.000	0.0	0.8	0.06	0.03	0.00	9.877	3.048	0.000	12.925	0.000
	04:15	0.000	0.0	0.8	0.06	0.03	0.00	9.875	3.048	0.000	12.923	0.000
	04:45	0.000	0.0	0.8	0.06	0.03	0.00	9.908	3.048	0.000	12.955	0.000
	05:15	0.000	0.0	0.8	0.06	0.03	0.00	9.925	3.048	0.000	12.972	0.000
	05:45	0.000	0.0	0.8	0.06	0.03	0.00	9.926	3.048	0.000	12.973	0.000
	06:15	0.000	0.0	0.8	0.06	0.03	0.00	9.975	3.048	0.000	13.022	0.000
	06:45	0.000	0.0	0.8	0.06	0.03	0.00	10.074	3.048	0.000	13.121	0.000
	07:15	0.000	0.0	0.8	0.10	0.03	0.00	10.118	3.048	0.000	13.166	0.000
	07:45	0.000	0.0	0.8	0.10	0.03	0.00	10.107	3.048	0.000	13.155	0.000
	08:15	-0.001	-0.0	0.9	0.10	0.03	0.00	10.076	5.068	-0.001	15.142	0.000
	08:45	-0.004	-0.0	0.9	0.10	0.03	0.00	9.982	5.068	-0.004	15.045	0.000
	09:15	-0.008	-0.0	0.8	0.10	0.03	0.00	9.318	4.267	-0.008	13.578	0.000
	09:45	-0.011	-0.0	0.8	0.10	0.03	0.00	9.314	4.267	-0.011	13.571	0.000
	10:15	-0.022	-0.0	0.8	0.10	0.03	0.00	9.340	4.267	-0.022	13.585	0.000
	10:45	-0.042	-0.0	0.8	0.10	0.03	0.00	9.356	4.267	-0.042	13.581	0.000
	11:15	-0.047	-0.0	0.8	0.10	0.03	0.00	9.351	4.267	-0.047	13.571	0.000
	11:45	-0.035	-0.0	0.8	0.10	0.03	0.00	9.375	4.267	-0.035	13.607	0.000
	12:15	-0.029	-0.0	0.8	0.10	0.03	0.00	9.429	4.267	-0.029	13.668	0.000
	12:45	-0.028	-0.0	0.8	0.10	0.03	0.00	9.484	4.267	-0.028	13.724	0.000
	13:15	-0.030	-0.0	0.8	0.10	0.03	0.00	9.535	4.267	-0.030	13.772	0.000
	13:45	-0.036	-0.0	0.8	0.10	0.03	0.00	9.566	4.267	-0.036	13.798	0.000
	14:15	-0.036	-0.0	0.8	0.10	0.03	0.00	9.617	4.267	-0.036	13.848	0.000
	14:45	-0.029	-0.0	0.8	0.10	0.03	0.00	9.726	4.267	-0.029	13.965	0.000
	15:15	-0.018	-0.0	0.8	0.10	0.03	0.00	9.825	4.267	-0.018	14.074	0.000
	15:45	-0.005	-0.0	0.8	0.10	0.03	0.00	9.904	4.267	-0.005	14.165	0.000
	16:15	0.000	0.0	0.8	0.10	0.03	0.00	9.980	4.267	0.000	14.247	0.000
	16:45	0.000	0.0	0.8	0.10	0.03	0.00	10.052	4.267	0.000	14.320	0.000
	17:15	0.000	0.0	0.8	0.10	0.03	0.00	10.099	4.267	0.000	14.367	0.000
	17:45	0.000	0.0	0.8	0.10	0.03	0.00	10.125	4.267	0.000	14.393	0.000
	18:15	0.000	0.0	0.9	0.10	0.03	0.00	9.596	5.919	0.000	15.515	0.000
	18:45	0.000	0.0	0.9	0.10	0.03	0.00	9.610	5.919	0.000	15.529	0.000
	19:15	0.000	0.0	0.9	0.10	0.03	0.00	9.644	5.919	0.000	15.562	0.000
	19:45	0.000	0.0	0.9	0.10	0.03	0.00	9.701	5.919	0.000	15.620	0.000
	20:15	0.000	0.0	0.8	0.10	0.03	0.00	9.744	5.069	0.000	14.814	0.000
	20:45	0.000	0.0	0.8	0.10	0.03	0.00	9.788	5.069	0.000	14.857	0.000
	21:15	0.000	0.0	0.8	0.10	0.03	0.00	9.856	5.069	0.000	14.925	0.000
	21:45	0.000	0.0	0.9	0.10	0.03	0.00	9.942	5.069	0.000	15.012	0.000
	22:15	0.000	0.0	0.9	0.10	0.03	0.00	10.846	5.649	0.000	16.496	0.000
	22:45	0.000	0.0	0.9	0.10	0.03	0.00	10.809	5.649	0.000	16.459	0.000
	23:15	0.000	0.0	0.8	0.06	0.03	0.00	10.908	3.135	0.000	14.043	0.000
	23:45	0.000	0.0	0.8	0.06	0.03	0.00	10.843	3.135	0.000	13.978	0.000
Wed, 11/Jan	00:15	0.000	0.0	0.8	0.06	0.03	0.00	10.921	3.048	0.000	13.969	0.000
	00:45	0.000	0.0	0.8	0.06	0.03	0.00	10.927	3.048	0.000	13.974	0.000
	01:15	0.000	0.0	0.8	0.06	0.03	0.00	11.005	3.048	0.000	14.053	0.000
	01:45	0.000	0.0	0.8	0.06	0.03	0.00	11.103	3.048	0.000	14.150	0.000
	02:15	0.000	0.0	0.8	0.06	0.03	0.00	11.160	3.048	0.000	14.207	0.000
	02:45	0.000	0.0	0.8	0.06	0.03	0.00	11.176	3.048	0.000	14.224	0.000
	03:15	0.000	0.0	0.8	0.06	0.03	0.00	11.188	3.048	0.000	14.236	0.000
	03:45	0.000	0.0	0.8	0.06	0.03	0.00	11.198	3.048	0.000	14.246	0.000
	04:15	0.000	0.0	0.8	0.06	0.03	0.00	11.236	3.048	0.000	14.283	0.000
	04:45	0.000	0.0	0.8	0.06	0.03	0.00	11.298	3.048	0.000	14.345	0.000
	05:15	0.000	0.0	0.8	0.06	0.03	0.00	11.329	3.048	0.000	14.377	0.000
	05:45	0.000	0.0	0.8	0.06	0.03	0.00	11.339	3.048	0.000	14.387	0.000
	06:15	0.000	0.0	0.8	0.06	0.03	0.00	11.404	3.048	0.000	14.452	0.000
	06:45	0.000	0.0	0.9	0.06	0.03	0.00	11.520	3.048	0.000	14.567	0.000
	07:15	0.000	0.0	0.9	0.10	0.03	0.00	11.660	3.048	0.000	14.707	0.000
	07:45	0.000	0.0	0.9	0.10	0.03	0.00	11.828	3.048	0.000	14.875	0.000
	08:15	-0.002	-0.0	1.0	0.10	0.03	0.00	11.507	5.068	-0.002	16.573	0.000
	08:45	-0.006	-0.0	0.9	0.10	0.03	0.00	11.316	5.068	-0.006	16.378	0.000
	09:15	-0.015	-0.0	0.9	0.10	0.03	0.00	10.574	4.267	-0.015	14.827	0.000
	09:45	-0.032	-0.0	0.8	0.10	0.03	0.00	10.515	4.267	-0.032	14.750	0.000
	10:15	-0.060	-0.0	0.8	0.10	0.03	0.00	10.503	4.267	-0.060	14.710	0.000
	10:45	-0.099	-0.0	0.8	0.10	0.03	0.00	10.477	4.267	-0.099	14.646	0.000
	11:15	-0.096	-0.0	0.8	0.10	0.03	0.00	10.402	4.267	-0.096	14.574	0.000
	11:45	-0.044	-0.0	0.8	0.10	0.03	0.00	10.451	4.267	-0.044	14.674	0.000
	12:15	-0.020	-0.0	0.9	0.10	0.03	0.00	10.631	4.267	-0.020	14.879	0.000
	12:45	-0.025	-0.0	0.9	0.10	0.03	0.00	10.809	4.267	-0.025	15.052	0.000
	13:15	-0.050	-0.0	0.9	0.10	0.03	0.00	10.768	4.267	-0.050	14.985	0.000
	13:45	-0.090	-0.0	0.8	0.10	0.03	0.00	10.382	4.267	-0.090	14.559	0.000
	14:15	-0.090	-0.0	0.8	0.10	0.03	0.00	10.240	4.267	-0.090	14.418	0.000
	14:45	-0.059	-0.0	0.9	0.10	0.03	0.00	10.558	4.267	-0.059	14.766	0.000
	15:15	-0.032	-0.0	0.9	0.10	0.03	0.00	10.873	4.267	-0.032	15.108	0.000
	15:45	-0.009	-0.0	0.9	0.10	0.03	0.00	11.074	4.267	-0.009	15.332	0.000
	16:15	0.000	0.0	0.9	0.10	0.03	0.00	11.251	4.267	0.000	15.519	0.000
	16:45	0.000	0.0	0.9	0.10	0.03	0.00	11.445	4.267	0.000	15.713	0.000
	17:15	0.000	0.0	0.9	0.10	0.03	0.00	11.576	4.267	0.000	15.844	0.000
	17:45	0.000	0.0	0.9	0.10	0.03	0.00	11.662	4.267	0.000	15.929	0.000
	18:15	0.000	0.0	1.0	0.10	0.03	0.00	11.043	5.919	0.000	16.962	0.000
	18:45	0.000	0.0	1.0	0.10	0.03	0.00	10.996	5.919	0.000	16.914	0.000
	19:15	0.000	0.0	1.0	0.10	0.03	0.00	10.955	5.919	0.000	16.874	0.000
	19:45	0.000	0.0	1.0	0.10	0.03	0.00	10.929	5.919	0.000	16.848	0.000
	20:15	0.000	0.0	0.9	0.10	0.03	0.00	10.869	5.069	0.000	15.939	0.000
	20:45	0.000	0.0	0.9	0.10	0.03	0.00	10.788	5.069	0.000	15.858	0.000
	21:15	0.000	0.0	0.9	0.10	0.03	0.00	10.801	5.069	0.000	15.870	0.000
	21:45	0.000	0.0	0.9	0.10	0.03	0.00	10.905	5.069	0.000	15.974	0.000
	22:15	0.000	0.0	1.0	0.10	0.03	0.00	11.594	5.649	0.000	17.244	0.000
	22:45	0.000	0.0	1.0	0.10	0.03	0.00	11.582	5.649	0.000	17.231	0.000
	23:15	0.000	0.0	0.9	0.06	0.03	0.00	11.951	3.135	0.000	15.085	0.000
	23:45	0.000	0.0	0.9	0.06	0.03	0.00	11.895	3.135	0.000	15.030	0.000
Thu, 12/Jan	00:15	0.000	0.0	0.9	0.06	0.03	0.00	11.967	3.048	0.000	15.015	0.000
	00:45	0.000	0.0	0.9	0.06	0.03	0.00	11.989	3.048	0.000	15.036	0.000
	01:15	0.000	0.0	0.9	0.06	0.03	0.00	12.027	3.048	0.000	15.075	0.000
	01:45	0.000	0.0	0.9	0.06	0.03	0.00	12.083	3.048	0.000	15.131	0.000
	02:15	0.000	0.0	0.9	0.06	0.03	0.00	12.149	3.048	0.000	15.197	0.000
	02:45	0.000	0.0	0.9	0.06	0.03	0.00	12.226	3.048	0.000	15.274	0.000
	03:15	0.000	0.0	0.9	0.06	0.03	0.00	12.203	3.048	0.000	15.251	0.000
	03:45	0.000	0.0	0.9	0.06	0.03	0.00	12.079	3.048	0.000	15.127	0.000
	04:15	0.000	0.0	0.9	0.06	0.03	0.00	12.095	3.048	0.000	15.143	0.000
	04:45	0.000	0.0	0.9	0.06	0.03	0.00	12.251	3.048	0.000	15.298	0.000
	05:15	0.000	0.0	0.9	0.06	0.03	0.00	12.345	3.048	0.000	15.393	0.000
	05:45	0.000	0.0	0.9	0.06	0.03	0.00	12.384	3.048	0.000	15.431	0.000
	06:15	0.000	0.0	0.9	0.06	0.03	0.00	12.402	3.048	0.000	15.449	0.000
	06:45	0.000	0.0	0.9	0.06	0.03	0.00	12.395	3.048	0.000	15.443	0.000
