		System grid displaced elec. PV (kBtu/h)	Total grid disp. elec. PV CE (kgCO2/h)	Total CE (kgCO2/h)	Electricity (mu)	Gas (mu)	Renewables (mu)	Total nat. gas (kBtu/h)	Total electricity (kBtu/h)	Total grid displaced elec. PV (kBtu/h)	Total energy (kBtu/h)	Transformer Losses (kBtu/h)
												
Date	Time	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
	22:45	0.000	0.0	0.7	0.10	0.03	0.00	7.400	5.649	0.000	13.049	0.000
	23:15	0.000	0.0	0.6	0.06	0.03	0.00	7.512	3.135	0.000	10.647	0.000
	23:45	0.000	0.0	0.6	0.06	0.03	0.00	7.501	3.135	0.000	10.635	0.000
Wed, 13/Dec	00:15	0.000	0.0	0.6	0.06	0.03	0.00	7.607	3.048	0.000	10.655	0.000
	00:45	0.000	0.0	0.6	0.06	0.03	0.00	7.605	3.048	0.000	10.653	0.000
	01:15	0.000	0.0	0.6	0.06	0.03	0.00	7.597	3.048	0.000	10.645	0.000
	01:45	0.000	0.0	0.6	0.06	0.03	0.00	7.581	3.048	0.000	10.629	0.000
	02:15	0.000	0.0	0.6	0.06	0.03	0.00	7.556	3.048	0.000	10.603	0.000
	02:45	0.000	0.0	0.6	0.06	0.03	0.00	7.520	3.048	0.000	10.567	0.000
	03:15	0.000	0.0	0.6	0.06	0.03	0.00	7.500	3.048	0.000	10.547	0.000
	03:45	0.000	0.0	0.6	0.06	0.03	0.00	7.496	3.048	0.000	10.544	0.000
	04:15	0.000	0.0	0.6	0.06	0.03	0.00	7.472	3.048	0.000	10.520	0.000
	04:45	0.000	0.0	0.6	0.06	0.03	0.00	7.427	3.048	0.000	10.475	0.000
	05:15	0.000	0.0	0.6	0.06	0.03	0.00	7.392	3.048	0.000	10.439	0.000
	05:45	0.000	0.0	0.6	0.06	0.03	0.00	7.366	3.048	0.000	10.413	0.000
	06:15	0.000	0.0	0.6	0.06	0.03	0.00	7.362	3.048	0.000	10.409	0.000
	06:45	0.000	0.0	0.6	0.06	0.03	0.00	7.380	3.048	0.000	10.428	0.000
	07:15	0.000	0.0	0.6	0.10	0.03	0.00	7.417	3.048	0.000	10.465	0.000
	07:45	0.000	0.0	0.6	0.10	0.03	0.00	7.472	3.048	0.000	10.520	0.000
	08:15	-0.001	-0.0	0.7	0.10	0.03	0.00	7.498	5.068	-0.001	12.564	0.000
	08:45	-0.004	-0.0	0.7	0.10	0.03	0.00	7.448	5.068	-0.004	12.512	0.000
	09:15	-0.011	-0.0	0.6	0.10	0.03	0.00	6.831	4.267	-0.011	11.087	0.000
	09:45	-0.024	-0.0	0.6	0.10	0.03	0.00	6.889	4.267	-0.024	11.133	0.000
	10:15	-0.079	-0.0	0.6	0.10	0.03	0.00	6.814	4.267	-0.079	11.003	0.000
	10:45	-0.184	-0.0	0.6	0.10	0.03	0.00	6.414	4.267	-0.184	10.498	0.000
	11:15	-0.198	-0.0	0.6	0.10	0.03	0.00	5.908	4.267	-0.198	9.977	0.000
	11:45	-0.109	-0.0	0.6	0.10	0.03	0.00	5.868	4.267	-0.109	10.026	0.000
	12:15	-0.058	-0.0	0.6	0.10	0.03	0.00	5.998	4.267	-0.058	10.207	0.000
	12:45	-0.051	-0.0	0.6	0.10	0.03	0.00	5.991	4.267	-0.051	10.208	0.000
	13:15	-0.041	-0.0	0.6	0.10	0.03	0.00	6.101	4.267	-0.041	10.328	0.000
	13:45	-0.029	-0.0	0.6	0.10	0.03	0.00	6.369	4.267	-0.029	10.608	0.000
	14:15	-0.019	-0.0	0.6	0.10	0.03	0.00	6.580	4.267	-0.019	10.829	0.000
	14:45	-0.011	-0.0	0.6	0.10	0.03	0.00	6.707	4.267	-0.011	10.963	0.000
	15:15	-0.006	-0.0	0.6	0.10	0.03	0.00	6.806	4.267	-0.006	11.068	0.000
	15:45	-0.002	-0.0	0.6	0.10	0.03	0.00	6.883	4.267	-0.002	11.149	0.000
	16:15	0.000	0.0	0.6	0.10	0.03	0.00	6.938	4.267	0.000	11.205	0.000
	16:45	0.000	0.0	0.6	0.10	0.03	0.00	6.970	4.267	0.000	11.237	0.000
	17:15	0.000	0.0	0.6	0.10	0.03	0.00	7.033	4.267	0.000	11.300	0.000
	17:45	0.000	0.0	0.6	0.10	0.03	0.00	7.131	4.267	0.000	11.398	0.000
	18:15	0.000	0.0	0.7	0.10	0.03	0.00	6.684	5.919	0.000	12.602	0.000
	18:45	0.000	0.0	0.7	0.10	0.03	0.00	6.789	5.919	0.000	12.708	0.000
	19:15	0.000	0.0	0.7	0.10	0.03	0.00	6.918	5.919	0.000	12.837	0.000
	19:45	0.000	0.0	0.7	0.10	0.03	0.00	7.077	5.919	0.000	12.996	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	7.218	5.069	0.000	12.287	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	7.353	5.069	0.000	12.422	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	7.430	5.069	0.000	12.499	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	7.457	5.069	0.000	12.527	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	8.356	5.649	0.000	14.006	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	8.346	5.649	0.000	13.995	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.452	3.135	0.000	11.586	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.381	3.135	0.000	11.516	0.000
Thu, 14/Dec	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.496	3.048	0.000	11.544	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.574	3.048	0.000	11.622	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.622	3.048	0.000	11.670	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.638	3.048	0.000	11.685	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.632	3.048	0.000	11.679	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.603	3.048	0.000	11.650	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.679	3.048	0.000	11.727	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.865	3.048	0.000	11.913	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.953	3.048	0.000	12.000	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.936	3.048	0.000	11.984	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.919	3.048	0.000	11.966	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.904	3.048	0.000	11.951	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	8.892	3.048	0.000	11.940	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	8.885	3.048	0.000	11.932	0.000
	07:15	0.000	0.0	0.7	0.10	0.03	0.00	8.951	3.048	0.000	11.999	0.000
	07:45	0.000	0.0	0.7	0.10	0.03	0.00	9.093	3.048	0.000	12.140	0.000
	08:15	-0.003	-0.0	0.8	0.10	0.03	0.00	9.242	5.068	-0.003	14.306	0.000
	08:45	-0.010	-0.0	0.8	0.10	0.03	0.00	9.348	5.068	-0.010	14.406	0.000
	09:15	-0.021	-0.0	0.7	0.10	0.03	0.00	8.578	4.267	-0.021	12.824	0.000
	09:45	-0.037	-0.0	0.7	0.10	0.03	0.00	8.170	4.267	-0.037	12.401	0.000
	10:15	-0.058	-0.0	0.7	0.10	0.03	0.00	7.894	4.267	-0.058	12.104	0.000
	10:45	-0.086	-0.0	0.7	0.10	0.03	0.00	7.694	4.267	-0.086	11.875	0.000
	11:15	-0.102	-0.0	0.7	0.10	0.03	0.00	7.465	4.267	-0.102	11.630	0.000
	11:45	-0.105	-0.0	0.6	0.10	0.03	0.00	7.284	4.267	-0.105	11.446	0.000
	12:15	-0.102	-0.0	0.6	0.10	0.03	0.00	7.120	4.267	-0.102	11.285	0.000
	12:45	-0.094	-0.0	0.6	0.10	0.03	0.00	7.000	4.267	-0.094	11.173	0.000
	13:15	-0.078	-0.0	0.6	0.10	0.03	0.00	6.967	4.267	-0.078	11.157	0.000
	13:45	-0.056	-0.0	0.6	0.10	0.03	0.00	7.050	4.267	-0.056	11.261	0.000
	14:15	-0.036	-0.0	0.6	0.10	0.03	0.00	7.238	4.267	-0.036	11.469	0.000
	14:45	-0.020	-0.0	0.7	0.10	0.03	0.00	7.473	4.267	-0.020	11.721	0.000
	15:15	-0.009	-0.0	0.7	0.10	0.03	0.00	7.795	4.267	-0.009	12.053	0.000
	15:45	-0.003	-0.0	0.7	0.10	0.03	0.00	8.210	4.267	-0.003	12.474	0.000
	16:15	0.000	0.0	0.7	0.10	0.03	0.00	8.437	4.267	0.000	12.704	0.000
	16:45	0.000	0.0	0.7	0.10	0.03	0.00	8.475	4.267	0.000	12.742	0.000
	17:15	0.000	0.0	0.7	0.10	0.03	0.00	8.561	4.267	0.000	12.829	0.000
	17:45	0.000	0.0	0.7	0.10	0.03	0.00	8.703	4.267	0.000	12.970	0.000
	18:15	0.000	0.0	0.8	0.10	0.03	0.00	8.232	5.919	0.000	14.151	0.000
	18:45	0.000	0.0	0.8	0.10	0.03	0.00	8.249	5.919	0.000	14.167	0.000
	19:15	0.000	0.0	0.8	0.10	0.03	0.00	8.301	5.919	0.000	14.220	0.000
	19:45	0.000	0.0	0.8	0.10	0.03	0.00	8.395	5.919	0.000	14.314	0.000
	20:15	0.000	0.0	0.8	0.10	0.03	0.00	8.478	5.069	0.000	13.547	0.000
	20:45	0.000	0.0	0.8	0.10	0.03	0.00	8.562	5.069	0.000	13.631	0.000
	21:15	0.000	0.0	0.8	0.10	0.03	0.00	8.636	5.069	0.000	13.705	0.000
	21:45	0.000	0.0	0.8	0.10	0.03	0.00	8.697	5.069	0.000	13.766	0.000
	22:15	0.000	0.0	0.9	0.10	0.03	0.00	9.549	5.649	0.000	15.199	0.000
	22:45	0.000	0.0	0.9	0.10	0.03	0.00	9.434	5.649	0.000	15.084	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	9.522	3.135	0.000	12.657	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	9.519	3.135	0.000	12.653	0.000
Fri, 15/Dec	00:15	0.000	0.0	0.7	0.06	0.03	0.00	9.534	3.048	0.000	12.582	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	9.340	3.048	0.000	12.388	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	9.222	3.048	0.000	12.269	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	9.182	3.048	0.000	12.230	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	9.081	3.048	0.000	12.128	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.912	3.048	0.000	11.959	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.881	3.048	0.000	11.929	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.996	3.048	0.000	12.044	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.992	3.048	0.000	12.040	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.862	3.048	0.000	11.910	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.766	3.048	0.000	11.814	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.708	3.048	0.000	11.756	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	8.683	3.048	0.000	11.731	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	8.693	3.048	0.000	11.740	0.000
	07:15	0.000	0.0	0.7	0.10	0.03	0.00	8.662	3.048	0.000	11.709	0.000
	07:45	0.000	0.0	0.7	0.10	0.03	0.00	8.587	3.048	0.000	11.635	0.000
	08:15	-0.000	-0.0	0.8	0.10	0.03	0.00	8.550	5.068	-0.000	13.617	0.000
	08:45	-0.001	-0.0	0.8	0.10	0.03	0.00	8.511	5.068	-0.001	13.578	0.000
	09:15	-0.003	-0.0	0.7	0.10	0.03	0.00	7.844	4.267	-0.003	12.109	0.000
	09:45	-0.007	-0.0	0.7	0.10	0.03	0.00	7.778	4.267	-0.007	12.039	0.000
	10:15	-0.011	-0.0	0.7	0.10	0.03	0.00	7.724	4.267	-0.011	11.981	0.000
	10:45	-0.014	-0.0	0.7	0.10	0.03	0.00	7.662	4.267	-0.014	11.915	0.000
	11:15	-0.018	-0.0	0.7	0.10	0.03	0.00	7.576	4.267	-0.018	11.825	0.000
	11:45	-0.022	-0.0	0.7	0.10	0.03	0.00	7.465	4.267	-0.022	11.710	0.000
	12:15	-0.027	-0.0	0.7	0.10	0.03	0.00	7.279	4.267	-0.027	11.519	0.000
	12:45	-0.033	-0.0	0.6	0.10	0.03	0.00	7.012	4.267	-0.033	11.246	0.000
	13:15	-0.039	-0.0	0.6	0.10	0.03	0.00	6.859	4.267	-0.039	11.088	0.000
	13:45	-0.044	-0.0	0.6	0.10	0.03	0.00	6.816	4.267	-0.044	11.039	0.000
	14:15	-0.035	-0.0	0.6	0.10	0.03	0.00	6.898	4.267	-0.035	11.130	0.000
	14:45	-0.016	-0.0	0.6	0.10	0.03	0.00	7.160	4.267	-0.016	11.411	0.000
	15:15	-0.006	-0.0	0.7	0.10	0.03	0.00	7.364	4.267	-0.006	11.625	0.000
	15:45	-0.002	-0.0	0.7	0.10	0.03	0.00	7.487	4.267	-0.002	11.752	0.000
	16:15	0.000	0.0	0.7	0.10	0.03	0.00	7.640	4.267	0.000	11.907	0.000
	16:45	0.000	0.0	0.7	0.10	0.03	0.00	7.828	4.267	0.000	12.096	0.000
	17:15	0.000	0.0	0.7	0.10	0.03	0.00	7.913	4.267	0.000	12.180	0.000
	17:45	0.000	0.0	0.7	0.10	0.03	0.00	7.892	4.267	0.000	12.159	0.000
	18:15	0.000	0.0	0.7	0.10	0.03	0.00	7.412	5.919	0.000	13.331	0.000
	18:45	0.000	0.0	0.7	0.10	0.03	0.00	7.583	5.919	0.000	13.502	0.000
	19:15	0.000	0.0	0.8	0.10	0.03	0.00	7.669	5.919	0.000	13.588	0.000
	19:45	0.000	0.0	0.8	0.10	0.03	0.00	7.670	5.919	0.000	13.589	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	7.692	5.069	0.000	12.762	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	7.752	5.069	0.000	12.822	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	7.819	5.069	0.000	12.889	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	7.886	5.069	0.000	12.956	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	8.752	5.649	0.000	14.401	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	8.660	5.649	0.000	14.309	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.715	3.135	0.000	11.849	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.622	3.135	0.000	11.756	0.000
Sat, 16/Dec	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.696	3.048	0.000	11.743	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.713	3.048	0.000	11.761	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.722	3.048	0.000	11.769	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.719	3.048	0.000	11.767	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.724	3.048	0.000	11.771	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.734	3.048	0.000	11.782	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.702	3.048	0.000	11.749	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.628	3.048	0.000	11.675	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.605	3.048	0.000	11.652	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.634	3.048	0.000	11.681	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.688	3.048	0.000	11.735	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.768	3.048	0.000	11.815	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	8.792	3.048	0.000	11.839	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	8.756	3.048	0.000	11.804	0.000
	07:15	0.000	0.0	0.7	0.06	0.03	0.00	8.785	3.048	0.000	11.832	0.000
	07:45	0.000	0.0	0.7	0.06	0.03	0.00	8.880	3.048	0.000	11.927	0.000
	08:15	-0.003	-0.0	0.8	0.06	0.03	0.00	8.902	5.068	-0.003	13.966	0.000
	08:45	-0.011	-0.0	0.8	0.06	0.03	0.00	8.807	5.068	-0.011	13.863	0.000
	09:15	-0.017	-0.0	0.7	0.06	0.03	0.00	8.090	4.267	-0.017	12.340	0.000
	09:45	-0.020	-0.0	0.7	0.06	0.03	0.00	7.989	4.267	-0.020	12.237	0.000
	10:15	-0.042	-0.0	0.7	0.06	0.03	0.00	7.883	4.267	-0.042	12.109	0.000
	10:45	-0.088	-0.0	0.7	0.06	0.03	0.00	7.689	4.267	-0.088	11.868	0.000
	11:15	-0.108	-0.0	0.7	0.06	0.03	0.00	7.447	4.267	-0.108	11.606	0.000
	11:45	-0.098	-0.0	0.6	0.06	0.03	0.00	7.306	4.267	-0.098	11.476	0.000
	12:15	-0.087	-0.0	0.6	0.06	0.03	0.00	7.208	4.267	-0.087	11.388	0.000
	12:45	-0.077	-0.0	0.6	0.06	0.03	0.00	7.133	4.267	-0.077	11.323	0.000
	13:15	-0.070	-0.0	0.6	0.06	0.03	0.00	7.104	4.267	-0.070	11.301	0.000
	13:45	-0.066	-0.0	0.6	0.06	0.03	0.00	7.092	4.267	-0.066	11.294	0.000
	14:15	-0.048	-0.0	0.6	0.06	0.03	0.00	7.225	4.267	-0.048	11.445	0.000
	14:45	-0.020	-0.0	0.7	0.06	0.03	0.00	7.537	4.267	-0.020	11.784	0.000
	15:15	-0.006	-0.0	0.7	0.06	0.03	0.00	7.782	4.267	-0.006	12.043	0.000
	15:45	-0.002	-0.0	0.7	0.06	0.03	0.00	7.945	4.267	-0.002	12.210	0.000
	16:15	0.000	0.0	0.7	0.06	0.03	0.00	8.032	4.267	0.000	12.300	0.000
	16:45	0.000	0.0	0.7	0.06	0.03	0.00	8.059	4.267	0.000	12.327	0.000
	17:15	0.000	0.0	0.7	0.06	0.03	0.00	8.077	4.267	0.000	12.344	0.000
	17:45	0.000	0.0	0.7	0.06	0.03	0.00	8.089	4.267	0.000	12.356	0.000
	18:15	0.000	0.0	0.7	0.06	0.03	0.00	7.535	5.919	0.000	13.454	0.000
	18:45	0.000	0.0	0.7	0.06	0.03	0.00	7.514	5.919	0.000	13.433	0.000
	19:15	0.000	0.0	0.7	0.06	0.03	0.00	7.494	5.919	0.000	13.413	0.000
	19:45	0.000	0.0	0.7	0.06	0.03	0.00	7.481	5.919	0.000	13.400	0.000
	20:15	0.000	0.0	0.7	0.06	0.03	0.00	7.467	5.069	0.000	12.536	0.000
	20:45	0.000	0.0	0.7	0.06	0.03	0.00	7.467	5.069	0.000	12.536	0.000
	21:15	0.000	0.0	0.7	0.06	0.03	0.00	7.480	5.069	0.000	12.550	0.000
	21:45	0.000	0.0	0.7	0.06	0.03	0.00	7.500	5.069	0.000	12.569	0.000
	22:15	0.000	0.0	0.8	0.06	0.03	0.00	8.367	5.649	0.000	14.016	0.000
	22:45	0.000	0.0	0.8	0.06	0.03	0.00	8.321	5.649	0.000	13.971	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.412	3.135	0.000	11.546	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.345	3.135	0.000	11.480	0.000
Sun, 17/Dec	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.425	3.048	0.000	11.473	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.427	3.048	0.000	11.475	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.435	3.048	0.000	11.483	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.449	3.048	0.000	11.497	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.444	3.048	0.000	11.492	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.419	3.048	0.000	11.467	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.369	3.048	0.000	11.417	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.293	3.048	0.000	11.341	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.247	3.048	0.000	11.294	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.233	3.048	0.000	11.281	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.224	3.048	0.000	11.272	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.217	3.048	0.000	11.265	0.000
	06:15	0.000	0.0	0.6	0.06	0.03	0.00	8.189	3.048	0.000	11.237	0.000
	06:45	0.000	0.0	0.6	0.06	0.03	0.00	8.138	3.048	0.000	11.186	0.000
	07:15	0.000	0.0	0.6	0.06	0.03	0.00	8.079	3.048	0.000	11.126	0.000
	07:45	0.000	0.0	0.6	0.06	0.03	0.00	8.013	3.048	0.000	11.061	0.000
	08:15	-0.014	-0.0	0.7	0.06	0.03	0.00	8.023	5.068	-0.014	13.076	0.000
	08:45	-0.050	-0.0	0.7	0.06	0.03	0.00	8.065	5.068	-0.050	13.082	0.000
	09:15	-0.067	-0.0	0.7	0.06	0.03	0.00	7.356	4.267	-0.067	11.556	0.000
	09:45	-0.047	-0.0	0.6	0.06	0.03	0.00	7.122	4.267	-0.047	11.342	0.000
	10:15	-0.035	-0.0	0.6	0.06	0.03	0.00	7.014	4.267	-0.035	11.246	0.000
	10:45	-0.040	-0.0	0.6	0.06	0.03	0.00	7.015	4.267	-0.040	11.242	0.000
	11:15	-0.040	-0.0	0.6	0.06	0.03	0.00	6.978	4.267	-0.040	11.205	0.000
	11:45	-0.033	-0.0	0.6	0.06	0.03	0.00	6.929	4.267	-0.033	11.163	0.000
	12:15	-0.025	-0.0	0.6	0.06	0.03	0.00	6.891	4.267	-0.025	11.133	0.000
	12:45	-0.016	-0.0	0.6	0.06	0.03	0.00	6.852	4.267	-0.016	11.103	0.000
	13:15	-0.011	-0.0	0.6	0.06	0.03	0.00	6.800	4.267	-0.011	11.057	0.000
	13:45	-0.008	-0.0	0.6	0.06	0.03	0.00	6.724	4.267	-0.008	10.984	0.000
	14:15	-0.009	-0.0	0.6	0.06	0.03	0.00	6.665	4.267	-0.009	10.924	0.000
	14:45	-0.011	-0.0	0.6	0.06	0.03	0.00	6.621	4.267	-0.011	10.877	0.000
	15:15	-0.009	-0.0	0.6	0.06	0.03	0.00	6.655	4.267	-0.009	10.913	0.000
	15:45	-0.003	-0.0	0.6	0.06	0.03	0.00	6.780	4.267	-0.003	11.044	0.000
	16:15	0.000	0.0	0.6	0.06	0.03	0.00	6.895	4.267	0.000	11.163	0.000
	16:45	0.000	0.0	0.6	0.06	0.03	0.00	6.993	4.267	0.000	11.261	0.000
	17:15	0.000	0.0	0.6	0.06	0.03	0.00	7.046	4.267	0.000	11.313	0.000
	17:45	0.000	0.0	0.6	0.06	0.03	0.00	7.054	4.267	0.000	11.321	0.000
	18:15	0.000	0.0	0.7	0.06	0.03	0.00	6.463	5.919	0.000	12.381	0.000
	18:45	0.000	0.0	0.7	0.06	0.03	0.00	6.371	5.919	0.000	12.290	0.000
	19:15	0.000	0.0	0.7	0.06	0.03	0.00	6.371	5.919	0.000	12.290	0.000
	19:45	0.000	0.0	0.7	0.06	0.03	0.00	6.472	5.919	0.000	12.391	0.000
	20:15	0.000	0.0	0.6	0.06	0.03	0.00	6.555	5.069	0.000	11.624	0.000
	20:45	0.000	0.0	0.7	0.06	0.03	0.00	6.631	5.069	0.000	11.700	0.000
	21:15	0.000	0.0	0.7	0.06	0.03	0.00	6.721	5.069	0.000	11.791	0.000
	21:45	0.000	0.0	0.7	0.06	0.03	0.00	6.818	5.069	0.000	11.888	0.000
	22:15	0.000	0.0	0.7	0.06	0.03	0.00	7.615	5.649	0.000	13.264	0.000
	22:45	0.000	0.0	0.7	0.06	0.03	0.00	7.348	5.649	0.000	12.997	0.000
	23:15	0.000	0.0	0.6	0.06	0.03	0.00	7.274	3.135	0.000	10.409	0.000
	23:45	0.000	0.0	0.6	0.06	0.03	0.00	7.106	3.135	0.000	10.241	0.000
Mon, 18/Dec	00:15	0.000	0.0	0.6	0.06	0.03	0.00	7.159	3.048	0.000	10.206	0.000
	00:45	0.000	0.0	0.6	0.06	0.03	0.00	7.209	3.048	0.000	10.257	0.000
	01:15	0.000	0.0	0.6	0.06	0.03	0.00	7.322	3.048	0.000	10.369	0.000
	01:45	0.000	0.0	0.6	0.06	0.03	0.00	7.493	3.048	0.000	10.540	0.000
	02:15	0.000	0.0	0.6	0.06	0.03	0.00	7.609	3.048	0.000	10.657	0.000
	02:45	0.000	0.0	0.6	0.06	0.03	0.00	7.667	3.048	0.000	10.715	0.000
	03:15	0.000	0.0	0.6	0.06	0.03	0.00	7.658	3.048	0.000	10.706	0.000
	03:45	0.000	0.0	0.6	0.06	0.03	0.00	7.583	3.048	0.000	10.630	0.000
	04:15	0.000	0.0	0.6	0.06	0.03	0.00	7.540	3.048	0.000	10.587	0.000
	04:45	0.000	0.0	0.6	0.06	0.03	0.00	7.532	3.048	0.000	10.580	0.000
	05:15	0.000	0.0	0.6	0.06	0.03	0.00	7.537	3.048	0.000	10.584	0.000
	05:45	0.000	0.0	0.6	0.06	0.03	0.00	7.553	3.048	0.000	10.601	0.000
	06:15	0.000	0.0	0.6	0.06	0.03	0.00	7.598	3.048	0.000	10.645	0.000
	06:45	0.000	0.0	0.6	0.06	0.03	0.00	7.672	3.048	0.000	10.719	0.000
	07:15	0.000	0.0	0.6	0.10	0.03	0.00	7.750	3.048	0.000	10.797	0.000
	07:45	0.000	0.0	0.6	0.10	0.03	0.00	7.830	3.048	0.000	10.877	0.000
	08:15	-0.009	-0.0	0.7	0.10	0.03	0.00	7.935	5.068	-0.009	12.994	0.000
	08:45	-0.031	-0.0	0.7	0.10	0.03	0.00	8.023	5.068	-0.031	13.059	0.000
	09:15	-0.052	-0.0	0.7	0.10	0.03	0.00	7.424	4.267	-0.052	11.639	0.000
	09:45	-0.065	-0.0	0.7	0.10	0.03	0.00	7.368	4.267	-0.065	11.570	0.000
	10:15	-0.059	-0.0	0.7	0.10	0.03	0.00	7.323	4.267	-0.059	11.531	0.000
	10:45	-0.031	-0.0	0.7	0.10	0.03	0.00	7.283	4.267	-0.031	11.520	0.000
	11:15	-0.014	-0.0	0.7	0.10	0.03	0.00	7.273	4.267	-0.014	11.527	0.000
	11:45	-0.012	-0.0	0.6	0.10	0.03	0.00	7.260	4.267	-0.012	11.516	0.000
	12:15	-0.015	-0.0	0.6	0.10	0.03	0.00	7.232	4.267	-0.015	11.485	0.000
	12:45	-0.022	-0.0	0.6	0.10	0.03	0.00	7.171	4.267	-0.022	11.416	0.000
	13:15	-0.020	-0.0	0.6	0.10	0.03	0.00	7.147	4.267	-0.020	11.394	0.000
	13:45	-0.010	-0.0	0.6	0.10	0.03	0.00	7.216	4.267	-0.010	11.474	0.000
